module_key,module_index,level,owner_rva,reference_site_rva,reference_site_runtime,target_rva,target_section,reference_kind,value,family_id
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C470,0x092C6170,0x001DC348,.rodata,source_path,c:/Hig/Projects/Rcp1/Code/MOBYS/TMRobotHeadB/TMRobotHeadB.cpp,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C488,0x092C6188,0x001DC51C,.rodata,message_or_literal,"%s has state TMHEADB_INIT_ENTER_TORSO, but no enter path given. Destroying moby.",WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C28C,0x092C5F8C,0x002DD128,.data,float32,0 / 0x00000000,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C4EC,0x092C61EC,0x002EB7FC,.data,float32,0.5 / 0x3F000000,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C55C,0x092C625C,0x002EB814,.data,float32,0.0111111123 / 0x3C360B62,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C7E8,0x092C64E8,0x002EB7A4,.data,float32,0.0199999996 / 0x3CA3D70A,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018CC08,0x092C6908,0x002EB7D0,.data,float32,0.100000001 / 0x3DCCCCCD,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018CD18,0x092C6A18,0x002EB7DC,.data,float32,0.5 / 0x3F000000,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018CDB8,0x092C6AB8,0x002EB7D4,.data,float32,2 / 0x40000000,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018CE00,0x092C6B00,0x002C292C,.data,float32,0.200000003 / 0x3E4CCCCD,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018CE48,0x092C6B48,0x002EB7F8,.data,float32,1 / 0x3F800000,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018CF50,0x092C6C50,0x002EB7E4,.data,float32,0 / 0x00000000,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018D040,0x092C6D40,0x002EB7F0,.data,float32,0.999000013 / 0x3F7FBE77,WF-030
LEVEL_04,4,Metalis,0x001A0BF4,0x001A0D0C,0x092DAA0C,0x002ECB68,.data,message_or_literal,333?b,WF-012
LEVEL_04,4,Metalis,0x001A0BF4,0x001A0D0C,0x092DAA0C,0x002ECB68,.data,float32,0.0111111123 / 0x3C360B62,WF-012
LEVEL_05,5,Dreamtime,0x0000E8D8,0x0000E928,0x09148628,0x00297C58,.data,message_or_literal,L?333,WF-020
LEVEL_05,5,Dreamtime,0x0000E8D8,0x0000E928,0x09148628,0x00297C58,.data,float32,-0.699999988 / 0xBF333333,WF-020
LEVEL_05,5,Dreamtime,0x0000E8D8,0x0000E98C,0x0914868C,0x00297C5C,.data,float32,0.251327425 / 0x3E80ADFD,WF-020
LEVEL_05,5,Dreamtime,0x00028870,0x000288AC,0x091625AC,0x0029D4CC,.data,float32,0.0333333351 / 0x3D088889,WF-017
LEVEL_05,5,Dreamtime,0x00028870,0x000288F0,0x091625F0,0x0029D4D0,.data,float32,1 / 0x3F800000,WF-017
LEVEL_05,5,Dreamtime,0x00028870,0x00028BE0,0x091628E0,0x0029D4C4,.data,float32,0.400000006 / 0x3ECCCCCD,WF-017
LEVEL_05,5,Dreamtime,0x0002992C,0x00029DDC,0x09163ADC,0x0029D4EC,.data,float32,0.400000006 / 0x3ECCCCCD,WF-022
LEVEL_05,5,Dreamtime,0x00048070,0x0004829C,0x09181F9C,0x0029DED0,.data,float32,0.100000001 / 0x3DCCCCCD,WF-001
LEVEL_05,5,Dreamtime,0x00048070,0x00048428,0x09182128,0x0029DED4,.data,float32,1.5 / 0x3FC00000,WF-001
LEVEL_05,5,Dreamtime,0x00048070,0x000485FC,0x091822FC,0x0029D6A0,.data,float32,0.0799999982 / 0x3DA3D70A,WF-001
LEVEL_05,5,Dreamtime,0x00048070,0x00048700,0x09182400,0x0029DEA0,.data,float32,-0.00300000003 / 0xBB449BA6,WF-001
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004BC90,0x09185990,0x0029DF3C,.data,float32,30.000597 / 0x41F00139,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004BDD4,0x09185AD4,0x0029DEFC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004BDDC,0x09185ADC,0x0029DF00,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004BDEC,0x09185AEC,0x0029DF04,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004BE30,0x09185B30,0x0029DF08,.data,float32,0.100000001 / 0x3DCCCCCD,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004BE38,0x09185B38,0x0029DF0C,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004BE4C,0x09185B4C,0x0029DF10,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004C0E0,0x09185DE0,0x0029DF14,.data,float32,0.0500000007 / 0x3D4CCCCD,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004C2A4,0x09185FA4,0x0029DFD4,.data,float32,0 / 0x00000000,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004C544,0x09186244,0x0029DF30,.data,float32,1 / 0x3F800000,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004C56C,0x0918626C,0x0029DF90,.data,float32,0 / 0x00000000,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004C99C,0x0918669C,0x0029DFBC,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_05,5,Dreamtime,0x0004BB88,0x0004CA6C,0x0918676C,0x0029DF94,.data,float32,0.75 / 0x3F400000,WF-003
LEVEL_05,5,Dreamtime,0x00053F78,0x00053F80,0x0918DC80,0x0029E330,.data,float32,0.400000006 / 0x3ECCCCCD,WF-004
LEVEL_05,5,Dreamtime,0x00053F78,0x00053F88,0x0918DC88,0x0029E334,.data,float32,0.300000012 / 0x3E99999A,WF-004
LEVEL_05,5,Dreamtime,0x00053F78,0x00053F94,0x0918DC94,0x0029E338,.data,float32,0.100000001 / 0x3DCCCCCD,WF-004
LEVEL_05,5,Dreamtime,0x0010747C,0x001074D4,0x092411D4,0x002BA2CC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-008
LEVEL_05,5,Dreamtime,0x0010747C,0x001075C0,0x092412C0,0x002B76D0,.data,float32,0 / 0x00000000,WF-008
LEVEL_05,5,Dreamtime,0x00107698,0x00107754,0x09241454,0x002BA2CC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-009
LEVEL_05,5,Dreamtime,0x00107698,0x0010784C,0x0924154C,0x002B76D0,.data,float32,0 / 0x00000000,WF-009
LEVEL_05,5,Dreamtime,0x00107698,0x0010792C,0x0924162C,0x002BA178,.data,float32,60 / 0x42700000,WF-009
LEVEL_05,5,Dreamtime,0x00107960,0x001079B8,0x092416B8,0x002BA160,.data,message_or_literal,>EDD?,WF-007
LEVEL_05,5,Dreamtime,0x00107960,0x0010799C,0x0924169C,0x002BA2C0,.data,float32,0.0199999996 / 0x3CA3D70A,WF-007
LEVEL_05,5,Dreamtime,0x00107960,0x001079B8,0x092416B8,0x002BA160,.data,float32,0.76666671 / 0x3F444445,WF-007
LEVEL_05,5,Dreamtime,0x00107960,0x00107A28,0x09241728,0x002BA2CC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-007
LEVEL_05,5,Dreamtime,0x00107960,0x00107B14,0x09241814,0x002B76D0,.data,float32,0 / 0x00000000,WF-007
LEVEL_05,5,Dreamtime,0x00107960,0x00107B80,0x09241880,0x002BA170,.data,float32,0.214570001 / 0x3E5BB83D,WF-007
LEVEL_05,5,Dreamtime,0x00107960,0x00107BD4,0x092418D4,0x002BA16C,.data,float32,0.5 / 0x3F000000,WF-007
LEVEL_05,5,Dreamtime,0x0010A32C,0x0010A428,0x09244128,0x002BA160,.data,message_or_literal,>EDD?,WF-010
LEVEL_05,5,Dreamtime,0x0010A32C,0x0010A504,0x09244204,0x002BA160,.data,message_or_literal,>EDD?,WF-010
LEVEL_05,5,Dreamtime,0x0010A32C,0x0010A400,0x09244100,0x002BA164,.data,float32,3 / 0x40400000,WF-010
LEVEL_05,5,Dreamtime,0x0010A32C,0x0010A418,0x09244118,0x002BA2C0,.data,float32,0.0199999996 / 0x3CA3D70A,WF-010
LEVEL_05,5,Dreamtime,0x0010A32C,0x0010A428,0x09244128,0x002BA160,.data,float32,0.76666671 / 0x3F444445,WF-010
LEVEL_05,5,Dreamtime,0x0010A32C,0x0010A5F8,0x092442F8,0x002BA168,.data,float32,0.300000012 / 0x3E99999A,WF-010
LEVEL_05,5,Dreamtime,0x0010A32C,0x0010A638,0x09244338,0x002BA170,.data,float32,0.214570001 / 0x3E5BB83D,WF-010
LEVEL_05,5,Dreamtime,0x0010A32C,0x0010A6A0,0x092443A0,0x002BA16C,.data,float32,0.5 / 0x3F000000,WF-010
LEVEL_05,5,Dreamtime,0x001338A4,0x001338CC,0x0926D5CC,0x002BE2FC,.data,float32,0.0199999996 / 0x3CA3D70A,WF-050
LEVEL_05,5,Dreamtime,0x001338A4,0x00133BA0,0x0926D8A0,0x002BE314,.data,float32,0.100000001 / 0x3DCCCCCD,WF-050
LEVEL_05,5,Dreamtime,0x00143354,0x00143370,0x0927D070,0x00297C68,.data,float32,0.200000003 / 0x3E4CCCCD,WF-048
LEVEL_05,5,Dreamtime,0x00143354,0x00143394,0x0927D094,0x002C04A4,.data,float32,1.50000012 / 0x3FC00001,WF-048
LEVEL_05,5,Dreamtime,0x00143354,0x001433AC,0x0927D0AC,0x002C04B8,.data,float32,0.52359885 / 0x3F060A93,WF-048
LEVEL_05,5,Dreamtime,0x00143354,0x001433D4,0x0927D0D4,0x002C04AC,.data,float32,0.0277777798 / 0x3CE38E3A,WF-048
LEVEL_05,5,Dreamtime,0x00143354,0x001433FC,0x0927D0FC,0x002C04A8,.data,float32,3 / 0x40400000,WF-048
LEVEL_05,5,Dreamtime,0x00143354,0x00143504,0x0927D204,0x002C04B4,.data,float32,0.25 / 0x3E800000,WF-048
LEVEL_05,5,Dreamtime,0x00143D14,0x00143EDC,0x0927DBDC,0x00297C68,.data,float32,0.200000003 / 0x3E4CCCCD,WF-056
LEVEL_05,5,Dreamtime,0x00143D14,0x00143EF8,0x0927DBF8,0x002C05D4,.data,float32,0.200000018 / 0x3E4CCCCE,WF-056
LEVEL_05,5,Dreamtime,0x00143D14,0x00143F58,0x0927DC58,0x002C05DC,.data,float32,25 / 0x41C80000,WF-056
LEVEL_05,5,Dreamtime,0x00143D14,0x00143FA8,0x0927DCA8,0x002C05C8,.data,float32,1.20000005 / 0x3F99999A,WF-056
LEVEL_05,5,Dreamtime,0x00143D14,0x001441B8,0x0927DEB8,0x002C05D8,.data,float32,1.33700001 / 0x3FAB22D1,WF-056
LEVEL_05,5,Dreamtime,0x00143D14,0x001443F8,0x0927E0F8,0x002C05E0,.data,float32,-0.5 / 0xBF000000,WF-056
LEVEL_05,5,Dreamtime,0x0015BB4C,0x0015BF98,0x09295C98,0x002C21DC,.data,float32,20 / 0x41A00000,WF-006
LEVEL_05,5,Dreamtime,0x0016669C,0x0016674C,0x092A044C,0x002C3130,.data,float32,0.100000001 / 0x3DCCCCCD,WF-027
LEVEL_05,5,Dreamtime,0x0016669C,0x00166850,0x092A0550,0x002C314C,.data,float32,0.5 / 0x3F000000,WF-027
LEVEL_05,5,Dreamtime,0x0016669C,0x00166894,0x092A0594,0x002C3150,.data,float32,0.121869341 / 0x3DF996A2,WF-027
LEVEL_05,5,Dreamtime,0x0016669C,0x00166918,0x092A0618,0x002B76D0,.data,float32,0 / 0x00000000,WF-027
LEVEL_05,5,Dreamtime,0x0016669C,0x00166A6C,0x092A076C,0x002C3124,.data,float32,-0.5 / 0xBF000000,WF-027
LEVEL_05,5,Dreamtime,0x0016669C,0x00166A84,0x092A0784,0x002C313C,.data,float32,0.00999999978 / 0x3C23D70A,WF-027
LEVEL_05,5,Dreamtime,0x0016669C,0x00166AB0,0x092A07B0,0x002C3120,.data,float32,0.0333333351 / 0x3D088889,WF-027
LEVEL_05,5,Dreamtime,0x0016669C,0x00166AE0,0x092A07E0,0x002C3148,.data,float32,0.0500000007 / 0x3D4CCCCD,WF-027
LEVEL_05,5,Dreamtime,0x0016669C,0x00166B68,0x092A0868,0x002C3128,.data,float32,-1 / 0xBF800000,WF-027
LEVEL_05,5,Dreamtime,0x0016669C,0x00166BA0,0x092A08A0,0x002C312C,.data,float32,-0.0500000045 / 0xBD4CCCCE,WF-027
LEVEL_05,5,Dreamtime,0x0017F84C,0x0017F964,0x092B9664,0x002C4AF8,.data,message_or_literal,333?b,WF-012
LEVEL_05,5,Dreamtime,0x0017F84C,0x0017F964,0x092B9664,0x002C4AF8,.data,float32,0.0111111123 / 0x3C360B62,WF-012
LEVEL_06,6,Medical Outpost Omega,0x00027688,0x000276C4,0x091613C4,0x0029FBA4,.data,float32,0.0333333351 / 0x3D088889,WF-014
LEVEL_06,6,Medical Outpost Omega,0x00027688,0x000276F8,0x091613F8,0x0029FB9C,.data,float32,0.150000006 / 0x3E19999A,WF-014
LEVEL_06,6,Medical Outpost Omega,0x00027688,0x0002770C,0x0916140C,0x0029FBA0,.data,float32,1 / 0x3F800000,WF-014
LEVEL_06,6,Medical Outpost Omega,0x000471CC,0x000473F8,0x091810F8,0x002A05E8,.data,float32,0.100000001 / 0x3DCCCCCD,WF-001
LEVEL_06,6,Medical Outpost Omega,0x000471CC,0x00047584,0x09181284,0x002A05EC,.data,float32,1.5 / 0x3FC00000,WF-001
LEVEL_06,6,Medical Outpost Omega,0x000471CC,0x00047758,0x09181458,0x0029FDB8,.data,float32,0.0799999982 / 0x3DA3D70A,WF-001
LEVEL_06,6,Medical Outpost Omega,0x000471CC,0x0004785C,0x0918155C,0x002A05B8,.data,float32,-0.00300000003 / 0xBB449BA6,WF-001
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004B274,0x09184F74,0x002A0654,.data,float32,30.000597 / 0x41F00139,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004B3B8,0x091850B8,0x002A0614,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004B3C0,0x091850C0,0x002A0618,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004B3D0,0x091850D0,0x002A061C,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004B414,0x09185114,0x002A0620,.data,float32,0.100000001 / 0x3DCCCCCD,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004B41C,0x0918511C,0x002A0624,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004B430,0x09185130,0x002A0628,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004B6C4,0x091853C4,0x002A062C,.data,float32,0.0500000007 / 0x3D4CCCCD,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004B888,0x09185588,0x002A06EC,.data,float32,0 / 0x00000000,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004BB28,0x09185828,0x002A0648,.data,float32,1 / 0x3F800000,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004BB50,0x09185850,0x002A06A8,.data,float32,0 / 0x00000000,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004BF80,0x09185C80,0x002A06D4,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0004B16C,0x0004C050,0x09185D50,0x002A06AC,.data,float32,0.75 / 0x3F400000,WF-003
LEVEL_06,6,Medical Outpost Omega,0x0005355C,0x00053564,0x0918D264,0x002A0A48,.data,float32,0.400000006 / 0x3ECCCCCD,WF-004
LEVEL_06,6,Medical Outpost Omega,0x0005355C,0x0005356C,0x0918D26C,0x002A0A4C,.data,float32,0.300000012 / 0x3E99999A,WF-004
LEVEL_06,6,Medical Outpost Omega,0x0005355C,0x00053578,0x0918D278,0x002A0A50,.data,float32,0.100000001 / 0x3DCCCCCD,WF-004
LEVEL_06,6,Medical Outpost Omega,0x00102CF8,0x00102D50,0x0923CA50,0x002BC904,.data,float32,0.200000003 / 0x3E4CCCCD,WF-008
LEVEL_06,6,Medical Outpost Omega,0x00102CF8,0x00102E3C,0x0923CB3C,0x002B9CF0,.data,float32,0 / 0x00000000,WF-008
LEVEL_06,6,Medical Outpost Omega,0x00102F14,0x00102FD0,0x0923CCD0,0x002BC904,.data,float32,0.200000003 / 0x3E4CCCCD,WF-009
LEVEL_06,6,Medical Outpost Omega,0x00102F14,0x001030C8,0x0923CDC8,0x002B9CF0,.data,float32,0 / 0x00000000,WF-009
LEVEL_06,6,Medical Outpost Omega,0x00102F14,0x001031A8,0x0923CEA8,0x002BC7B0,.data,float32,60 / 0x42700000,WF-009
LEVEL_06,6,Medical Outpost Omega,0x001031DC,0x00103234,0x0923CF34,0x002BC798,.data,message_or_literal,>EDD?,WF-007
LEVEL_06,6,Medical Outpost Omega,0x001031DC,0x00103218,0x0923CF18,0x002BC8F8,.data,float32,0.0199999996 / 0x3CA3D70A,WF-007
LEVEL_06,6,Medical Outpost Omega,0x001031DC,0x00103234,0x0923CF34,0x002BC798,.data,float32,0.76666671 / 0x3F444445,WF-007
LEVEL_06,6,Medical Outpost Omega,0x001031DC,0x001032A4,0x0923CFA4,0x002BC904,.data,float32,0.200000003 / 0x3E4CCCCD,WF-007
LEVEL_06,6,Medical Outpost Omega,0x001031DC,0x00103390,0x0923D090,0x002B9CF0,.data,float32,0 / 0x00000000,WF-007
LEVEL_06,6,Medical Outpost Omega,0x001031DC,0x001033FC,0x0923D0FC,0x002BC7A8,.data,float32,0.214570001 / 0x3E5BB83D,WF-007
LEVEL_06,6,Medical Outpost Omega,0x001031DC,0x00103450,0x0923D150,0x002BC7A4,.data,float32,0.5 / 0x3F000000,WF-007
LEVEL_06,6,Medical Outpost Omega,0x00105BA8,0x00105CA4,0x0923F9A4,0x002BC798,.data,message_or_literal,>EDD?,WF-010
LEVEL_06,6,Medical Outpost Omega,0x00105BA8,0x00105D80,0x0923FA80,0x002BC798,.data,message_or_literal,>EDD?,WF-010
LEVEL_06,6,Medical Outpost Omega,0x00105BA8,0x00105C7C,0x0923F97C,0x002BC79C,.data,float32,3 / 0x40400000,WF-010
LEVEL_06,6,Medical Outpost Omega,0x00105BA8,0x00105C94,0x0923F994,0x002BC8F8,.data,float32,0.0199999996 / 0x3CA3D70A,WF-010
LEVEL_06,6,Medical Outpost Omega,0x00105BA8,0x00105CA4,0x0923F9A4,0x002BC798,.data,float32,0.76666671 / 0x3F444445,WF-010
LEVEL_06,6,Medical Outpost Omega,0x00105BA8,0x00105E74,0x0923FB74,0x002BC7A0,.data,float32,0.300000012 / 0x3E99999A,WF-010
LEVEL_06,6,Medical Outpost Omega,0x00105BA8,0x00105EB4,0x0923FBB4,0x002BC7A8,.data,float32,0.214570001 / 0x3E5BB83D,WF-010
LEVEL_06,6,Medical Outpost Omega,0x00105BA8,0x00105F1C,0x0923FC1C,0x002BC7A4,.data,float32,0.5 / 0x3F000000,WF-010
LEVEL_06,6,Medical Outpost Omega,0x001394BC,0x001397BC,0x092734BC,0x002C1884,.data,float32,0.100000001 / 0x3DCCCCCD,WF-016
LEVEL_06,6,Medical Outpost Omega,0x00148788,0x00148864,0x09282564,0x002C3CBC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-034
LEVEL_06,6,Medical Outpost Omega,0x00158268,0x001586B4,0x092923B4,0x002C4E8C,.data,float32,20 / 0x41A00000,WF-006
LEVEL_06,6,Medical Outpost Omega,0x0017F788,0x0017F8A0,0x092B95A0,0x002C7E80,.data,message_or_literal,333?b,WF-012
LEVEL_06,6,Medical Outpost Omega,0x0017F788,0x0017F8A0,0x092B95A0,0x002C7E80,.data,float32,0.0111111123 / 0x3C360B62,WF-012
LEVEL_07,7,Challax,0x0000E8D8,0x0000E928,0x09148628,0x002B9FD8,.data,message_or_literal,L?333,WF-020
LEVEL_07,7,Challax,0x0000E8D8,0x0000E928,0x09148628,0x002B9FD8,.data,float32,-0.699999988 / 0xBF333333,WF-020
LEVEL_07,7,Challax,0x0000E8D8,0x0000E98C,0x0914868C,0x002B9FDC,.data,float32,0.251327425 / 0x3E80ADFD,WF-020
LEVEL_07,7,Challax,0x00010D1C,0x00010EE4,0x0914ABE4,0x002D9D78,.data,float32,0 / 0x00000000,WF-015
LEVEL_07,7,Challax,0x00028BE8,0x00028C24,0x09162924,0x002BF83C,.data,float32,0.0333333351 / 0x3D088889,WF-014
LEVEL_07,7,Challax,0x00028BE8,0x00028C58,0x09162958,0x002BF834,.data,float32,0.150000006 / 0x3E19999A,WF-014
LEVEL_07,7,Challax,0x00028BE8,0x00028C6C,0x0916296C,0x002BF838,.data,float32,1 / 0x3F800000,WF-014
LEVEL_07,7,Challax,0x0002AC48,0x0002AC84,0x09164984,0x002BF87C,.data,float32,0.0333333351 / 0x3D088889,WF-017
LEVEL_07,7,Challax,0x0002AC48,0x0002ACC8,0x091649C8,0x002BF880,.data,float32,1 / 0x3F800000,WF-017
LEVEL_07,7,Challax,0x0002AC48,0x0002AFB8,0x09164CB8,0x002BF874,.data,float32,0.400000006 / 0x3ECCCCCD,WF-017
LEVEL_07,7,Challax,0x0002BD04,0x0002C1B4,0x09165EB4,0x002BF89C,.data,float32,0.400000006 / 0x3ECCCCCD,WF-022
LEVEL_07,7,Challax,0x0004A890,0x0004AABC,0x091847BC,0x002C0280,.data,float32,0.100000001 / 0x3DCCCCCD,WF-001
LEVEL_07,7,Challax,0x0004A890,0x0004AC48,0x09184948,0x002C0284,.data,float32,1.5 / 0x3FC00000,WF-001
LEVEL_07,7,Challax,0x0004A890,0x0004AE1C,0x09184B1C,0x002BFA50,.data,float32,0.0799999982 / 0x3DA3D70A,WF-001
LEVEL_07,7,Challax,0x0004A890,0x0004AF20,0x09184C20,0x002C0250,.data,float32,-0.00300000003 / 0xBB449BA6,WF-001
LEVEL_07,7,Challax,0x0004E830,0x0004E938,0x09188638,0x002C02EC,.data,float32,30.000597 / 0x41F00139,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004EA7C,0x0918877C,0x002C02AC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004EA84,0x09188784,0x002C02B0,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004EA94,0x09188794,0x002C02B4,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004EAD8,0x091887D8,0x002C02B8,.data,float32,0.100000001 / 0x3DCCCCCD,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004EAE0,0x091887E0,0x002C02BC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004EAF4,0x091887F4,0x002C02C0,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004ED88,0x09188A88,0x002C02C4,.data,float32,0.0500000007 / 0x3D4CCCCD,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004EF4C,0x09188C4C,0x002C0384,.data,float32,0 / 0x00000000,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004F1EC,0x09188EEC,0x002C02E0,.data,float32,1 / 0x3F800000,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004F214,0x09188F14,0x002C0340,.data,float32,0 / 0x00000000,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004F644,0x09189344,0x002C036C,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_07,7,Challax,0x0004E830,0x0004F714,0x09189414,0x002C0344,.data,float32,0.75 / 0x3F400000,WF-003
LEVEL_07,7,Challax,0x00056C3C,0x00056C44,0x09190944,0x002C06E0,.data,float32,0.400000006 / 0x3ECCCCCD,WF-004
LEVEL_07,7,Challax,0x00056C3C,0x00056C4C,0x0919094C,0x002C06E4,.data,float32,0.300000012 / 0x3E99999A,WF-004
LEVEL_07,7,Challax,0x00056C3C,0x00056C58,0x09190958,0x002C06E8,.data,float32,0.100000001 / 0x3DCCCCCD,WF-004
LEVEL_07,7,Challax,0x0010D248,0x0010D2A0,0x09246FA0,0x002DCA84,.data,float32,0.200000003 / 0x3E4CCCCD,WF-008
LEVEL_07,7,Challax,0x0010D248,0x0010D38C,0x0924708C,0x002D9D78,.data,float32,0 / 0x00000000,WF-008
LEVEL_07,7,Challax,0x0010D464,0x0010D520,0x09247220,0x002DCA84,.data,float32,0.200000003 / 0x3E4CCCCD,WF-009
LEVEL_07,7,Challax,0x0010D464,0x0010D618,0x09247318,0x002D9D78,.data,float32,0 / 0x00000000,WF-009
LEVEL_07,7,Challax,0x0010D464,0x0010D6F8,0x092473F8,0x002DC930,.data,float32,60 / 0x42700000,WF-009
LEVEL_07,7,Challax,0x0010D72C,0x0010D784,0x09247484,0x002DC918,.data,message_or_literal,>EDD?,WF-007
LEVEL_07,7,Challax,0x0010D72C,0x0010D768,0x09247468,0x002DCA78,.data,float32,0.0199999996 / 0x3CA3D70A,WF-007
LEVEL_07,7,Challax,0x0010D72C,0x0010D784,0x09247484,0x002DC918,.data,float32,0.76666671 / 0x3F444445,WF-007
LEVEL_07,7,Challax,0x0010D72C,0x0010D7F4,0x092474F4,0x002DCA84,.data,float32,0.200000003 / 0x3E4CCCCD,WF-007
LEVEL_07,7,Challax,0x0010D72C,0x0010D8E0,0x092475E0,0x002D9D78,.data,float32,0 / 0x00000000,WF-007
LEVEL_07,7,Challax,0x0010D72C,0x0010D94C,0x0924764C,0x002DC928,.data,float32,0.214570001 / 0x3E5BB83D,WF-007
LEVEL_07,7,Challax,0x0010D72C,0x0010D9A0,0x092476A0,0x002DC924,.data,float32,0.5 / 0x3F000000,WF-007
LEVEL_07,7,Challax,0x001100F8,0x001101F4,0x09249EF4,0x002DC918,.data,message_or_literal,>EDD?,WF-010
LEVEL_07,7,Challax,0x001100F8,0x001102D0,0x09249FD0,0x002DC918,.data,message_or_literal,>EDD?,WF-010
LEVEL_07,7,Challax,0x001100F8,0x001101CC,0x09249ECC,0x002DC91C,.data,float32,3 / 0x40400000,WF-010
LEVEL_07,7,Challax,0x001100F8,0x001101E4,0x09249EE4,0x002DCA78,.data,float32,0.0199999996 / 0x3CA3D70A,WF-010
LEVEL_07,7,Challax,0x001100F8,0x001101F4,0x09249EF4,0x002DC918,.data,float32,0.76666671 / 0x3F444445,WF-010
LEVEL_07,7,Challax,0x001100F8,0x001103C4,0x0924A0C4,0x002DC920,.data,float32,0.300000012 / 0x3E99999A,WF-010
LEVEL_07,7,Challax,0x001100F8,0x00110404,0x0924A104,0x002DC928,.data,float32,0.214570001 / 0x3E5BB83D,WF-010
LEVEL_07,7,Challax,0x001100F8,0x0011046C,0x0924A16C,0x002DC924,.data,float32,0.5 / 0x3F000000,WF-010
