module_key,module_index,level,owner_rva,reference_site_rva,reference_site_runtime,target_rva,target_section,reference_kind,value,family_id
LEVEL_02,2,Ryllus,0x00141D1C,0x00141D48,0x0927BA48,0x002E98C8,.data,float32,60 / 0x42700000,WF-043
LEVEL_02,2,Ryllus,0x00141D1C,0x00141D6C,0x0927BA6C,0x002E98B8,.data,float32,0.200000003 / 0x3E4CCCCD,WF-043
LEVEL_02,2,Ryllus,0x00141D1C,0x00141D88,0x0927BA88,0x002E98C4,.data,float32,0.333333343 / 0x3EAAAAAB,WF-043
LEVEL_02,2,Ryllus,0x00141D1C,0x00141EA4,0x0927BBA4,0x002E98B4,.data,float32,3 / 0x40400000,WF-043
LEVEL_02,2,Ryllus,0x00141D1C,0x00141EE4,0x0927BBE4,0x002E98DC,.data,float32,1 / 0x3F800000,WF-043
LEVEL_02,2,Ryllus,0x00165740,0x00165760,0x0929F460,0x002ED62C,.data,float32,0.725000024 / 0x3F39999A,WF-055
LEVEL_02,2,Ryllus,0x00165740,0x001657A0,0x0929F4A0,0x002ED630,.data,float32,0.200000003 / 0x3E4CCCCD,WF-055
LEVEL_02,2,Ryllus,0x00166100,0x00166188,0x0929FE88,0x002ED7B0,.data,float32,0.0333333351 / 0x3D088889,WF-037
LEVEL_02,2,Ryllus,0x00166100,0x00166190,0x0929FE90,0x002ED7B8,.data,float32,0.100000001 / 0x3DCCCCCD,WF-037
LEVEL_02,2,Ryllus,0x00166100,0x00166198,0x0929FE98,0x002ED7BC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-037
LEVEL_02,2,Ryllus,0x00166100,0x001661AC,0x0929FEAC,0x002ED7C0,.data,float32,10000 / 0x461C4000,WF-037
LEVEL_02,2,Ryllus,0x00166100,0x001666EC,0x092A03EC,0x002ED7B4,.data,float32,0.0166666675 / 0x3C888889,WF-037
LEVEL_02,2,Ryllus,0x00166100,0x00166738,0x092A0438,0x002ED7C4,.data,float32,0.246000007 / 0x3E7BE76D,WF-037
LEVEL_02,2,Ryllus,0x001754AC,0x001758F8,0x092AF5F8,0x002EF1F4,.data,float32,20 / 0x41A00000,WF-006
LEVEL_02,2,Ryllus,0x001A60F0,0x001A6208,0x092DFF08,0x002F29C0,.data,message_or_literal,333?b,WF-012
LEVEL_02,2,Ryllus,0x001A60F0,0x001A6208,0x092DFF08,0x002F29C0,.data,float32,0.0111111123 / 0x3C360B62,WF-012
LEVEL_03,3,Kalidon,0x00010B28,0x00010CF0,0x0914A9F0,0x002DE900,.data,float32,0 / 0x00000000,WF-015
LEVEL_03,3,Kalidon,0x00028DCC,0x00028E08,0x09162B08,0x002C443C,.data,float32,0.0333333351 / 0x3D088889,WF-014
LEVEL_03,3,Kalidon,0x00028DCC,0x00028E3C,0x09162B3C,0x002C4434,.data,float32,0.150000006 / 0x3E19999A,WF-014
LEVEL_03,3,Kalidon,0x00028DCC,0x00028E50,0x09162B50,0x002C4438,.data,float32,1 / 0x3F800000,WF-014
LEVEL_03,3,Kalidon,0x00048AB0,0x00048CDC,0x091829DC,0x002C4E80,.data,float32,0.100000001 / 0x3DCCCCCD,WF-001
LEVEL_03,3,Kalidon,0x00048AB0,0x00048E68,0x09182B68,0x002C4E84,.data,float32,1.5 / 0x3FC00000,WF-001
LEVEL_03,3,Kalidon,0x00048AB0,0x0004903C,0x09182D3C,0x002C4650,.data,float32,0.0799999982 / 0x3DA3D70A,WF-001
LEVEL_03,3,Kalidon,0x00048AB0,0x00049140,0x09182E40,0x002C4E50,.data,float32,-0.00300000003 / 0xBB449BA6,WF-001
LEVEL_03,3,Kalidon,0x0004CA50,0x0004CB58,0x09186858,0x002C4EEC,.data,float32,30.000597 / 0x41F00139,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004CC9C,0x0918699C,0x002C4EAC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004CCA4,0x091869A4,0x002C4EB0,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004CCB4,0x091869B4,0x002C4EB4,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004CCF8,0x091869F8,0x002C4EB8,.data,float32,0.100000001 / 0x3DCCCCCD,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004CD00,0x09186A00,0x002C4EBC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004CD14,0x09186A14,0x002C4EC0,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004CFA8,0x09186CA8,0x002C4EC4,.data,float32,0.0500000007 / 0x3D4CCCCD,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004D16C,0x09186E6C,0x002C4F84,.data,float32,0 / 0x00000000,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004D40C,0x0918710C,0x002C4EE0,.data,float32,1 / 0x3F800000,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004D434,0x09187134,0x002C4F40,.data,float32,0 / 0x00000000,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004D864,0x09187564,0x002C4F6C,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_03,3,Kalidon,0x0004CA50,0x0004D934,0x09187634,0x002C4F44,.data,float32,0.75 / 0x3F400000,WF-003
LEVEL_03,3,Kalidon,0x00054E4C,0x00054E54,0x0918EB54,0x002C52E0,.data,float32,0.400000006 / 0x3ECCCCCD,WF-004
LEVEL_03,3,Kalidon,0x00054E4C,0x00054E5C,0x0918EB5C,0x002C52E4,.data,float32,0.300000012 / 0x3E99999A,WF-004
LEVEL_03,3,Kalidon,0x00054E4C,0x00054E68,0x0918EB68,0x002C52E8,.data,float32,0.100000001 / 0x3DCCCCCD,WF-004
LEVEL_03,3,Kalidon,0x0010993C,0x00109994,0x09243694,0x002E1604,.data,float32,0.200000003 / 0x3E4CCCCD,WF-008
LEVEL_03,3,Kalidon,0x0010993C,0x00109A80,0x09243780,0x002DE900,.data,float32,0 / 0x00000000,WF-008
LEVEL_03,3,Kalidon,0x00109B58,0x00109C14,0x09243914,0x002E1604,.data,float32,0.200000003 / 0x3E4CCCCD,WF-009
LEVEL_03,3,Kalidon,0x00109B58,0x00109D0C,0x09243A0C,0x002DE900,.data,float32,0 / 0x00000000,WF-009
LEVEL_03,3,Kalidon,0x00109B58,0x00109DEC,0x09243AEC,0x002E14B0,.data,float32,60 / 0x42700000,WF-009
LEVEL_03,3,Kalidon,0x00109E20,0x00109E78,0x09243B78,0x002E1498,.data,message_or_literal,>EDD?,WF-007
LEVEL_03,3,Kalidon,0x00109E20,0x00109E5C,0x09243B5C,0x002E15F8,.data,float32,0.0199999996 / 0x3CA3D70A,WF-007
LEVEL_03,3,Kalidon,0x00109E20,0x00109E78,0x09243B78,0x002E1498,.data,float32,0.76666671 / 0x3F444445,WF-007
LEVEL_03,3,Kalidon,0x00109E20,0x00109EE8,0x09243BE8,0x002E1604,.data,float32,0.200000003 / 0x3E4CCCCD,WF-007
LEVEL_03,3,Kalidon,0x00109E20,0x00109FD4,0x09243CD4,0x002DE900,.data,float32,0 / 0x00000000,WF-007
LEVEL_03,3,Kalidon,0x00109E20,0x0010A040,0x09243D40,0x002E14A8,.data,float32,0.214570001 / 0x3E5BB83D,WF-007
LEVEL_03,3,Kalidon,0x00109E20,0x0010A094,0x09243D94,0x002E14A4,.data,float32,0.5 / 0x3F000000,WF-007
LEVEL_03,3,Kalidon,0x0010C7EC,0x0010C8E8,0x092465E8,0x002E1498,.data,message_or_literal,>EDD?,WF-010
LEVEL_03,3,Kalidon,0x0010C7EC,0x0010C9C4,0x092466C4,0x002E1498,.data,message_or_literal,>EDD?,WF-010
LEVEL_03,3,Kalidon,0x0010C7EC,0x0010C8C0,0x092465C0,0x002E149C,.data,float32,3 / 0x40400000,WF-010
LEVEL_03,3,Kalidon,0x0010C7EC,0x0010C8D8,0x092465D8,0x002E15F8,.data,float32,0.0199999996 / 0x3CA3D70A,WF-010
LEVEL_03,3,Kalidon,0x0010C7EC,0x0010C8E8,0x092465E8,0x002E1498,.data,float32,0.76666671 / 0x3F444445,WF-010
LEVEL_03,3,Kalidon,0x0010C7EC,0x0010CAB8,0x092467B8,0x002E14A0,.data,float32,0.300000012 / 0x3E99999A,WF-010
LEVEL_03,3,Kalidon,0x0010C7EC,0x0010CAF8,0x092467F8,0x002E14A8,.data,float32,0.214570001 / 0x3E5BB83D,WF-010
LEVEL_03,3,Kalidon,0x0010C7EC,0x0010CB60,0x09246860,0x002E14A4,.data,float32,0.5 / 0x3F000000,WF-010
LEVEL_03,3,Kalidon,0x00145EE0,0x001461E0,0x0927FEE0,0x002E7504,.data,float32,0.100000001 / 0x3DCCCCCD,WF-016
LEVEL_03,3,Kalidon,0x00158A18,0x00158B34,0x09292834,0x002EA1D0,.data,float32,0.100000001 / 0x3DCCCCCD,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00158B6C,0x0929286C,0x002EA1C8,.data,float32,0 / 0x00000000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00158B8C,0x0929288C,0x002EA1CC,.data,float32,0.0166666675 / 0x3C888889,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00158BD8,0x092928D8,0x002EA1BC,.data,float32,46.8240013 / 0x423B4BC7,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00158BE8,0x092928E8,0x002EA1C4,.data,float32,10 / 0x41200000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00158CF8,0x092929F8,0x002DE900,.data,float32,0 / 0x00000000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00159210,0x09292F10,0x002EA130,.data,float32,0.13333334 / 0x3E088889,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00159290,0x09292F90,0x002EA144,.data,float32,1.75 / 0x3FE00000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x001593D8,0x092930D8,0x002EA134,.data,float32,0.0333333351 / 0x3D088889,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x001595E4,0x092932E4,0x002EA138,.data,float32,0.13333334 / 0x3E088889,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00159610,0x09293310,0x002EA140,.data,float32,0.400000036 / 0x3ECCCCCE,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00159638,0x09293338,0x002EA17C,.data,float32,-76 / 0xC2980000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00159670,0x09293370,0x002EA184,.data,float32,-76 / 0xC2980000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015968C,0x0929338C,0x002EA188,.data,float32,-90 / 0xC2B40000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015970C,0x0929340C,0x002EA148,.data,float32,8.5 / 0x41080000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x001599C4,0x092936C4,0x002EA1A8,.data,float32,-84 / 0xC2A80000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x001599F0,0x092936F0,0x002EA14C,.data,float32,-92 / 0xC2B80000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00159DD0,0x09293AD0,0x002EA180,.data,float32,15 / 0x41700000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00159E00,0x09293B00,0x002EA13C,.data,float32,0.666666687 / 0x3F2AAAAB,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x00159F44,0x09293C44,0x002EA178,.data,float32,10 / 0x41200000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015A088,0x09293D88,0x002EA174,.data,float32,0.200000003 / 0x3E4CCCCD,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015A0C8,0x09293DC8,0x002EA168,.data,float32,0.300000012 / 0x3E99999A,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015A0D4,0x09293DD4,0x002EA164,.data,float32,0.100000001 / 0x3DCCCCCD,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015A0DC,0x09293DDC,0x002EA16C,.data,float32,1.29999995 / 0x3FA66666,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015A0E4,0x09293DE4,0x002EA170,.data,float32,-0.000899999985 / 0xBA6BEDFA,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015A348,0x09294048,0x002EA15C,.data,float32,0.0333333351 / 0x3D088889,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015A3D4,0x092940D4,0x002EA19C,.data,float32,36.9220009 / 0x4213B021,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015A72C,0x0929442C,0x002EA194,.data,float32,0.0333333351 / 0x3D088889,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015A794,0x09294494,0x002EA198,.data,float32,10.8000002 / 0x412CCCCD,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015AA14,0x09294714,0x002EA150,.data,float32,0.0100000007 / 0x3C23D70B,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015AA2C,0x0929472C,0x002EA190,.data,float32,-89 / 0xC2B20000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015AAA4,0x092947A4,0x002EA160,.data,float32,0 / 0x00000000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015AAC4,0x092947C4,0x002EA154,.data,float32,0.100000009 / 0x3DCCCCCE,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015AC68,0x09294968,0x002EA18C,.data,float32,0.233333349 / 0x3E6EEEF0,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015AD8C,0x09294A8C,0x002EA1B0,.data,float32,4 / 0x40800000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015AFCC,0x09294CCC,0x002EA1B4,.data,float32,0 / 0x00000000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015B084,0x09294D84,0x002DE910,.data,float32,0 / 0x00000000,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015B138,0x09294E38,0x002EA1B8,.data,float32,-0.300000012 / 0xBE99999A,WF-044
LEVEL_03,3,Kalidon,0x00158A18,0x0015B1B0,0x09294EB0,0x002EA1AC,.data,float32,11.5 / 0x41380000,WF-044
LEVEL_03,3,Kalidon,0x0016AE04,0x0016AF24,0x092A4C24,0x002EBD40,.data,float32,1.25 / 0x3FA00000,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016AF98,0x092A4C98,0x002EBCC0,.data,float32,0.200000003 / 0x3E4CCCCD,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016B0C4,0x092A4DC4,0x002DE8E0,.data,float32,0 / 0x00000000,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016B2A8,0x092A4FA8,0x002EBCD4,.data,float32,1 / 0x3F800000,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016B3EC,0x092A50EC,0x002EBCE0,.data,float32,16 / 0x41800000,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016B444,0x092A5144,0x002EBCD8,.data,float32,0.00499999989 / 0x3BA3D70A,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016B5AC,0x092A52AC,0x002EBCE4,.data,float32,1.66666675 / 0x3FD55556,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016B690,0x092A5390,0x002EBCF0,.data,float32,0 / 0x00000000,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016B698,0x092A5398,0x002EBCEC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016B6EC,0x092A53EC,0x002EBCE8,.data,float32,0.400000006 / 0x3ECCCCCD,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016BA18,0x092A5718,0x002EBD44,.data,float32,2.25 / 0x40100000,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016BB10,0x092A5810,0x002DE900,.data,float32,0 / 0x00000000,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016BE04,0x092A5B04,0x002EBCF4,.data,float32,2 / 0x40000000,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016C0F4,0x092A5DF4,0x002EBCF8,.data,float32,20 / 0x41A00000,WF-058
LEVEL_03,3,Kalidon,0x0016AE04,0x0016C29C,0x092A5F9C,0x002EBCFC,.data,float32,29 / 0x41E80000,WF-058
LEVEL_03,3,Kalidon,0x00173808,0x00173C54,0x092AD954,0x002EC66C,.data,float32,20 / 0x41A00000,WF-006
LEVEL_03,3,Kalidon,0x00185B3C,0x00185C88,0x092BF988,0x002DE8D4,.data,float32,0 / 0x00000000,WF-024
LEVEL_03,3,Kalidon,0x00185B3C,0x00185E14,0x092BFB14,0x002EDED0,.data,float32,0.0888888985 / 0x3DB60B62,WF-024
LEVEL_03,3,Kalidon,0x00185B3C,0x00185E2C,0x092BFB2C,0x002EDED4,.data,float32,0.0666666701 / 0x3D888889,WF-024
LEVEL_03,3,Kalidon,0x001A19D0,0x001A1AE8,0x092DB7E8,0x002EFAF0,.data,message_or_literal,333?b,WF-012
LEVEL_03,3,Kalidon,0x001A19D0,0x001A1AE8,0x092DB7E8,0x002EFAF0,.data,float32,0.0111111123 / 0x3C360B62,WF-012
LEVEL_04,4,Metalis,0x00010984,0x00010B4C,0x0914A84C,0x002DD128,.data,float32,0 / 0x00000000,WF-015
LEVEL_04,4,Metalis,0x00028A10,0x00028A4C,0x0916274C,0x002C293C,.data,float32,0.0333333351 / 0x3D088889,WF-014
LEVEL_04,4,Metalis,0x00028A10,0x00028A80,0x09162780,0x002C2934,.data,float32,0.150000006 / 0x3E19999A,WF-014
LEVEL_04,4,Metalis,0x00028A10,0x00028A94,0x09162794,0x002C2938,.data,float32,1 / 0x3F800000,WF-014
LEVEL_04,4,Metalis,0x0002DA40,0x0002DA6C,0x0916776C,0x002C2E14,.data,float32,0.100000001 / 0x3DCCCCCD,WF-023
LEVEL_04,4,Metalis,0x0002DA40,0x0002DA9C,0x0916779C,0x002C2E08,.data,float32,0.0500000007 / 0x3D4CCCCD,WF-023
LEVEL_04,4,Metalis,0x0002DA40,0x0002DAE0,0x091677E0,0x002C2E18,.data,float32,-0.195999995 / 0xBE48B439,WF-023
LEVEL_04,4,Metalis,0x0002DA40,0x0002DB84,0x09167884,0x002DD128,.data,float32,0 / 0x00000000,WF-023
LEVEL_04,4,Metalis,0x0002DA40,0x0002DC24,0x09167924,0x002C2E1C,.data,float32,0.330000013 / 0x3EA8F5C3,WF-023
LEVEL_04,4,Metalis,0x0004BAE8,0x0004BD14,0x09185A14,0x002C37D0,.data,float32,0.100000001 / 0x3DCCCCCD,WF-001
LEVEL_04,4,Metalis,0x0004BAE8,0x0004BEA0,0x09185BA0,0x002C37D4,.data,float32,1.5 / 0x3FC00000,WF-001
LEVEL_04,4,Metalis,0x0004BAE8,0x0004C074,0x09185D74,0x002C2FA0,.data,float32,0.0799999982 / 0x3DA3D70A,WF-001
LEVEL_04,4,Metalis,0x0004BAE8,0x0004C178,0x09185E78,0x002C37A0,.data,float32,-0.00300000003 / 0xBB449BA6,WF-001
LEVEL_04,4,Metalis,0x0004F600,0x0004F708,0x09189408,0x002C383C,.data,float32,30.000597 / 0x41F00139,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004F84C,0x0918954C,0x002C37FC,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004F854,0x09189554,0x002C3800,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004F864,0x09189564,0x002C3804,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004F8A8,0x091895A8,0x002C3808,.data,float32,0.100000001 / 0x3DCCCCCD,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004F8B0,0x091895B0,0x002C380C,.data,float32,0.200000003 / 0x3E4CCCCD,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004F8C4,0x091895C4,0x002C3810,.data,float32,0.400000006 / 0x3ECCCCCD,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004FB58,0x09189858,0x002C3814,.data,float32,0.0500000007 / 0x3D4CCCCD,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004FD1C,0x09189A1C,0x002C38D4,.data,float32,0 / 0x00000000,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004FFBC,0x09189CBC,0x002C3830,.data,float32,1 / 0x3F800000,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x0004FFE4,0x09189CE4,0x002C3890,.data,float32,0 / 0x00000000,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x00050414,0x0918A114,0x002C38BC,.data,float32,0.800000012 / 0x3F4CCCCD,WF-003
LEVEL_04,4,Metalis,0x0004F600,0x000504E4,0x0918A1E4,0x002C3894,.data,float32,0.75 / 0x3F400000,WF-003
LEVEL_04,4,Metalis,0x00057A0C,0x00057A14,0x09191714,0x002C3C30,.data,float32,0.400000006 / 0x3ECCCCCD,WF-004
LEVEL_04,4,Metalis,0x00057A0C,0x00057A1C,0x0919171C,0x002C3C34,.data,float32,0.300000012 / 0x3E99999A,WF-004
LEVEL_04,4,Metalis,0x00057A0C,0x00057A28,0x09191728,0x002C3C38,.data,float32,0.100000001 / 0x3DCCCCCD,WF-004
LEVEL_04,4,Metalis,0x000A5D40,0x000A5D9C,0x091DFA9C,0x002CF388,.data,float32,0.00999999978 / 0x3C23D70A,WF-028
LEVEL_04,4,Metalis,0x000A5D40,0x000A5DB8,0x091DFAB8,0x002CF38C,.data,float32,0.200000003 / 0x3E4CCCCD,WF-028
LEVEL_04,4,Metalis,0x001126E4,0x0011273C,0x0924C43C,0x002DFE4C,.data,float32,0.200000003 / 0x3E4CCCCD,WF-008
LEVEL_04,4,Metalis,0x001126E4,0x00112828,0x0924C528,0x002DD128,.data,float32,0 / 0x00000000,WF-008
LEVEL_04,4,Metalis,0x00112900,0x001129BC,0x0924C6BC,0x002DFE4C,.data,float32,0.200000003 / 0x3E4CCCCD,WF-009
LEVEL_04,4,Metalis,0x00112900,0x00112AB4,0x0924C7B4,0x002DD128,.data,float32,0 / 0x00000000,WF-009
LEVEL_04,4,Metalis,0x00112900,0x00112B94,0x0924C894,0x002DFCF8,.data,float32,60 / 0x42700000,WF-009
LEVEL_04,4,Metalis,0x00112BC8,0x00112C20,0x0924C920,0x002DFCE0,.data,message_or_literal,>EDD?,WF-007
LEVEL_04,4,Metalis,0x00112BC8,0x00112C04,0x0924C904,0x002DFE40,.data,float32,0.0199999996 / 0x3CA3D70A,WF-007
LEVEL_04,4,Metalis,0x00112BC8,0x00112C20,0x0924C920,0x002DFCE0,.data,float32,0.76666671 / 0x3F444445,WF-007
LEVEL_04,4,Metalis,0x00112BC8,0x00112C90,0x0924C990,0x002DFE4C,.data,float32,0.200000003 / 0x3E4CCCCD,WF-007
LEVEL_04,4,Metalis,0x00112BC8,0x00112D7C,0x0924CA7C,0x002DD128,.data,float32,0 / 0x00000000,WF-007
LEVEL_04,4,Metalis,0x00112BC8,0x00112DE8,0x0924CAE8,0x002DFCF0,.data,float32,0.214570001 / 0x3E5BB83D,WF-007
LEVEL_04,4,Metalis,0x00112BC8,0x00112E3C,0x0924CB3C,0x002DFCEC,.data,float32,0.5 / 0x3F000000,WF-007
LEVEL_04,4,Metalis,0x00115594,0x00115690,0x0924F390,0x002DFCE0,.data,message_or_literal,>EDD?,WF-010
LEVEL_04,4,Metalis,0x00115594,0x0011576C,0x0924F46C,0x002DFCE0,.data,message_or_literal,>EDD?,WF-010
LEVEL_04,4,Metalis,0x00115594,0x00115668,0x0924F368,0x002DFCE4,.data,float32,3 / 0x40400000,WF-010
LEVEL_04,4,Metalis,0x00115594,0x00115680,0x0924F380,0x002DFE40,.data,float32,0.0199999996 / 0x3CA3D70A,WF-010
LEVEL_04,4,Metalis,0x00115594,0x00115690,0x0924F390,0x002DFCE0,.data,float32,0.76666671 / 0x3F444445,WF-010
LEVEL_04,4,Metalis,0x00115594,0x00115860,0x0924F560,0x002DFCE8,.data,float32,0.300000012 / 0x3E99999A,WF-010
LEVEL_04,4,Metalis,0x00115594,0x001158A0,0x0924F5A0,0x002DFCF0,.data,float32,0.214570001 / 0x3E5BB83D,WF-010
LEVEL_04,4,Metalis,0x00115594,0x00115908,0x0924F608,0x002DFCEC,.data,float32,0.5 / 0x3F000000,WF-010
LEVEL_04,4,Metalis,0x001294D4,0x001295F4,0x092632F4,0x002E1BA0,.data,float32,0.200000003 / 0x3E4CCCCD,WF-026
LEVEL_04,4,Metalis,0x001294D4,0x0012963C,0x0926333C,0x002E1BA8,.data,float32,0.150000006 / 0x3E19999A,WF-026
LEVEL_04,4,Metalis,0x001294D4,0x001296E0,0x092633E0,0x002DD128,.data,float32,0 / 0x00000000,WF-026
LEVEL_04,4,Metalis,0x001294D4,0x00129820,0x09263520,0x002E1BA4,.data,float32,0.300000012 / 0x3E99999A,WF-026
LEVEL_04,4,Metalis,0x001298BC,0x001299DC,0x092636DC,0x002E1BA0,.data,float32,0.200000003 / 0x3E4CCCCD,WF-025
LEVEL_04,4,Metalis,0x001298BC,0x00129A38,0x09263738,0x002E1BA8,.data,float32,0.150000006 / 0x3E19999A,WF-025
LEVEL_04,4,Metalis,0x0016871C,0x00168B68,0x092A2868,0x002E87EC,.data,float32,20 / 0x41A00000,WF-006
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C0F4,0x092C5DF4,0x002EB92B,.data,symbolic_name,TMRobotHeadB_Update,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C0F8,0x092C5DF8,0x001DC348,.rodata,source_path,c:/Hig/Projects/Rcp1/Code/MOBYS/TMRobotHeadB/TMRobotHeadB.cpp,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C110,0x092C5E10,0x001DC480,.rodata,message_or_literal,"%s has state TMHEADB_INIT_ENTER, but no enter path given. Destroying moby.",WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C1EC,0x092C5EEC,0x002EB92B,.data,symbolic_name,TMRobotHeadB_Update,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C1F0,0x092C5EF0,0x001DC348,.rodata,source_path,c:/Hig/Projects/Rcp1/Code/MOBYS/TMRobotHeadB/TMRobotHeadB.cpp,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C208,0x092C5F08,0x001DC4CC,.rodata,message_or_literal,"%s has state TMHEADB_INIT_ENTER_3D, but no enter path given. Destroying moby.",WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C418,0x092C6118,0x002EB92B,.data,symbolic_name,TMRobotHeadB_Update,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C41C,0x092C611C,0x001DC348,.rodata,source_path,c:/Hig/Projects/Rcp1/Code/MOBYS/TMRobotHeadB/TMRobotHeadB.cpp,WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C434,0x092C6134,0x001DC570,.rodata,message_or_literal,"%s has state TMHEADB_INIT_ENTER_TORSO, but no targetTorso given. Destroying moby.",WF-030
LEVEL_04,4,Metalis,0x0018BFE8,0x0018C46C,0x092C616C,0x002EB92B,.data,symbolic_name,TMRobotHeadB_Update,WF-030
