owner_signature_sha256,module_key,module_index,level,owner_rva,owner_runtime,function_end_rva_estimate,function_size_bytes_estimate,boundary_evidence,owner_assignment_status,full_normalized_sha256,wrapper_call_count,incoming_direct_calls,instruction_count,direct_call_count,fp_arithmetic_count,fp_compare_count,fp_memory_count,branch_count,backward_branch_count,return_site_count,exact_object_descriptors,object_ancestors_depth_le_3,symbolic_names,source_paths,same_function_patch_count,same_function_patch_layers,same_function_patch_mechanics,referenced_float32,embedded_float_high_halves,direct_internal_callees,direct_imports,family_id
8a86ad12960405935ae334206b60801183e4e8e77418955f63d6f096a15c82de,LEVEL_07,7,Challax,0x0010D248,0x09246F48,0x0010D464,540,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,b0f621e501fd3203f95868fc62daf2e9d372d41173ea2b415febeeb6e1e70d01,2,1,135,7,33,3,38,7,0,1,,AgentOfDoom@2,,,0,,,0.200000003@0x002DCA84; 0@0x002D9D78,2.38e-07; 1,0x0000E35C; 0x0010C5B0; 0x0010EB24; 0x001100F8; 0x001B65AC,,WF-008
968668ccd5198515cf25c2815fcfb186538f5bdd3b910ae8321fe3dde32303e0,LEVEL_07,7,Challax,0x0010D464,0x09247164,0x0010D72C,712,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,a006da2b08c07e4c098a3602bca28eb61367bdae9690f8b73b0c0f1f3431dd8f,2,1,178,7,38,4,44,14,0,1,,AgentOfDoom@2,,,0,,,0.200000003@0x002DCA84; 0@0x002D9D78; 60@0x002DC930,2.38e-07; 1,0x0000E35C; 0x0010E090; 0x0010EB24; 0x001100F8; 0x001B65AC,,WF-009
b07e66b93323e492431512dbd5e2654d2c18c232cad02595682cefe1704d88b8,LEVEL_07,7,Challax,0x0010D72C,0x0924742C,0x0010DA44,792,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,3bc0468732edd83226e6fc34d1ed2b502c87ccde1f864b6a04ed639f35e561e6,3,1,198,7,54,2,76,5,0,1,,AgentOfDoom@2,,,0,,,0.0199999996@0x002DCA78; 0.76666671@0x002DC918; 0.200000003@0x002DCA84; 0@0x002D9D78; 0.214570001@0x002DC928; 0.5@0x002DC924,2.38e-07; 1,0x0000E35C; 0x0001A044; 0x0010E090; 0x0010EB24; 0x001B65AC,,WF-007
b17654bd924dce7abe0f266c545c41586d38f478330125bbd1dd2d5edeb62a1b,LEVEL_07,7,Challax,0x001100F8,0x09249DF8,0x00110698,1440,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,faf55e94f4c82e84171361bdde35bc3dfcc50233326dbb2a4ba50c8cb5fdedb2,2,2,360,13,58,10,87,18,0,3,,AgentOfDoom@3,,,0,,,3@0x002DC91C; 0.0199999996@0x002DCA78; 0.76666671@0x002DC918; 0.300000012@0x002DC920; 0.214570001@0x002DC928; 0.5@0x002DC924,0.099609375; 0.149414062; 1; 2; 3.140625; 8,0x0000E35C; 0x00011050; 0x000199B0; 0x0001A044; 0x0006EC74; 0x0008C26C; 0x0010DB28; 0x001B55CC; 0x001B56F4; 0x001BDB88,,WF-010
29b75da10856def5ee975f63890eeac707d56562cf40b4416bd804588547d6dc,LEVEL_07,7,Challax,0x001302C0,0x09269FC0,0x00130B1C,2140,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,007a9f784e91d8376fe711e09bd0050fed8e9e887893062fe9591da4c1be23f3,1,1,535,18,137,15,79,54,0,1,,DropshipC@1,,,0,,,0.333333343@0x002E018C; 0.200000003@0x002B9FE8; 0@0x002D9D78; 0.75@0x002E01D0,2.38e-07; 9.9659e-05; 0.033203125; 0.5; 0.75; 0.99609375; 1; -2; 3; 8,0x0000E35C; 0x0006EC74; 0x0008C26C; 0x0012D750; 0x0012DF78; 0x0012E2C4; 0x0012E2F8; 0x0012E3DC; 0x0012E48C; 0x0012E4D8; 0x0012E918; 0x001C5C24,,WF-045
0545985b21e1f620c1938196351aed7a3c1a3a219a57d83a6413541f8e0a3caf,LEVEL_07,7,Challax,0x00130B1C,0x0926A81C,0x001311E8,1740,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,7cc77210f12518f98995ff7d3e7d6794997c90c7c48057b4a01093115dbb33fe,1,1,435,12,129,14,73,33,0,1,,DropshipC@1,,,0,,,0.333333343@0x002E018C; 0.200000003@0x002B9FE8; 0@0x002D9D78; 0.75@0x002E01D0,2.38e-07; 9.9659e-05; 0.033203125; 0.5; 0.99609375; 1; -2; 3; 8,0x0000E35C; 0x0006EC74; 0x0008C26C; 0x0012DF78; 0x0012E2C4; 0x0012E2F8; 0x0012E3DC; 0x0012E48C; 0x0012E4D8; 0x0012E918; 0x001C5C24,,WF-042
47a07056845b319021baf2d27ae7077582d0e12aab04b91820f7051b3573b54f,LEVEL_07,7,Challax,0x001311E8,0x0926AEE8,0x0013215C,3956,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,b0987d24514fc8ed4de1cfbe8a10b2deaebb6532831c0dee4bd6113fb228cf55,2,1,989,33,240,30,204,86,7,1,,DropshipC@1,,,0,,,1000@0x002E0190; 0@0x002D9D78; 0.333333343@0x002E018C; 0.200000003@0x002B9FE8; 0@0x002E01E4; 1@0x002E01FC; 2.5@0x002E0208; 26@0x002E01E8; 0.25@0x002E0200; 0.75@0x002E01D0; 0.100000001@0x002E0204; 0.0166666675@0x002E0214; 15@0x002E020C; 25.6720009@0x002E0210,2.38e-07; 9.9659e-05; 0.019897461; 0.033203125; 0.19921875; 0.5; 0.99609375; 1; 1.5; -2; 2; 3; 5; 8; 1000,0x0000E35C; 0x0000E4F4; 0x00014A58; 0x00014B54; 0x000221A0; 0x00066A10; 0x0006EC74; 0x0008C26C; 0x000A4274; 0x0012DC30; 0x0012DF78; 0x0012E2C4; 0x0012E530; 0x0012E670; 0x0012E6A4; 0x0012EE94; 0x00133E2C; MOBY_DestroyMoby,,WF-039
0645f7b05606ef3a65fb05c30cb28b136525070194503caf482f455e63e6112b,LEVEL_07,7,Challax,0x0014F3C8,0x092890C8,0x0014FC0C,2116,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,187281fb53184cdc76abfd31a66027291ac1e98f895f47d745589c17210fade8,2,0,529,15,48,7,83,46,2,1,HutDoor,HutDoor@0,,,0,,,0.100000001@0x002E2B5C,9.954e-06; 8,0x0000E35C; 0x00017440; 0x0006DEF8; 0x0006EC74; 0x000735F0; 0x0008C1BC; 0x0008C30C,,WF-016
676360ba37e8ae2da7c3a64676d1caab0c2d7184f881c4078e1dd5e576bb1f07,LEVEL_07,7,Challax,0x0015DAE8,0x092977E8,0x0015E730,3144,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,5ccf869c181b34cb8c8d0eea1db97547a14e1246b8672af4c00855b7fd272f05,1,0,786,24,120,5,155,59,6,2,Lvl07EleGlass,Lvl07EleGlass@0,,,0,,,0.5@0x002E4E94; -1@0x002E4EAC; 2@0x002E4EB8; 2@0x002E4EBC; -1.29999995@0x002E4E98; 2@0x002E4EA4; 4.69999981@0x002E4EA8; 0.0500000007@0x002E4EC0; 0.100000001@0x002E4EC4; 0@0x002E4EDC; 0.200000003@0x002E4ED4; 0@0x002E4ED8; 1@0x002E4EC8; 0.00300000003@0x002E4E90; 90.0017929@0x002E4ECC; 15.0002985@0x002E4ED0,0.033203125; 0.5; 1; 8,0x0000E35C; 0x0006DEF8; 0x0006EC74; 0x0008C26C; 0x0008C4E0; 0x000CB4DC; 0x000E98C4; 0x000F6DC8; 0x000F76D8; 0x000FA718; 0x0015DA60; 0x001BDB88; MOBY_DestroyMoby,,WF-052
52b17118958fe65bcd4a650bf54b20448b1b6fb3b00f902fa42465222b9ed269,LEVEL_07,7,Challax,0x00160EB4,0x0929ABB4,0x00161358,1188,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,e4bedf70ec339659693c1c4c97c287d944645f406ef66d917dae393cecbf6d0a,1,0,297,12,15,5,29,24,3,2,Lvl07Platform,Lvl07Platform@0,,,0,,,0.200000003@0x002E551C; 12@0x002E54A0; 52@0x002E54A4,9.954e-06; 1; 2; 8,0x0000E35C; 0x00031D6C; 0x0006EC74; 0x000735F0; 0x0008C1BC; 0x0008C30C; 0x0013BB40; MOBY_DestroyMoby,,WF-049
cda1f243ed3cc3baced794eea6410c47c7b121cbcf47c828c979d88435d7b6b7,LEVEL_07,7,Challax,0x0016FC30,0x092A9930,0x00170090,1120,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,a162c180b97766c8e013c1cc4762de9583fee09029f080cc935289c33e2e9a99,1,1,280,10,54,4,110,10,0,2,,Polarizer@1,,,0,,,20@0x002E6E64,2.38e-07; 0.099609375; 1,0x0000E35C; 0x0001A044; 0x000F6DC8; 0x000FA718; 0x0016EEBC; 0x0016F0D8; 0x001B65AC,,WF-006
3b907cd5cc656038144a6afcdafb360ea2f974f6c0162e3889eeb8e4aa74e891,LEVEL_07,7,Challax,0x00192ECC,0x092CCBCC,0x0019355C,1680,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,0f99911a5c033f2b70058ecdbc7dea582a6d278ee9ba83d31cb092c0785ab2b2,2,0,420,20,22,12,52,55,0,1,TriggeredDoor,TriggeredDoor@0,,,0,,,,8,0x000025E8; 0x0000E35C; 0x00022A98; 0x00022B0C; 0x00022B40; 0x0006DEF8; 0x0006EC74; 0x000735F0; 0x0008C26C; 0x0014D504; 0x00192B80; 0x00192DAC; MOBY_DestroyMoby,,WF-019
4f3d3c79217e7c044187dd74de1846b5567bcf0b2fc562ada0faa98f6b3aac18,LEVEL_07,7,Challax,0x0019B740,0x092D5440,0x0019B94C,524,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,15e3b3f74ee4e882fe744fb31ab81a740ea05f4f014255975c6da960df284c68,1,2,131,6,5,0,16,15,0,1,,MutantCow@2; MutantMadCow@2; AgentOfDoom@3,,,0,,,0.0111111123@0x002EA520,,0x0000E35C; 0x000F7414; 0x0019B9E0; 0x0019BC28; 0x0019C2B8; 0x0019CADC,,WF-012
ef8ce773c105cac024df4f5419052a7e0f7839ec6fc98bfb101f0c2adf2ff27d,LEVEL_07,7,Challax,0x0019BE94,0x092D5B94,0x0019C080,492,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,d7a1cb82119982cad7ad12afce039da3c738f35b40843bca7313974d08ef3619,2,2,123,4,46,2,31,3,0,1,,AgentOfDoom@3,,,0,,,,2.38e-07; 1,0x0000E35C; 0x000F7414; 0x001B65AC,,WF-011
0de1954f42fe210579d79a0be5f187d13dfc24a29256ecfea2cd306b3a6c1546,LEVEL_08,8,Dayni Moon,0x0000E550,0x09148250,0x0000E5E0,144,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,b15c21ba77af087041f54499d4f786ae964384dc62d8535ce630d7b882836992,3,7,36,3,0,0,12,0,0,1,,HeavyTorso01@2; RatchetShipAnimation@2; ExplosiveBee@3,,,0,,,,,0x0000E3B8,,WF-005
82989a6c4eecfb1fd80f59b58fa5d389533ed73d0be2863bb998cf157d578327,LEVEL_08,8,Dayni Moon,0x0000E5E0,0x091482E0,0x0000E654,116,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,fa568b0f45cbf737d1d8d93cf1ca9f0a6b3a7cd72e3d26ac80587f0a5757f1e9,2,2,29,2,0,0,8,0,0,1,,HappyRamVehicle@3,,,0,,,,,0x0000E3B8,,WF-018
79a53dd581d4d0841d3dba3fd01f10e49941c5aef283405a13b839bf117a9831,LEVEL_08,8,Dayni Moon,0x0000E838,0x09148538,0x0000E934,252,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,c433fb62553f43aa247249c01d88a1e4be80155cfc662ad06fe48aeb43c27d78,2,12,63,3,12,1,21,2,0,1,,FarmerBot@1; HappyRam@1; MonsterRam@1; VehicleMissile@1; ClankBotFlingerVehicle@2; EnemyBotFlingerVehicle@2; LunaCutscene@2; Sprout@2; HappyRamVehicle@3; HeavyTorso01@3,,,0,,,,2.38e-07; 1,0x0000E3B8; 0x001E428C,,WF-013
752e0b48a9ee282ed55f66baedc8db0a8c289b5a6e9ca07a6da112cd10c178ec,LEVEL_08,8,Dayni Moon,0x0000E934,0x09148634,0x0000EACC,408,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,72fbac12fb1d524883782ca430c6d1f8439ed1e5091a9b6a56deb597892c771a,2,1,102,4,23,3,29,6,0,1,,Sprout@2,,,0,,,-0.699999988@0x002E8ED8; 0.251327425@0x002E8EDC,2.38e-07; 0.00994873; 1,0x0000E3B8; 0x00100E6C; 0x001E428C,,WF-020
80d909ccea185b2b92de4eaeda906b378de28efe8a0015d6d7c6ef3382388145,LEVEL_08,8,Dayni Moon,0x00011138,0x0914AE38,0x0001146C,820,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,010d5801cca080c4a5c039647d3f406a79ee8cecc1764cdcbfca9c50d52fd1f7,1,3,205,4,58,4,61,7,0,1,,RatchetShipAnimation@2,,,0,,,0@0x00309060,2.38e-07; 9.9659e-05; 1,0x0000E3B8; 0x0000E550; 0x0000F8B8; 0x00100EBC,,WF-015
04dfbfd0e8658f0836f0e5363b70ea615481b1beeaceecab7571875f452a1101,LEVEL_08,8,Dayni Moon,0x0002932C,0x0916302C,0x0002948C,352,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,0f8c862140d79a4a7fef2461086ce14efeed3a144923beadddf29e62ef6960ba,3,2,88,4,17,4,23,6,0,1,,FarmerBot@2; HappyRam@2; HeavyTorso01@2; MonsterRam@2,,,0,,,0.0333333351@0x002EE754; 0.150000006@0x002EE74C; 1@0x002EE750,,0x0000E3B8; 0x001F3904,,WF-014
35d0f36a26b74dad46db02b1ada278665ea20e7bd849ac85d72c8646adb2672f,LEVEL_08,8,Dayni Moon,0x00029A44,0x09163744,0x00029ABC,120,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,67c60a2e3ff30459eca539ebe18d3388c8927545059fb8060562c143708d3c59,1,2,30,2,0,0,5,0,0,1,,MonsterRam@2; HappyRam@3,,,0,,,,,0x0000E3B8; 0x00029ABC,,WF-021
99ba6f21bd2768eaf20675803240b2d25011eaf50751c8660e6d6c0e7df0b24e,LEVEL_08,8,Dayni Moon,0x0002BBB4,0x091658B4,0x0002C07C,1224,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,350fe5cf581a42392a0e60a20cac15d02da2486e41c4f74400da1b5580420c00,3,4,306,14,54,8,93,20,0,1,,Sprout@1,,,0,,,0.0333333351@0x002EE79C; 1@0x002EE7A0; 0.400000006@0x002EE794,9.954e-06; 1,0x0000E3B8; 0x0000E838; 0x0000EF84; 0x0002B5D8; 0x0002B928; 0x001E428C; 0x001F3904; NavUtil_AvoidTriggers,,WF-017
f8ea386972e1b50a30daf2f7db5ba41bb74d52f776f669f8474fee809046ab70,LEVEL_08,8,Dayni Moon,0x0002CC70,0x09166970,0x0002D290,1568,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,7b7065aa8d59a5e664b826c3b8f0723006825873e1f39ffcd2beb90b561f2ba8,1,3,392,14,53,6,99,33,0,1,,Sprout@1,,,0,,,0.400000006@0x002EE7BC,9.954e-06; -9.9659e-05; 9.9659e-05; 1,0x0000E3B8; 0x0000E934; 0x0000F130; 0x0002C754; 0x0002C7CC; 0x0002C8F8; 0x0002D290; 0x001E428C; NavUtil_AvoidTriggers,,WF-022
115f00033622306dcf867e183c9f6642f2f63811e567592db1eae411468321d7,LEVEL_08,8,Dayni Moon,0x0002E998,0x09168698,0x0002EA14,124,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,69f79be3ab26f180fa729a66389a64a937f1e6a07631477a6369b33b656ef929,1,2,31,3,2,0,5,0,0,1,,ClankBotFlingerVehicle@2; ClankElectroTorso@2; ClankRamTorso@2; ClankSawTorso@2; ClankSpikeTorso@2; EnemyBotFlingerVehicle@2; EnemyElectroTorso@2; EnemyRamTorso@2; EnemySawTorso@2; FarmerVehicle@2; HappyRamVehicle@2; SmasherBot@2,,,0,,,,,0x0000E3B8; 0x00100D7C; 0x00104A24,,WF-029
fb5992a0070a91b0201d54bc93235211348c068f2727e605352e5b4579aeafc4,LEVEL_08,8,Dayni Moon,0x00030ABC,0x0916A7BC,0x00030DEC,816,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,b7a257376fd3de94d65909d4e379b426f5aa293c4a7953a7298f702a4a34ce05,2,1,204,6,50,5,75,11,0,1,,Microbot@2,,,0,,,0.100000001@0x002EEC3C; 0.0500000007@0x002EEC30; -0.195999995@0x002EEC40; 0@0x00309060; 0.330000013@0x002EEC44,2.38e-07; 0.019897461; 1,0x0000E3B8; 0x00100D54; 0x00104A24,,WF-023
24a2ff0a1557a72e167a4c96b6f9c801d44d4cba5af921ba5669a4084a8edf49,LEVEL_08,8,Dayni Moon,0x0004EFB8,0x09188CB8,0x0004F350,920,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,5f8e71e3b828c450c1290be991bf4e8f9861675cc18d71918c8541237a5d8da5,1,10,230,6,70,8,80,13,0,1,,,,,0,,,,2.38e-07; 9.9659e-05; 0.000999451; 0.016967773; 0.099609375; 0.298828125; 1; 1.5703125; 3.109375,0x0000E3B8; 0x0000E438; 0x00100768; 0x00101BD0; 0x001E33BC,,WF-002
2f3e3c8d94815007925ad67e5ba4c86300ecf57cf262105869a43d99ee6ad1fb,LEVEL_08,8,Dayni Moon,0x0004F350,0x09189050,0x0004FD2C,2524,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,2e613bd354caaddaedd25cfa26060bf36515a4d5489ddea1fee3b574a0bab353,3,1,631,52,96,14,122,53,2,1,,,,,0,,,0.100000001@0x002EF5F8; 1.5@0x002EF5FC; 0.0799999982@0x002EEDC8; -0.00300000003@0x002EF5C8,2.38e-07; 0.033203125; 0.125; 0.149414062; 0.19921875; 0.33203125; 0.3984375; 0.5; 0.6640625; 0.83203125; 1; 1.5,0x0000E3B8; 0x00037C58; 0x0003AEE0; 0x0003AF30; 0x00046FBC; 0x0004DE78; 0x0004E1C4; 0x0004E2F0; 0x0004E724; 0x0004E814; 0x0004E9B0; 0x0004E9F0; 0x0004EA50; 0x0004EFB8; 0x00061014; 0x00061198; 0x000611E4; 0x00061670; 0x00072238; 0x0007270C; 0x0007DE30; 0x00161ED4; MOBY_SnapMobyAnim,,WF-001
a0c9f2348b17b34ae20cd986946e9986592765755ff8bc44e8d82a6df56c3b27,LEVEL_08,8,Dayni Moon,0x000532F0,0x0918CFF0,0x000543A4,4276,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,48e46b3e9d50ce35b3533d2dc50861e1380ee0357bb998ea1783b05aa5bc21ac,1,1,1069,71,126,19,345,58,0,1,,,,,0,,,30.000597@0x002EF664; 0.200000003@0x002EF624; 0.400000006@0x002EF628; 0.800000012@0x002EF62C; 0.100000001@0x002EF630; 0.200000003@0x002EF634; 0.400000006@0x002EF638; 0.0500000007@0x002EF63C; 0@0x002EF6FC; 1@0x002EF658; 0@0x002EF6B8; 0.800000012@0x002EF6E4; 0.75@0x002EF6BC,2.38e-07; 0.00994873; 0.015625; 0.25; 0.3984375; 0.5; -1; 1,0x0000E2EC; 0x0000E350; 0x0000E3B8; 0x00035C48; 0x00038854; 0x00039728; 0x00039754; 0x0003AEE0; 0x0003AF30; 0x0003AFAC; 0x0004699C; 0x0004739C; 0x0004FD2C; 0x00050040; 0x00050FDC; 0x00051948; 0x00051B68; 0x00051D38; 0x00051F24; 0x00072238; 0x00072260; 0x00102BD0; 0x00159208; 0x00159290; 0x0015A6AC; 0x0015A6E4; 0x0018F63C; 0x001E33BC; MOBY_BlendMobyAnim; ht_grindlock_switches,,WF-003
a50a4422a2a0366826d4c2c0aae73049d3e6d44c93e876dda92de2c52118f000,LEVEL_08,8,Dayni Moon,0x0005B6E0,0x091953E0,0x0005B7DC,252,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,73382ebdcb0540f5efafe7f168a7aa6170ab0eaccb0f545a6a1caae7aa37d4bc,1,1,63,7,2,0,7,3,0,1,,,,,0,,,0.400000006@0x002EFA58; 0.300000012@0x002EFA5C; 0.100000001@0x002EFA60,1.5,0x0000E3B8; 0x00038D00; 0x0004E374; 0x0005B200; 0x0005B98C; 0x0005BD9C; 0x000AEECC,,WF-004
0ec0cef6f2f6ad0d0161843c3498fd6f948cf213a73f2e1085d897ff4317e3ab,LEVEL_08,8,Dayni Moon,0x000AAF58,0x091E4C58,0x000AB030,216,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,0278d32f4495a5056d6cdbf6395c2550b789077cd0b0ccc6363178ad2d388d72,2,8,54,3,9,0,8,2,0,1,,ClankElectroTorso@1; ClankRamTorso@1; ClankSawTorso@1; ClankSpikeTorso@1,,,0,,,0.00999999978@0x002FB228; 0.200000003@0x002FB22C,1,0x0000E3B8; 0x000AAF48,,WF-028
8a86ad12960405935ae334206b60801183e4e8e77418955f63d6f096a15c82de,LEVEL_08,8,Dayni Moon,0x00117650,0x09251350,0x0011786C,540,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,b0f621e501fd3203f95868fc62daf2e9d372d41173ea2b415febeeb6e1e70d01,2,1,135,7,33,3,38,7,0,1,,AgentOfDoom@2,,,0,,,0.200000003@0x0030BEFC; 0@0x00309060,2.38e-07; 1,0x0000E3B8; 0x001169B8; 0x00118F2C; 0x0011A500; 0x001E428C,,WF-008
968668ccd5198515cf25c2815fcfb186538f5bdd3b910ae8321fe3dde32303e0,LEVEL_08,8,Dayni Moon,0x0011786C,0x0925156C,0x00117B34,712,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,a006da2b08c07e4c098a3602bca28eb61367bdae9690f8b73b0c0f1f3431dd8f,2,1,178,7,38,4,44,14,0,1,,AgentOfDoom@2,,,0,,,0.200000003@0x0030BEFC; 0@0x00309060; 60@0x0030BDA8,2.38e-07; 1,0x0000E3B8; 0x00118498; 0x00118F2C; 0x0011A500; 0x001E428C,,WF-009
b07e66b93323e492431512dbd5e2654d2c18c232cad02595682cefe1704d88b8,LEVEL_08,8,Dayni Moon,0x00117B34,0x09251834,0x00117E4C,792,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,3bc0468732edd83226e6fc34d1ed2b502c87ccde1f864b6a04ed639f35e561e6,3,1,198,7,54,2,76,5,0,1,,AgentOfDoom@2,,,0,,,0.0199999996@0x0030BEF0; 0.76666671@0x0030BD90; 0.200000003@0x0030BEFC; 0@0x00309060; 0.214570001@0x0030BDA0; 0.5@0x0030BD9C,2.38e-07; 1,0x0000E3B8; 0x0001A4C0; 0x00118498; 0x00118F2C; 0x001E428C,,WF-007
b17654bd924dce7abe0f266c545c41586d38f478330125bbd1dd2d5edeb62a1b,LEVEL_08,8,Dayni Moon,0x0011A500,0x09254200,0x0011AAA0,1440,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,faf55e94f4c82e84171361bdde35bc3dfcc50233326dbb2a4ba50c8cb5fdedb2,2,2,360,13,58,10,87,18,0,3,,AgentOfDoom@3,,,0,,,3@0x0030BD94; 0.0199999996@0x0030BEF0; 0.76666671@0x0030BD90; 0.300000012@0x0030BD98; 0.214570001@0x0030BDA0; 0.5@0x0030BD9C,0.099609375; 0.149414062; 1; 2; 3.140625; 8,0x0000E3B8; 0x0001146C; 0x00019E2C; 0x0001A4C0; 0x00074AD4; 0x00092430; 0x00117F30; 0x001E32AC; 0x001E33D4; 0x001EB868,,WF-010
6b9db198095e448db820c826167fd6d487a30943fcc737a2dd10d6ccaf92d765,LEVEL_08,8,Dayni Moon,0x0012F220,0x09268F20,0x0012F608,1000,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,c245de3b15d3a2f856a6e236a4d69c5766acff6f228956038d3469b0dc13a7ad,1,1,250,11,79,7,74,17,0,1,,BotFlingerArm@1,,,0,,,0.200000003@0x0030DD98; 0.150000006@0x0030DDA0; 0@0x00309060; 0.300000012@0x0030DD9C,2.38e-07; 0.00994873; 0.149414062; 1,0x0000E3B8; 0x00072260; 0x0012F8A4; 0x0012F924; 0x0012F9C4; 0x001E428C; 0x001F3904; MOBY_BlendMobyAnim,,WF-026
6af8e220a397c04d359bbc2bbe9a89e9197b54387526b8c510a86ee3a1605bfe,LEVEL_08,8,Dayni Moon,0x0012F608,0x09269308,0x0012F860,600,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,4c3088b5c71f02488b7a604f658394f26bd42cb2ed2c2eda8b8e8932c483dcbf,1,2,150,6,39,5,56,8,0,1,,BotFlingerArm@1,,,0,,,0.200000003@0x0030DD98; 0.150000006@0x0030DDA0,0.00994873; 1,0x0000E3B8; 0x0012F8A4; 0x0012F924; 0x001E428C,,WF-025
ea3f82224684c190e1fff1449ff1e0cfc19ec2402c146c9ec00d7a22ff3363c3,LEVEL_08,8,Dayni Moon,0x0016D768,0x092A7468,0x0016DD54,1516,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,140242b06825119e4afeeb76921d07cfedce261b76a490eb6127fedadf231cde,2,0,379,8,23,6,36,47,4,3,Level08Door,Level08Door@0,,,0,,,0.100000001@0x00314F68; 0.5@0x00314F60; 7.75@0x00314F64,8,0x0000E3B8; 0x00074AD4; 0x0007960C; 0x00092430; MOBY_DestroyMoby,,WF-041
44b7277b3cb1b90bb38928c2373215bc6413cdfce1d31d151f5bf2ca21689b17,LEVEL_08,8,Dayni Moon,0x00171748,0x092AB448,0x00171C3C,1268,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,0586795e9dd0db432eebbf454202c7848b4813296b51ab99e6263155f71e5345,2,2,317,7,46,10,49,33,0,3,,LunaBoss@2,,,0,,,164.742004@0x00315530; 0.174532935@0x00315748; 0.0174532942@0x00315728; 0.0199999996@0x0031572C; 13@0x00315744; 0.0199999996@0x00315738; 32@0x00315560,0.98828125; 1; -3.140625; 3.140625; 6.28125; 8,0x0000E3B8; 0x0000E6E8; 0x00074AD4; 0x00092430; 0x001001B8; 0x001F3A40,,WF-038
6cb1cbc16e85f6bf9016760d852f70e5fc8b146116cd03cd6b4218291b2f1db9,LEVEL_08,8,Dayni Moon,0x00173114,0x092ACE14,0x00173470,860,entrée JAL/prologue précédente → entrée forte suivante,confirmed_by_previous_corpus_heuristic,09120727a894f3c767deac1150cec3f2b209bc936a8d6b6cae97d7df35fea1d3,1,1,215,12,15,4,50,10,1,1,,LunaBoss@2,,,0,,,4@0x00315630; 0.0599999987@0x00315634; 1.50000012@0x00315640; 0.75@0x00315654; 10@0x00315658; 60@0x00315644; 0@0x0031564C; 0.5@0x00315650; 0.899999976@0x00315648; 1@0x0031565C; 0.100000001@0x0031566C,-1; 1,0x00002610; 0x0000E3B8; 0x00017A88; 0x00022A9C; 0x00036028; 0x00073EC8; 0x000E3E98; 0x001BD17C; 0x001BD1B0; MOBY_RegisterDrawCallback,,WF-054
