prx,system,patch,runtime_address,file_offset,detected_original,expected_original,patched_word,original_match,status,address_derivation
LEVEL_02_clean.PRX,Shock Rocket,Flight lifetime 60->120,0x0942AD4C,0x2F10C0,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_03.PRX,Shock Rocket,Flight lifetime 60->120,0x09427834,0x2EDBA8,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_04.PRX,Shock Rocket,Flight lifetime 60->120,0x094238A4,0x2E9C18,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_05.PRX,Shock Rocket,Flight lifetime 60->120,0x093FD25C,0x2C35D0,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_06.PRX,Shock Rocket,Flight lifetime 60->120,0x09400244,0x2C65B8,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_07.PRX,Shock Rocket,Flight lifetime 60->120,0x09422504,0x2E8878,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_08.PRX,Shock Rocket,Flight lifetime 60->120,0x0945325C,0x3195D0,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_09.PRX,Shock Rocket,Flight lifetime 60->120,0x093FA4EC,0x2C0860,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_10.PRX,Shock Rocket,Flight lifetime 60->120,0x09418EF4,0x2DF268,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_16.PRX,Shock Rocket,Flight lifetime 60->120,0x093F1A34,0x2B7DA8,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_17.PRX,Shock Rocket,Flight lifetime 60->120,0x093E43DC,0x2AA750,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_18.PRX,Shock Rocket,Flight lifetime 60->120,0x093F4A44,0x2BADB8,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_19.PRX,Shock Rocket,Flight lifetime 60->120,0x093EEACC,0x2B4E40,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_23.PRX,Shock Rocket,Flight lifetime 60->120,0x093E1044,0x2A73B8,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_24.PRX,Shock Rocket,Flight lifetime 60->120,0x093DD6C4,0x2A3A38,0x42700000,0x42700000,0x42F00000,True,candidate; constants verified,ShockRocketShot descriptor - 0x20
LEVEL_01.PRX,Shock Rocket,Flight speed 0.8->0.4,0x094111C8,0x2D753C,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_02_clean.PRX,Shock Rocket,Flight speed 0.8->0.4,0x0942AD50,0x2F10C4,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_03.PRX,Shock Rocket,Flight speed 0.8->0.4,0x09427838,0x2EDBAC,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_04.PRX,Shock Rocket,Flight speed 0.8->0.4,0x094238A8,0x2E9C1C,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_05.PRX,Shock Rocket,Flight speed 0.8->0.4,0x093FD260,0x2C35D4,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_06.PRX,Shock Rocket,Flight speed 0.8->0.4,0x09400248,0x2C65BC,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_07.PRX,Shock Rocket,Flight speed 0.8->0.4,0x09422508,0x2E887C,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_08.PRX,Shock Rocket,Flight speed 0.8->0.4,0x09453260,0x3195D4,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_09.PRX,Shock Rocket,Flight speed 0.8->0.4,0x093FA4F0,0x2C0864,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_10.PRX,Shock Rocket,Flight speed 0.8->0.4,0x09418EF8,0x2DF26C,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_16.PRX,Shock Rocket,Flight speed 0.8->0.4,0x093F1A38,0x2B7DAC,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_17.PRX,Shock Rocket,Flight speed 0.8->0.4,0x093E43E0,0x2AA754,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_18.PRX,Shock Rocket,Flight speed 0.8->0.4,0x093F4A48,0x2BADBC,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_19.PRX,Shock Rocket,Flight speed 0.8->0.4,0x093EEAD0,0x2B4E44,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_23.PRX,Shock Rocket,Flight speed 0.8->0.4,0x093E1048,0x2A73BC,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_24.PRX,Shock Rocket,Flight speed 0.8->0.4,0x093DD6C8,0x2A3A3C,0x3F4CCCCE,0x3F4CCCCE,0x3ECCCCCE,True,candidate; constants verified,ShockRocketShot descriptor - 0x1C
LEVEL_01.PRX,Sniper Mine,Mine countdown -1->-0.5,0x09266B80,0x12CEF4,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_02_clean.PRX,Sniper Mine,Mine countdown -1->-0.5,0x09279EB0,0x140224,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_03.PRX,Sniper Mine,Mine countdown -1->-0.5,0x09262088,0x1283FC,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_04.PRX,Sniper Mine,Mine countdown -1->-0.5,0x0926A598,0x13090C,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_05.PRX,Sniper Mine,Mine countdown -1->-0.5,0x0925C82C,0x122BA0,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_06.PRX,Sniper Mine,Mine countdown -1->-0.5,0x09259354,0x11F6C8,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_07.PRX,Sniper Mine,Mine countdown -1->-0.5,0x0926428C,0x12A600,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_08.PRX,Sniper Mine,Mine countdown -1->-0.5,0x092743D0,0x13A744,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_09.PRX,Sniper Mine,Mine countdown -1->-0.5,0x0925A800,0x120B74,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_10.PRX,Sniper Mine,Mine countdown -1->-0.5,0x092609D8,0x126D4C,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_16.PRX,Sniper Mine,Mine countdown -1->-0.5,0x09262CB0,0x129024,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_17.PRX,Sniper Mine,Mine countdown -1->-0.5,0x09260BA4,0x126F18,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_18.PRX,Sniper Mine,Mine countdown -1->-0.5,0x09261A24,0x127D98,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_19.PRX,Sniper Mine,Mine countdown -1->-0.5,0x09262264,0x1285D8,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_23.PRX,Sniper Mine,Mine countdown -1->-0.5,0x0925D11C,0x123490,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
LEVEL_24.PRX,Sniper Mine,Mine countdown -1->-0.5,0x09254D00,0x11B074,0x3C04BF80,0x3C04BF80,0x3C04BF00,True,validated on LEVEL_01; signature identical,CrossbowShot Update + 0x94
