module,level,family,rva,file_offset,file_word,runtime_formula,reference_address_NOT_live,binary_check,owner_rva,default_policy
3,Kalidon,WF-010,0x0010C900,0x0010C974,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x09246600,PASS,0x0010C7EC,VANILLA
3,Kalidon,WF-010,0x0010C9C0,0x0010CA34,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x092466C0,PASS,0x0010C7EC,VANILLA
3,Kalidon,WF-016,0x001461F0,0x00146264,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x0927FEF0,PASS,0x00145EE0,VANILLA
3,Kalidon,WF-016,0x00146494,0x00146508,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x09280194,PASS,0x00145EE0,VANILLA
3,Kalidon,WF-044,0x0015AAEC,0x0015AB60,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x092947EC,PASS,0x00158A18,VANILLA
3,Kalidon,WF-058,0x0016C2D4,0x0016C348,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x092A5FD4,PASS,0x0016AE04,VANILLA
3,Kalidon,WF-006,0x00173864,0x001738D8,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x092AD564,PASS,0x00173808,VANILLA
3,Kalidon,WF-024,0x00185E60,0x00185ED4,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x092BFB60,PASS,0x00185B3C,VANILLA
3,Kalidon,WF-012,0x001A1A88,0x001A1AFC,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x092DB788,PASS,0x001A19D0,VANILLA
3,Kalidon,WF-011,0x001A2174,0x001A21E8,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x092DBE74,PASS,0x001A2124,VANILLA
3,Kalidon,WF-011,0x001A2190,0x001A2204,0x0C0038E0,base + RVA; JAL requires R_MIPS_26 relocation,0x092DBE90,PASS,0x001A2124,VANILLA
4,Metalis,WF-005,0x0000E320,0x0000E394,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x09148020,PASS,0x0000E2EC,VANILLA
