"module_index","module_key","offset_hex","offset_dec","original_hex","patched_hex","flags","flags_noms","layer","layer_nom","ecrit_statiquement"
"1","LEVEL_01","0x16FA98","1505944","0x46146301","0x00000003","20","CODE+CAVE_JUMP","2","armes","oui"
"1","LEVEL_01","0x16FA9C","1505948","0x4616603C","0x00000000","16","CODE","2","armes","oui"
"1","LEVEL_01","0x1765B4","1533364","0xC62C0010","0x00000005","20","CODE+CAVE_JUMP","2","armes","oui"
"1","LEVEL_01","0x1765B8","1533368","0x46166301","0x00000000","16","CODE","2","armes","oui"
"1","LEVEL_01","0x179F68","1548136","0x3C04BF80","0x3C04BF00","16","CODE","8","particules","oui"
"1","LEVEL_01","0x17A0BC","1548476","0x3C04BF80","0x3C04BF00","16","CODE","8","particules","oui"
"1","LEVEL_01","0x17B78C","1554316","0x3C044000","0x3C043F80","16","CODE","1","socle","oui"
"1","LEVEL_01","0x19AFC8","1683400","0xC6EC0008","0x00000006","20","CODE+CAVE_JUMP","2","armes","oui"
"1","LEVEL_01","0x19AFCC","1683404","0xC7CD0010","0x00000000","16","CODE","2","armes","oui"
"1","LEVEL_01","0x2CCEC8","2936520","0x42700000","0x42F00000","0","","2","armes","oui"
"1","LEVEL_01","0x2CCECC","2936524","0x42700000","0x42F00000","0","","2","armes","oui"
"1","LEVEL_01","0x2CD5E8","2938344","0x40000000","0x3F800000","0","","2","armes","oui"
"1","LEVEL_01","0x2CDAA0","2939552","0x3C360B62","0x3BB60B62","0","","2","armes","oui"
"1","LEVEL_01","0x2CDAA4","2939556","0x41880000","0x41080000","0","","8","particules","oui"
"1","LEVEL_01","0x2CDAAC","2939564","0x3DD67751","0x3D567751","0","","2","armes","oui"
"1","LEVEL_01","0x2CDAB0","2939568","0x3E567751","0x3DD67751","0","","2","armes","oui"
"1","LEVEL_01","0x2CDAB8","2939576","0x3DCCCCCD","0x3D4CCCCD","0","","2","armes","oui"
"1","LEVEL_01","0x2CDABC","2939580","0x3E800000","0x3E000000","0","","2","armes","oui"
"1","LEVEL_01","0x2CE5B4","2942388","0x3C23D657","0x3BA3D6DE","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"1","LEVEL_01","0x2CE5B8","2942392","0x3F7FFCB9","0x3F7FFF2E","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"1","LEVEL_01","0x2CE5C0","2942400","0x3CF5B920","0x3C75C033","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"1","LEVEL_01","0x2CE5C4","2942404","0x3F7FE283","0x3F7FF8A1","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"1","LEVEL_01","0x2CE5CC","2942412","0x41700000","0x41F00000","0","","4","cassables/boulons","oui"
"1","LEVEL_01","0x2CE760","2942816","0x3D75C291","0x3CF5C28F","0","","4","cassables/boulons","oui"
"1","LEVEL_01","0x2CE768","2942824","0x3DF5C28F","0x3D7D9C85","0","","4","cassables/boulons","oui"
"1","LEVEL_01","0x2CE770","2942832","0x3C888889","0x3C088889","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"1","LEVEL_01","0x2CE778","2942840","0x3DCC7578","0x3D4CB6F5","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"1","LEVEL_01","0x2CE77C","2942844","0x3F7EB898","0x3F7FAE19","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"1","LEVEL_01","0x2D1708","2955016","0x3F2AAAAB","0x3EAAAAAB","0","","8","particules","oui"
"1","LEVEL_01","0x2D2DD4","2960852","0x41700000","0x41F00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D2DD8","2960856","0x40C00000","0x41400000","0","","2","armes","oui"
"1","LEVEL_01","0x2D55D8","2971096","0x3BF2B9D6","0x3B72B9D6","0","","2","armes","oui"
"1","LEVEL_01","0x2D55DC","2971100","0x3C360B61","0x3BB60B61","0","","2","armes","oui"
"1","LEVEL_01","0x2D55E0","2971104","0x3C888889","0x3C088889","0","","2","armes","oui"
"1","LEVEL_01","0x2D55E4","2971108","0x3D088889","0x3C888889","0","","2","armes","oui"
"1","LEVEL_01","0x2D55E8","2971112","0x3D088889","0x3C888889","0","","2","armes","oui"
"1","LEVEL_01","0x2D55EC","2971116","0x3D088889","0x3C888889","0","","2","armes","oui"
"1","LEVEL_01","0x2D55F0","2971120","0x3D088889","0x3C888889","0","","2","armes","oui"
"1","LEVEL_01","0x2D55F4","2971124","0x3D088889","0x3C888889","0","","2","armes","oui"
"1","LEVEL_01","0x2D6B80","2976640","0x3EC19D7F","0x3E419D7F","0","","2","armes","oui"
"1","LEVEL_01","0x2D6B84","2976644","0x3EC19D7F","0x3E419D7F","0","","2","armes","oui"
"1","LEVEL_01","0x2D6B88","2976648","0x3F20D97C","0x3EA0D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D6B8C","2976652","0x3F20D97C","0x3EA0D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D6B98","2976664","0x3F19999A","0x3E99999A","0","","2","armes","oui"
"1","LEVEL_01","0x2D725C","2978396","0x42F00000","0x43700000","0","","2","armes","oui"
"1","LEVEL_01","0x2D7464","2978916","0x40400000","0x3FC00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D7468","2978920","0x40400000","0x3FC00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D746C","2978924","0x40400000","0x3FC00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D7470","2978928","0x40400000","0x3FC00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D7474","2978932","0x40400000","0x3FC00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D7478","2978936","0x40400000","0x3FC00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D747C","2978940","0x40400000","0x3FC00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D74A0","2978976","0x3DA0D97C","0x3D20D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D74A4","2978980","0x3DA0D97C","0x3D20D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D74A8","2978984","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D74AC","2978988","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D74B0","2978992","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D74B4","2978996","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D74B8","2979000","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D74BC","2979004","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"1","LEVEL_01","0x2D74C4","2979012","0x42700000","0x42F00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D74D0","2979024","0x41700000","0x41F00000","0","","2","armes","oui"
"1","LEVEL_01","0x2D7E80","2981504","0x3E19999A","0x3D99999A","0","","2","armes","oui"
"1","LEVEL_01","0x2D8608","2983432","0x3E75C28F","0x3DF5C28F","0","","1","socle","oui"
"1","LEVEL_01","0x2DA704","2991876","0x41F00000","0x42700000","0","","2","armes","oui"
"1","LEVEL_01","0x96650","616016","0x0E4BE449","0x00000000","50","UNLOCK+CODE+OLD_JUMP","1","socle","oui"
"2","LEVEL_02","0x361C","13852","0x3C043D08","0x3C043C88","16","CODE","1","socle","oui"
"2","LEVEL_02","0x3634","13876","0x3C04BD08","0x3C04BC88","16","CODE","1","socle","oui"
"2","LEVEL_02","0x155E4","87524","0x3C043D08","0x3C043C88","16","CODE","1","socle","oui"
"2","LEVEL_02","0x285B0","165296","0x27BDFFC0","0x00000007","20","CODE+CAVE_JUMP","4","cassables/boulons","oui"
"2","LEVEL_02","0x285B4","165300","0xAFB00028","0x00000000","16","CODE","4","cassables/boulons","oui"
"2","LEVEL_02","0x28648","165448","0x46107380","0x00000000","16","CODE","4","cassables/boulons","oui"
"2","LEVEL_02","0x330B8","209080","0x46166300","0x461C6300","16","CODE","4","cassables/boulons","oui"
"2","LEVEL_02","0x330D8","209112","0x46166301","0x461C6301","16","CODE","4","cassables/boulons","oui"
"2","LEVEL_02","0x33270","209520","0x46166300","0x461C6300","16","CODE","4","cassables/boulons","oui"
"2","LEVEL_02","0x34020","213024","0x46006506","0x460C6500","16","CODE","1","socle","oui"
"2","LEVEL_02","0x34160","213344","0x2A240002","0x2A240001","16","CODE","1","socle","oui"
"2","LEVEL_02","0x53D44","343364","0x3C04BF80","0x3C04BF00","16","CODE","8","particules","oui"
"2","LEVEL_02","0x53FB0","343984","0x3C05BF80","0x3C05BF00","16","CODE","8","particules","oui"
"2","LEVEL_02","0x54380","344960","0x3C05BF80","0x3C05BF00","16","CODE","8","particules","oui"
"2","LEVEL_02","0x10CFFC","1101820","0x460F6300","0x00000000","20","CODE+CAVE_JUMP","2","armes","oui"
"2","LEVEL_02","0x10D000","1101824","0xE60C0030","0x00000000","16","CODE","2","armes","oui"
"2","LEVEL_02","0x10F350","1110864","0x3C06BF80","0x3C06BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x10F36C","1110892","0x3C06BF80","0x3C06BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x113D78","1129848","0x3C073F80","0x3C073F00","16","CODE","8","particules","oui"
"2","LEVEL_02","0x115758","1136472","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x1159C0","1137088","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x116144","1139012","0x3C05BF80","0x3C05BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x1163B8","1139640","0x460D6300","0x00000001","20","CODE+CAVE_JUMP","2","armes","oui"
"2","LEVEL_02","0x1163BC","1139644","0xE62C0004","0x00000000","16","CODE","2","armes","oui"
"2","LEVEL_02","0x117614","1144340","0x3C063D08","0x3C063C88","16","CODE","2","armes","oui"
"2","LEVEL_02","0x11AFB8","1159096","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x11B0B8","1159352","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x11DA04","1169924","0x3C0641F0","0x3C064270","16","CODE","2","armes","oui"
"2","LEVEL_02","0x11DFD8","1171416","0x3C053F80","0x3C053F00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x122084","1187972","0x3C053F80","0x3C053F00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x124C30","1199152","0x3C053F80","0x3C053F00","16","CODE","4","cassables/boulons","oui"
"2","LEVEL_02","0x125488","1201288","0x24040002","0x24040004","16","CODE","4","cassables/boulons","oui"
"2","LEVEL_02","0x1401B0","1311152","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x1409D0","1313232","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x140A44","1313348","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x141538","1316152","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x14F4FC","1373436","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x14F79C","1374108","0x3C06BF80","0x3C06BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x14F8F4","1374452","0x34040003","0x34040006","16","CODE","2","armes","oui"
"2","LEVEL_02","0x15D798","1431448","0x46146301","0x00000004","20","CODE+CAVE_JUMP","2","armes","oui"
"2","LEVEL_02","0x15D79C","1431452","0xE62C0008","0x00000000","16","CODE","2","armes","oui"
"2","LEVEL_02","0x18901C","1609756","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x1899C4","1612228","0x3C053F80","0x3C053F00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x18BAB0","1620656","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x18BE68","1621608","0x3C043D08","0x3C043C88","16","CODE","2","armes","oui"
"2","LEVEL_02","0x18BEB0","1621680","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"2","LEVEL_02","0x18E8C0","1632448","0x46148B01","0x00000002","20","CODE+CAVE_JUMP","2","armes","oui"
"2","LEVEL_02","0x18E8EC","1632492","0x46146301","0x00000003","20","CODE+CAVE_JUMP","2","armes","oui"
"2","LEVEL_02","0x18E8F0","1632496","0x4616603C","0x00000000","16","CODE","2","armes","oui"
"2","LEVEL_02","0x199B2C","1678124","0xC62C0010","0x00000005","20","CODE+CAVE_JUMP","2","armes","oui"
"2","LEVEL_02","0x199B30","1678128","0x46166301","0x00000000","16","CODE","2","armes","oui"
"2","LEVEL_02","0x19D794","1693588","0x3C04BF80","0x3C04BF00","16","CODE","8","particules","oui"
"2","LEVEL_02","0x19D8E8","1693928","0x3C04BF80","0x3C04BF00","16","CODE","8","particules","oui"
"2","LEVEL_02","0x19E5D4","1697236","0x3C044000","0x3C043F80","16","CODE","1","socle","oui"
"2","LEVEL_02","0x1B0AAC","1772204","0xC6EC0008","0x00000006","20","CODE+CAVE_JUMP","2","armes","oui"
"2","LEVEL_02","0x1B0AB0","1772208","0xC7CD0010","0x00000000","16","CODE","2","armes","oui"
"2","LEVEL_02","0x2E4410","3032080","0x42700000","0x42F00000","0","","2","armes","oui"
"2","LEVEL_02","0x2E4414","3032084","0x42700000","0x42F00000","0","","2","armes","oui"
"2","LEVEL_02","0x2E4B30","3033904","0x40000000","0x3F800000","0","","2","armes","oui"
"2","LEVEL_02","0x2E5158","3035480","0x3C360B62","0x3BB60B62","0","","2","armes","oui"
"2","LEVEL_02","0x2E515C","3035484","0x41880000","0x41080000","0","","8","particules","oui"
"2","LEVEL_02","0x2E5164","3035492","0x3DD67751","0x3D567751","0","","2","armes","oui"
"2","LEVEL_02","0x2E5168","3035496","0x3E567751","0x3DD67751","0","","2","armes","oui"
"2","LEVEL_02","0x2E5170","3035504","0x3DCCCCCD","0x3D4CCCCD","0","","2","armes","oui"
"2","LEVEL_02","0x2E5174","3035508","0x3E800000","0x3E000000","0","","2","armes","oui"
"2","LEVEL_02","0x2E5C6C","3038316","0x3C23D657","0x3BA3D6DE","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"2","LEVEL_02","0x2E5C70","3038320","0x3F7FFCB9","0x3F7FFF2E","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"2","LEVEL_02","0x2E5C78","3038328","0x3CF5B920","0x3C75C033","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"2","LEVEL_02","0x2E5C7C","3038332","0x3F7FE283","0x3F7FF8A1","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"2","LEVEL_02","0x2E5C84","3038340","0x41700000","0x41F00000","0","","4","cassables/boulons","oui"
"2","LEVEL_02","0x2E5E18","3038744","0x3D75C291","0x3CF5C28F","0","","4","cassables/boulons","oui"
"2","LEVEL_02","0x2E5E20","3038752","0x3DF5C28F","0x3D7D9C85","0","","4","cassables/boulons","oui"
"2","LEVEL_02","0x2E5E28","3038760","0x3C888889","0x3C088889","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"2","LEVEL_02","0x2E5E30","3038768","0x3DCC7578","0x3D4CB6F5","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"2","LEVEL_02","0x2E5E34","3038772","0x3F7EB898","0x3F7FAE19","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"2","LEVEL_02","0x2EBBDC","3062748","0x41700000","0x41F00000","0","","2","armes","oui"
"2","LEVEL_02","0x2EBBE0","3062752","0x40C00000","0x41400000","0","","2","armes","oui"
"2","LEVEL_02","0x2EE738","3073848","0x3BF2B9D6","0x3B72B9D6","0","","2","armes","oui"
"2","LEVEL_02","0x2EE73C","3073852","0x3C360B61","0x3BB60B61","0","","2","armes","oui"
"2","LEVEL_02","0x2EE740","3073856","0x3C888889","0x3C088889","0","","2","armes","oui"
"2","LEVEL_02","0x2EE744","3073860","0x3D088889","0x3C888889","0","","2","armes","oui"
"2","LEVEL_02","0x2EE748","3073864","0x3D088889","0x3C888889","0","","2","armes","oui"
"2","LEVEL_02","0x2EE74C","3073868","0x3D088889","0x3C888889","0","","2","armes","oui"
"2","LEVEL_02","0x2EE750","3073872","0x3D088889","0x3C888889","0","","2","armes","oui"
"2","LEVEL_02","0x2EE754","3073876","0x3D088889","0x3C888889","0","","2","armes","oui"
"2","LEVEL_02","0x2F0A20","3082784","0x3EC19D7F","0x3E419D7F","0","","2","armes","oui"
"2","LEVEL_02","0x2F0A24","3082788","0x3EC19D7F","0x3E419D7F","0","","2","armes","oui"
"2","LEVEL_02","0x2F0A28","3082792","0x3F20D97C","0x3EA0D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F0A2C","3082796","0x3F20D97C","0x3EA0D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F0A38","3082808","0x3F19999A","0x3E99999A","0","","2","armes","oui"
"2","LEVEL_02","0x2F0DE4","3083748","0x42F00000","0x43700000","0","","2","armes","oui"
"2","LEVEL_02","0x2F0FEC","3084268","0x40400000","0x3FC00000","0","","2","armes","oui"
"2","LEVEL_02","0x2F0FF0","3084272","0x40400000","0x3FC00000","0","","2","armes","oui"
"2","LEVEL_02","0x2F0FF4","3084276","0x40400000","0x3FC00000","0","","2","armes","oui"
"2","LEVEL_02","0x2F0FF8","3084280","0x40400000","0x3FC00000","0","","2","armes","oui"
"2","LEVEL_02","0x2F0FFC","3084284","0x40400000","0x3FC00000","0","","2","armes","oui"
"2","LEVEL_02","0x2F1000","3084288","0x40400000","0x3FC00000","0","","2","armes","oui"
"2","LEVEL_02","0x2F1004","3084292","0x40400000","0x3FC00000","0","","2","armes","oui"
"2","LEVEL_02","0x2F1028","3084328","0x3DA0D97C","0x3D20D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F102C","3084332","0x3DA0D97C","0x3D20D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F1030","3084336","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F1034","3084340","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F1038","3084344","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F103C","3084348","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F1040","3084352","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F1044","3084356","0x3E20D97C","0x3DA0D97C","0","","2","armes","oui"
"2","LEVEL_02","0x2F104C","3084364","0x42700000","0x42F00000","0","","2","armes","oui"
"2","LEVEL_02","0x2F1058","3084376","0x41700000","0x41F00000","0","","2","armes","oui"
"2","LEVEL_02","0x2F1E90","3088016","0x3E19999A","0x3D99999A","0","","2","armes","oui"
"2","LEVEL_02","0x2F2458","3089496","0x3E75C28F","0x3DF5C28F","0","","1","socle","oui"
"2","LEVEL_02","0x2F34B4","3093684","0x41F00000","0x42700000","0","","2","armes","oui"
"2","LEVEL_02","0x9C478","640120","0x0E4C3ACB","0x00000000","50","UNLOCK+CODE+OLD_JUMP","1","socle","oui"
"3","LEVEL_03","0x365C","13916","0x3C043D08","0x3C043C88","16","CODE","1","socle","oui"
"3","LEVEL_03","0x3674","13940","0x3C04BD08","0x3C04BC88","16","CODE","1","socle","oui"
"3","LEVEL_03","0x14FD4","85972","0x3C043D08","0x3C043C88","16","CODE","1","socle","oui"
"3","LEVEL_03","0x28140","164160","0x27BDFFC0","0x00000007","20","CODE+CAVE_JUMP","4","cassables/boulons","oui"
"3","LEVEL_03","0x28144","164164","0xAFB00028","0x00000000","16","CODE","4","cassables/boulons","oui"
"3","LEVEL_03","0x281D8","164312","0x46107380","0x00000000","16","CODE","4","cassables/boulons","oui"
"3","LEVEL_03","0x2CFFC","184316","0x46166300","0x461C6300","16","CODE","4","cassables/boulons","oui"
"3","LEVEL_03","0x2D01C","184348","0x46166301","0x461C6301","16","CODE","4","cassables/boulons","oui"
"3","LEVEL_03","0x2D1B4","184756","0x46166300","0x461C6300","16","CODE","4","cassables/boulons","oui"
"3","LEVEL_03","0x2DF64","188260","0x46006506","0x460C6500","16","CODE","1","socle","oui"
"3","LEVEL_03","0x2E0A4","188580","0x2A240002","0x2A240001","16","CODE","1","socle","oui"
"3","LEVEL_03","0x4DED8","319192","0x3C04BF80","0x3C04BF00","16","CODE","8","particules","oui"
"3","LEVEL_03","0x4E144","319812","0x3C05BF80","0x3C05BF00","16","CODE","8","particules","oui"
"3","LEVEL_03","0x4E514","320788","0x3C05BF80","0x3C05BF00","16","CODE","8","particules","oui"
"3","LEVEL_03","0x105F4C","1072972","0x460F6300","0x00000000","20","CODE+CAVE_JUMP","2","armes","oui"
"3","LEVEL_03","0x105F50","1072976","0xE60C0030","0x00000000","16","CODE","2","armes","oui"
"3","LEVEL_03","0x108368","1082216","0x3C06BF80","0x3C06BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x108384","1082244","0x3C06BF80","0x3C06BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x10CD90","1101200","0x3C073F80","0x3C073F00","16","CODE","8","particules","oui"
"3","LEVEL_03","0x10E770","1107824","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x10E9D8","1108440","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x10F15C","1110364","0x3C05BF80","0x3C05BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x10F3D0","1110992","0x460D6300","0x00000001","20","CODE+CAVE_JUMP","2","armes","oui"
"3","LEVEL_03","0x10F3D4","1110996","0xE62C0004","0x00000000","16","CODE","2","armes","oui"
"3","LEVEL_03","0x11062C","1115692","0x3C063D08","0x3C063C88","16","CODE","2","armes","oui"
"3","LEVEL_03","0x114D44","1133892","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x114E44","1134148","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x117790","1144720","0x3C0641F0","0x3C064270","16","CODE","2","armes","oui"
"3","LEVEL_03","0x117D64","1146212","0x3C053F80","0x3C053F00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x11BE10","1162768","0x3C053F80","0x3C053F00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x11E9A4","1173924","0x3C053F80","0x3C053F00","16","CODE","4","cassables/boulons","oui"
"3","LEVEL_03","0x11F1FC","1176060","0x24040002","0x24040004","16","CODE","4","cassables/boulons","oui"
"3","LEVEL_03","0x128388","1213320","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x128BA8","1215400","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x128C1C","1215516","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x129710","1218320","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x1399B0","1284528","0x3C043F80","0x3C043F00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x139C50","1285200","0x3C06BF80","0x3C06BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x139DA8","1285544","0x34040003","0x34040006","16","CODE","2","armes","oui"
"3","LEVEL_03","0x14AACC","1354444","0x46146301","0x00000004","20","CODE+CAVE_JUMP","2","armes","oui"
"3","LEVEL_03","0x14AAD0","1354448","0xE62C0008","0x00000000","16","CODE","2","armes","oui"
"3","LEVEL_03","0x17C9CC","1558988","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x17D374","1561460","0x3C053F80","0x3C053F00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x17F460","1569888","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x17F818","1570840","0x3C043D08","0x3C043C88","16","CODE","2","armes","oui"
"3","LEVEL_03","0x17F860","1570912","0x3C04BF80","0x3C04BF00","16","CODE","2","armes","oui"
"3","LEVEL_03","0x182270","1581680","0x46148B01","0x00000002","20","CODE+CAVE_JUMP","2","armes","oui"
"3","LEVEL_03","0x18229C","1581724","0x46146301","0x00000003","20","CODE+CAVE_JUMP","2","armes","oui"
"3","LEVEL_03","0x1822A0","1581728","0x4616603C","0x00000000","16","CODE","2","armes","oui"
"3","LEVEL_03","0x18BEEC","1621740","0xC62C0010","0x00000005","20","CODE+CAVE_JUMP","2","armes","oui"
"3","LEVEL_03","0x18BEF0","1621744","0x46166301","0x00000000","16","CODE","2","armes","oui"
"3","LEVEL_03","0x18F8A0","1636512","0x3C04BF80","0x3C04BF00","16","CODE","8","particules","oui"
"3","LEVEL_03","0x18F9F4","1636852","0x3C04BF80","0x3C04BF00","16","CODE","8","particules","oui"
"3","LEVEL_03","0x1910C4","1642692","0x3C044000","0x3C043F80","16","CODE","1","socle","oui"
"3","LEVEL_03","0x1AD828","1759272","0xC6EC0008","0x00000006","20","CODE+CAVE_JUMP","2","armes","oui"
"3","LEVEL_03","0x1AD82C","1759276","0xC7CD0010","0x00000000","16","CODE","2","armes","oui"
"3","LEVEL_03","0x2E14B0","3019952","0x42700000","0x42F00000","0","","2","armes","oui"
"3","LEVEL_03","0x2E14B4","3019956","0x42700000","0x42F00000","0","","2","armes","oui"
"3","LEVEL_03","0x2E1BD0","3021776","0x40000000","0x3F800000","0","","2","armes","oui"
"3","LEVEL_03","0x2E22E8","3023592","0x3C360B62","0x3BB60B62","0","","2","armes","oui"
"3","LEVEL_03","0x2E22EC","3023596","0x41880000","0x41080000","0","","8","particules","oui"
"3","LEVEL_03","0x2E22F4","3023604","0x3DD67751","0x3D567751","0","","2","armes","oui"
"3","LEVEL_03","0x2E22F8","3023608","0x3E567751","0x3DD67751","0","","2","armes","oui"
"3","LEVEL_03","0x2E2300","3023616","0x3DCCCCCD","0x3D4CCCCD","0","","2","armes","oui"
"3","LEVEL_03","0x2E2304","3023620","0x3E800000","0x3E000000","0","","2","armes","oui"
"3","LEVEL_03","0x2E2DFC","3026428","0x3C23D657","0x3BA3D6DE","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"3","LEVEL_03","0x2E2E00","3026432","0x3F7FFCB9","0x3F7FFF2E","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"3","LEVEL_03","0x2E2E08","3026440","0x3CF5B920","0x3C75C033","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"3","LEVEL_03","0x2E2E0C","3026444","0x3F7FE283","0x3F7FF8A1","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"3","LEVEL_03","0x2E2E14","3026452","0x41700000","0x41F00000","0","","4","cassables/boulons","oui"
"3","LEVEL_03","0x2E2FA8","3026856","0x3D75C291","0x3CF5C28F","0","","4","cassables/boulons","oui"
"3","LEVEL_03","0x2E2FB0","3026864","0x3DF5C28F","0x3D7D9C85","0","","4","cassables/boulons","oui"
"3","LEVEL_03","0x2E2FB8","3026872","0x3C888889","0x3C088889","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"3","LEVEL_03","0x2E2FC0","3026880","0x3DCC7578","0x3D4CB6F5","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"3","LEVEL_03","0x2E2FC4","3026884","0x3F7EB898","0x3F7FAE19","1","CONTINUOUS","4","cassables/boulons","non (surveillance)"
"3","LEVEL_03","0x2E7954","3045716","0x41700000","0x41F00000","0","","2","armes","oui"
"3","LEVEL_03","0x2E7958","3045720","0x40C00000","0x41400000","0","","2","armes","oui"
"3","LEVEL_03","0x2EB218","3060248","0x3BF2B9D6","0x3B72B9D6","0","","2","armes","oui"
