module_key,module_index,level,descriptor_rva,descriptor_runtime,object_name,callback_count,callback_rvas,callback_runtime_addresses,pvar_schema
LEVEL_03,3,Kalidon,0x002E2688,0x0941C388,BlasterAkimbo,3,0x00117600; 0x00117684; 0x001176B4,0x09251300; 0x09251384; 0x092513B4,
LEVEL_03,3,Kalidon,0x002E26FC,0x0941C3FC,BlasterShot,3,0x00117984; 0x001179AC; 0x00117D50,0x09251684; 0x092516AC; 0x09251A50,
LEVEL_03,3,Kalidon,0x002E2B5C,0x0941C85C,BlitzGun,3,0x00119C1C; 0x00119D78; 0x0011A1D0,0x0925391C; 0x09253A78; 0x09253ED0,
LEVEL_03,3,Kalidon,0x002E2CEC,0x0941C9EC,BlitzGunShot,3,0x0011BC64; 0x0011BC6C; 0x0011BE08,0x09255964; 0x0925596C; 0x09255B08,
LEVEL_03,3,Kalidon,0x002E2D50,0x0941CA50,Bolt,2,0x0011C918; 0x0011C920,0x09256618; 0x09256620,
LEVEL_03,3,Kalidon,0x002E3044,0x0941CD44,BoltController,3,0x0011FE88; 0x001200BC; 0x001200E0,0x09259B88; 0x09259DBC; 0x09259DE0,u32 boltAmnt; u32 boltAmountReplay; u32 pad[ 2 ];
LEVEL_03,3,Kalidon,0x002E30D4,0x0941CDD4,BoltCrankBolt,3,0x0012047C; 0x00120698; 0x001206A0,0x0925A17C; 0x0925A398; 0x0925A3A0,
LEVEL_03,3,Kalidon,0x002E31C0,0x0941CEC0,BoltCrankCam,3,0x00120B90; 0x00120BCC; 0x00120BD4,0x0925A890; 0x0925A8CC; 0x0925A8D4,MobyLink boltCrank; f32 dist; f32 height; f32 lookHeight; f32 elevation; f32 azimuth; f32 camBlend; f32 pad;
LEVEL_03,3,Kalidon,0x002E3220,0x0941CF20,BoltGrabber,3,0x00120E74; 0x00120E7C; 0x00120E84,0x0925AB74; 0x0925AB7C; 0x0925AB84,
LEVEL_03,3,Kalidon,0x002E32E4,0x0941CFE4,Bombglove,3,0x00120E8C; 0x00120F64; 0x00121414,0x0925AB8C; 0x0925AC64; 0x0925B114,
LEVEL_03,3,Kalidon,0x002E3348,0x0941D048,BoxBreaker,3,0x00121984; 0x0012198C; 0x00121994,0x0925B684; 0x0925B68C; 0x0925B694,
LEVEL_03,3,Kalidon,0x002E33A8,0x0941D0A8,BoxBreakerHelp,3,0x00121A20; 0x00121A28; 0x00121A30,0x0925B720; 0x0925B728; 0x0925B730,
LEVEL_03,3,Kalidon,0x002E34FC,0x0941D1FC,ChameleonDecoy,4,0x00121CFC; 0x00121D04; 0x00121D1C; 0x00121DA4,0x0925B9FC; 0x0925BA04; 0x0925BA1C; 0x0925BAA4,
LEVEL_03,3,Kalidon,0x002E3570,0x0941D270,ClankForShipAnim,3,0x00121E58; 0x00121E60; 0x00121E68,0x0925BB58; 0x0925BB60; 0x0925BB68,u32 pad[ 4 ];
LEVEL_03,3,Kalidon,0x002E35D0,0x0941D2D0,ClankPack,3,0x00121E70; 0x00121EA0; 0x00121EA8,0x0925BB70; 0x0925BBA0; 0x0925BBA8,
LEVEL_03,3,Kalidon,0x002E365C,0x0941D35C,ContinuePoint,3,0x00121ECC; 0x00121EF0; 0x00121EF8,0x0925BBCC; 0x0925BBF0; 0x0925BBF8,TriggerLink activateTrigger; u8 index;
LEVEL_03,3,Kalidon,0x002E36F4,0x0941D3F4,ConveyerItem,3,0x00122010; 0x001221E8; 0x0012221C,0x0925BD10; 0x0925BEE8; 0x0925BF1C,MobyLink pConveyer; Toggle treadOnMe; u8 pad[11];
LEVEL_03,3,Kalidon,0x002E3910,0x0941D610,ConveyerJunkController,3,0x001223DC; 0x00122628; 0x00122B20,0x0925C0DC; 0x0925C328; 0x0925C820,CurveLink junkPath; MobyLink movePlayerHack; TriggerLink activate; TriggerLink updateArea; TriggerLink destroyArea; f32 conveyerSpeed; f32 pauseTime; f32 distBetweenPause; Moby *objects[12]; CJC_OnSpawn *objectCBs[12]; s32 uvSpeed; SND_Positional *pSound; u8 objectStates[12]; u8 objectPathPoints[12]; TriggerLink stopArea; u8 numObjects; u8 startingObjects; u8 startingObjectsId; u8 pad[9];
LEVEL_03,3,Kalidon,0x002E39E4,0x0941D6E4,CowBell,3,0x00123840; 0x00123848; 0x00123850,0x0925D540; 0x0925D548; 0x0925D550,
LEVEL_03,3,Kalidon,0x002E3A94,0x0941D794,Crate,4,0x00123988; 0x00123990; 0x00123A78; 0x00123998,0x0925D688; 0x0925D690; 0x0925D778; 0x0925D698,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen;
LEVEL_03,3,Kalidon,0x002E3BD4,0x0941D8D4,CrateAmmo,4,0x00123B58; 0x00123B80; 0x00123B88; 0x00123B90,0x0925D858; 0x0925D880; 0x0925D888; 0x0925D890,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Toggle major; Toggle minor; u8 noAmmoType1; u8 noAmmoType2; u8 onlyAmmoType; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[8];
LEVEL_03,3,Kalidon,0x002E3D08,0x0941DA08,CrateAmmoSpawned,4,0x00124254; 0x00124274; 0x00124290; 0x0012458C,0x0925DF54; 0x0925DF74; 0x0925DF90; 0x0925E28C,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Toggle major; Toggle minor; u8 noAmmoType1; u8 noAmmoType2; u8 onlyAmmoType; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[8];
LEVEL_03,3,Kalidon,0x002E3D68,0x0941DA68,CrateChunk,2,0x001245CC; 0x001245D4,0x0925E2CC; 0x0925E2D4,
LEVEL_03,3,Kalidon,0x002E3F68,0x0941DC68,CrateChunkController,2,0x00124C30; 0x00124C38,0x0925E930; 0x0925E938,
LEVEL_03,3,Kalidon,0x002E408C,0x0941DD8C,CrateExplosive,2,0x00124DF8; 0x00124E3C,0x0925EAF8; 0x0925EB3C,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Toggle explode; u8 keyIdx; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[11];
LEVEL_03,3,Kalidon,0x002E4220,0x0941DF20,CrateHealth,2,0x00125620; 0x001256BC,0x0925F320; 0x0925F3BC,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Moby *pPowerup; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[9];
LEVEL_03,3,Kalidon,0x002E4818,0x0941E518,CrateHealthSpawned,4,0x00125FD8; 0x0012606C; 0x001260C8; 0x00126088,0x0925FCD8; 0x0925FD6C; 0x0925FDC8; 0x0925FD88,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Moby *pPowerup; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[9];
LEVEL_03,3,Kalidon,0x002E4914,0x0941E614,CrossbowGun,3,0x00126490; 0x0012657C; 0x0012675C,0x09260190; 0x0926027C; 0x0926045C,
LEVEL_03,3,Kalidon,0x002E4AF4,0x0941E7F4,CrossbowShot,3,0x00126DAC; 0x00126DB4; 0x001282F4,0x09260AAC; 0x09260AB4; 0x09261FF4,
LEVEL_03,3,Kalidon,0x002E4C10,0x0941E910,CrystalGroundShard,3,0x001291E8; 0x0012942C; 0x00129670,0x09262EE8; 0x0926312C; 0x09263370,
LEVEL_03,3,Kalidon,0x002E4CD0,0x0941E9D0,DeathTrigger,3,0x00129D90; 0x00129DF0; 0x00129DF8,0x09263A90; 0x09263AF0; 0x09263AF8,MobyLink killAreas; MobyLink ignoreAreas; Toggle killHeroInTriggers; f32 minYHeight; u8 pad[3];
LEVEL_03,3,Kalidon,0x002E4FB8,0x0941ECB8,Drone01,4,0x00129F6C; 0x0012A810; 0x0012B0BC; 0x0012A598,0x09263C6C; 0x09264510; 0x09264DBC; 0x09264298,Navigate nav; MobyLink controller; MobyLink enemyWave; TriggerLink enterTrigger; TriggerLink detectArea; CurveLink enterPath; CurveLink patrolPath; f32 alertRadius; f32 yFloor; u32 pad;
LEVEL_03,3,Kalidon,0x002E507C,0x0941ED7C,Drone01Light,3,0x0012C7AC; 0x0012C7B4; 0x0012C7BC,0x092664AC; 0x092664B4; 0x092664BC,
LEVEL_03,3,Kalidon,0x002E5150,0x0941EE50,Drone01Shot,3,0x0012CB60; 0x0012CE7C; 0x0012CF30,0x09266860; 0x09266B7C; 0x09266C30,Particle *pGlow1; Moby *pParent; f32 worldCollDist; f32 distTraveled; Moby *pController; f32 speed; u32 pad[1];
LEVEL_03,3,Kalidon,0x002E51E0,0x0941EEE0,DualBlasterHUD,3,0x0012D764; 0x0012D76C; 0x0012D774,0x09267464; 0x0926746C; 0x09267474,
LEVEL_03,3,Kalidon,0x002E527C,0x0941EF7C,electricXplo,3,0x0012E214; 0x0012DF68; 0x0012DF70,0x09267F14; 0x09267C68; 0x09267C70,f32 lengths[24]; VEC3 normals[18]; f32 timer; s32 scroll;
LEVEL_03,3,Kalidon,0x002E5450,0x0941F150,ElectroBall,3,0x0012FAFC; 0x0012FB6C; 0x0012FBB0,0x092697FC; 0x0926986C; 0x092698B0,
LEVEL_03,3,Kalidon,0x002E555C,0x0941F25C,ElectroshockWave,3,0x001307F4; 0x001307FC; 0x001312D4,0x0926A4F4; 0x0926A4FC; 0x0926AFD4,
LEVEL_03,3,Kalidon,0x002E563C,0x0941F33C,EndMovie,3,0x00131664; 0x001317A8; 0x001317B0,0x0926B364; 0x0926B4A8; 0x0926B4B0,TriggerLink trigger; u32 level; u32 grantedLevel; TriggerLink queueTrigger; Toggle dontReplay; u8 pad[15];
LEVEL_03,3,Kalidon,0x002E57A8,0x0941F4A8,EnemyController,3,0x0013198C; 0x00131B98; 0x00131DD8,0x0926B68C; 0x0926B898; 0x0926BAD8,TriggerLink updateArea; TriggerLink updateArea2; TriggerLink destroyTrigger; f32 firstWaveDist; f32 secondWaveDist; Toggle envColl; u8 attackingMax; Toggle destroyControllerToo; u8 pad[ 9 ];
LEVEL_03,3,Kalidon,0x002E5914,0x0941F614,EnemyWave,3,0x00134878; 0x00134930; 0x00134C34,0x0926E578; 0x0926E630; 0x0926E934,MobyLink destroyedMoby; TriggerLink trigger; MobyLink previousWave; f32 timer; f32 delayRandMax; MobyLink enemyControllerToCheck; u8 mobyToCheckState; Toggle prevWaveDestroyed; u8 enemyInControllerCount; u8 pad[ 9 ];
LEVEL_03,3,Kalidon,0x002E5AE4,0x0941F7E4,ExplosiveBee,3,0x001350F8; 0x001351A0; 0x00136048,0x0926EDF8; 0x0926EEA0; 0x0926FD48,
LEVEL_03,3,Kalidon,0x002E5C2C,0x0941F92C,FactoryInspector,4,0x00137140; 0x00137488; 0x001376AC; 0x0013754C,0x09270E40; 0x09271188; 0x092713AC; 0x0927124C,Navigate nav; MobyLink controller; MobyLink object; u32 index; Launch launch; u32 pad;
LEVEL_03,3,Kalidon,0x002E5E80,0x0941FB80,FactoryWorker,4,0x00137ABC; 0x00137F20; 0x001383F0; 0x00137DC0,0x092717BC; 0x09271C20; 0x092720F0; 0x09271AC0,TriggerLink updateArea; MobyLink junkController; u32 conveyerPointId; u8 exploding; u8 formDataId; u8 pad[2]; Launch launch; SND_Positional *pSound;
LEVEL_03,3,Kalidon,0x002E5FC8,0x0941FCC8,Flamethrower,3,0x001389B4; 0x00138B30; 0x00139940,0x092726B4; 0x09272830; 0x09273640,
LEVEL_03,3,Kalidon,0x002E62B8,0x0941FFB8,FlyingCarLightweightDirectional,3,0x0013BF80; 0x0013C174; 0x0013C17C,0x09275C80; 0x09275E74; 0x09275E7C,f32 speed; f32 distance; f32 fadeDist; u8 pad8a; u8 reverse; u8 lanes; u8 pad8; f32 spawnXMod; f32 spawnYMod; VEC3 posVariAmp; VEC3 posVariRate; f32 scale; u32 numShips; f32 spawnRate; Toggle DistantShip1; Toggle DistantShip2; Toggle DistantShip3; Toggle PODCopter; Toggle ShuttleCruiser; Toggle Dragonfly; Toggle pad[15] ;
LEVEL_03,3,Kalidon,0x002E64E0,0x094201E0,FlyingCarLightweightOrbit,3,0x0013D03C; 0x0013D218; 0x0013D220,0x09276D3C; 0x09276F18; 0x09276F20,f32 speed; f32 radius; f32 fadeDist; u8 pad8a; u8 spawnRadiusMod; u8 reverse; u8 lanes; f32 spawnYMod; VEC3 posVariAmp; VEC3 posVariRate; u32 numShips; f32 spawnRate; f32 scale; f32 startAngle; f32 endAngle; Toggle DistantShip1; Toggle DistantShip2; Toggle DistantShip3; Toggle PODCopter; Toggle ShuttleCruiser; Toggle pad[11] ;
LEVEL_03,3,Kalidon,0x002E66E4,0x094203E4,FlyingCarLightweightPathed,3,0x0013EC90; 0x0013E1F0; 0x0013E1F8,0x09278990; 0x09277EF0; 0x09277EF8,CurveLink path; f32 speed; f32 fadeDist; u8 loop; u8 reverse; u8 lanes; u8 rotSmooth; f32 spawnXMod; f32 spawnYMod; VEC3 posVariAmp; VEC3 posVariRate; f32 spawnRate; f32 scale; u32 numShips; Toggle DistantShip1; Toggle DistantShip2; Toggle DistantShip3; Toggle PODCopter; Toggle ShuttleCruiser; Toggle pad[15] ;
LEVEL_03,3,Kalidon,0x002E67B8,0x094204B8,GravityCrystal,3,0x0013F5DC; 0x0013F7F4; 0x0014016C,0x092792DC; 0x092794F4; 0x09279E6C,
LEVEL_03,3,Kalidon,0x002E69EC,0x094206EC,GrindrailBomb,4,0x00140DB0; 0x00140EA0; 0x00140F04; 0x00140CA8,0x0927AAB0; 0x0927ABA0; 0x0927AC04; 0x0927A9A8,
LEVEL_03,3,Kalidon,0x002E6CBC,0x094209BC,GrindrailController,2,0x00142540; 0x001427B0,0x0927C240; 0x0927C4B0,VEC4 dir; CurveLink path; f32 grindrailSp; CurveLink secPaths[20]; f32 camDefaultLookLead; f32 camDefaultDist; f32 camDefaultHeight; f32 camDefaultAzimuth; f32 camDefaultElevation; f32 bombDamageFrac; f32 gateDamageFrac;
LEVEL_03,3,Kalidon,0x002E6EEC,0x09420BEC,GrindrailGate,3,0x00142AB0; 0x00142B88; 0x00142D80,0x0927C7B0; 0x0927C888; 0x0927CA80,u32 pad[4];
LEVEL_03,3,Kalidon,0x002E6FF0,0x09420CF0,GrindrailLock,3,0x001433C4; 0x001437A4; 0x001438D0,0x0927D0C4; 0x0927D4A4; 0x0927D5D0,TriggerLink promptArea; TriggerLink endArea; MobyLink matrixMoby; u32 lockID; MobyLink destroyMobys; u32 pad[ 3 ];
LEVEL_03,3,Kalidon,0x002E70D0,0x09420DD0,GrindrailSwitch,4,0x001441B0; 0x001442F8; 0x0014435C; 0x00143F98,0x0927DEB0; 0x0927DFF8; 0x0927E05C; 0x0927DC98,MobyLink gate; Toggle toggleOnOff; s32 gateMember; u32 pad[1];
LEVEL_03,3,Kalidon,0x002E7234,0x09420F34,HeadShrapnel,3,0x00144ACC; 0x00144AE0; 0x00144AE8,0x0927E7CC; 0x0927E7E0; 0x0927E7E8,
LEVEL_03,3,Kalidon,0x002E72A4,0x09420FA4,Helipack,3,0x001450E0; 0x001450E8; 0x001450F0,0x0927EDE0; 0x0927EDE8; 0x0927EDF0,
LEVEL_03,3,Kalidon,0x002E73B8,0x094210B8,Hookshot,3,0x001452F0; 0x0014548C; 0x001454C0,0x0927EFF0; 0x0927F18C; 0x0927F1C0,CurveLink path; VEC3 pathPoint; f32 speed; f32 ropeLength; f32 range; u8 attached; u8 swing; u8 pathPointId; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[14];
LEVEL_03,3,Kalidon,0x002E74A4,0x094211A4,HutDoor,3,0x001458E8; 0x00145CB4; 0x00145EE0,0x0927F5E8; 0x0927F9B4; 0x0927FBE0,MobyLink mobysToCheck[ 10 ]; TriggerLink trigger; MobyLink enemyController; f32 radius; u32 pad[3];
LEVEL_03,3,Kalidon,0x002E768C,0x0942138C,Hypershot,3,0x00146724; 0x001467C0; 0x00146848,0x09280424; 0x092804C0; 0x09280548,
LEVEL_03,3,Kalidon,0x002E7710,0x09421410,IntroMovie,3,0x001469D8; 0x00146A94; 0x00146A9C,0x092806D8; 0x09280794; 0x0928079C,u32 fromLevel; u32 pad[ 3 ];
LEVEL_03,3,Kalidon,0x002E8CCC,0x094229CC,LaserTracer,3,0x0014A738; 0x0014A82C; 0x0014A9B4,0x09284438; 0x0928452C; 0x092846B4,
LEVEL_03,3,Kalidon,0x002E8F34,0x09422C34,LevelMusic,2,0x001501C0; 0x001502A0,0x09289EC0; 0x09289FA0,u32 songNumber; TriggerLink trigger; s32 continuePointMin; s32 continuePointMax; s32 levelNumber; u8 priority; u8 pad[ 7 ];
LEVEL_03,3,Kalidon,0x002E9010,0x09422D10,Lvl3BoltCranker,3,0x00150908; 0x00150B60; 0x00150B68,0x0928A608; 0x0928A860; 0x0928A868,f32 progress; f32 progInc; MobyLink bolt; f32 distMoved; MobyLink platforms[10]; u32 pad[2];
LEVEL_03,3,Kalidon,0x002E91AC,0x09422EAC,Lvl3Bomb,4,0x00150EA0; 0x001511D4; 0x001512FC; 0x00151220,0x0928ABA0; 0x0928AED4; 0x0928AFFC; 0x0928AF20,f32 speed; VEC3 idealPos; CurveLink path; f32 flashTimer; u8 startPoint; u8 nextPoint; u8 pad[6];
LEVEL_03,3,Kalidon,0x002E92A4,0x09422FA4,Lvl3DeadlyFluid,3,0x00151A90; 0x00151CDC; 0x00151DC8,0x0928B790; 0x0928B9DC; 0x0928BAC8,Moby *pLayer2; TriggerLink activeArea; f32 curAmp; Toggle useEffects; u8 pad[3]; Moby *steamMobies[4];
LEVEL_03,3,Kalidon,0x002E9460,0x09423160,Lvl3Door,3,0x001523BC; 0x001527D4; 0x001529AC,0x0928C0BC; 0x0928C4D4; 0x0928C6AC,MobyLink controller; TriggerLink activate; TriggerLink updateArea; CurveLink path; f32 moveTime; f32 progInc; Lvl3Door_Data *pData; SND_Positional *pSound; Toggle lockWhenClosed; u8 openOffGroups[5]; u8 outClosedOffGroups[5]; u8 inClosedOffGroups[5]; MobyLink grindLock; MobyLink noLockMoby; u32 pad[2];
LEVEL_03,3,Kalidon,0x002E9644,0x09423344,Lvl3Elevator,3,0x00153AE8; 0x001533D0; 0x00153F1C,0x0928D7E8; 0x0928D0D0; 0x0928DC1C,CurveLink path; f32 moveTime; f32 progress; f32 progInc; f32 waitTime; f32 radius; SND_Positional *pMoveSound; f32 heightDiff; Toggle oneWay; Toggle direction; Toggle waitForHero; Toggle waitForActivate; Toggle matchHero; Toggle checkCrush; Toggle useButton; u8 pad[9];
LEVEL_03,3,Kalidon,0x002E96FC,0x094233FC,Lvl3FluidBubble,3,0x0015489C; 0x001549B8; 0x001549C0,0x0928E59C; 0x0928E6B8; 0x0928E6C0,f32 offsetTime; f32 offTime; f32 offTimeRand; u32 pad;
LEVEL_03,3,Kalidon,0x002E9898,0x09423598,Lvl3GuardBeam,3,0x00154EF4; 0x00154F6C; 0x00154FD0,0x0928EBF4; 0x0928EC6C; 0x0928ECD0,f32 height; f32 width; f32 size; u8 numBeams; Toggle useAltConfig; u8 pad[2];
LEVEL_03,3,Kalidon,0x002E9A70,0x09423770,Lvl3Hooks,3,0x00155398; 0x0015585C; 0x00155BFC,0x0928F098; 0x0928F55C; 0x0928F8FC,TriggerLink activate; MobyLink backDoor; MobyLink frontDoor; CurveLink positions; f32 distToEnd; u32 numMoving; MobyLink wave1[8]; MobyLink wave2[4]; MobyLink wave3[8]; MobyLink wave4[6]; TieLink hooks[8]; MobyLink globalCamera; SND_Positional *pSound; MobyLink grindLock; TriggerLink doorTrigger;
LEVEL_03,3,Kalidon,0x002E9BEC,0x094238EC,Lvl3MagnaRoom,3,0x001566FC; 0x00156978; 0x00156DBC,0x092903FC; 0x09290678; 0x09290ABC,MobyLink deathTrigger; TriggerLink doorway1; TriggerLink doorway2; TriggerLink updateArea; u32 uOffset; u32 vOffset; u32 pad[2];
LEVEL_03,3,Kalidon,0x002E9C90,0x09423990,Lvl3Pipe,3,0x001571BC; 0x00157294; 0x0015729C,0x09290EBC; 0x09290F94; 0x09290F9C,TriggerLink visibleArea; u32 pad[3];
LEVEL_03,3,Kalidon,0x002E9DB4,0x09423AB4,Lvl3Plant,3,0x00157334; 0x0015751C; 0x00157524,0x09291034; 0x0929121C; 0x09291224,ShrubLink plant; TriggerLink activeArea; f32 progressInc; u32 pad;
LEVEL_03,3,Kalidon,0x002EA3E8,0x094240E8,Lvl3Platform,3,0x001580B4; 0x00157AF4; 0x00158A18,0x09291DB4; 0x092917F4; 0x09292718,TieLink clearPipe2; MobyLink waterPipe1; MobyLink waterPipe2; TriggerLink startTrigger; TriggerLink consoleArea; TriggerLink mainShaft; SND_Positional *pSound; f32 sparkPosX[4]; f32 sparkPosZ[4]; MobyLink fluidMoby; TieLink fluidPlane; u8 numActiveSmoke; u8 isPlatforming; u8 pad[2]; f32 fluidSpeed; u8 curStop; u8 curWave; u8 curBombSet; u8 curBombId; MobyLink stop1Waves[1]; MobyLink stop2Waves[2]; MobyLink stop3Waves[2]; MobyLink stop4Waves[2]; MobyLink firstBombs[4]; MobyLink secondBombs[4]; f32 emitRemaining[8]; f32 smokePosX[8]; f32 smokePosZ[8]; MobyLink platforms[20]; MobyLink globalCamera; TriggerLink upperShaft; f32 fluidIdealHeight; f32 playerYProgression; MobyLink bridge; f32 bridge
LEVEL_03,3,Kalidon,0x002EA4E4,0x094241E4,Lvl3PlatformShrapnel,3,0x0015B420; 0x0015B58C; 0x0015B5C0,0x09295120; 0x0929528C; 0x092952C0,
LEVEL_03,3,Kalidon,0x002EA608,0x09424308,Lvl3PumpMachinery,3,0x0015BB7C; 0x0015BD90; 0x0015BD98,0x0929587C; 0x09295A90; 0x09295A98,TriggerLink activeArea; TieLink gear; TieLink pump; TieLink pipe; SND_Positional *pSound; SND_Positional *pLoop; u32 pad[2];
LEVEL_03,3,Kalidon,0x002EA774,0x09424474,Lvl3RedRobot,4,0x0015C00C; 0x0015C238; 0x0015C240; 0x0015C55C,0x09295D0C; 0x09295F38; 0x09295F40; 0x0929625C,MobyLink conveyorBelt; Toggle doNotCollide; s8 group; Toggle pad[10];
LEVEL_03,3,Kalidon,0x002EA87C,0x0942457C,Lvl3Showcase,4,0x0015C7F8; 0x0015CAB8; 0x0015CB1C; 0x0015CA84,0x092964F8; 0x092967B8; 0x0929681C; 0x09296784,TieLink brokenGlass; TriggerLink breakTrigger; MobyLink enemyWave; u32 pad;
LEVEL_03,3,Kalidon,0x002EA950,0x09424650,Lvl3SinkingPlatform,3,0x0015D114; 0x0015D284; 0x0015D454,0x09296E14; 0x09296F84; 0x09297154,VEC4 idealUp; VEC4 startUp; f32 progress; f32 progInc; f32 startY; f32 endY;
LEVEL_03,3,Kalidon,0x002EA9D8,0x094246D8,Lvl3StartCam,3,0x0015DC94; 0x0015DCC8; 0x0015DCD0,0x09297994; 0x092979C8; 0x092979D0,
LEVEL_03,3,Kalidon,0x002EAA38,0x09424738,Lvl3StaticPlatform,3,0x0015DEC0; 0x0015E06C; 0x0015E0D8,0x09297BC0; 0x09297D6C; 0x09297DD8,
LEVEL_03,3,Kalidon,0x002EAD9C,0x09424A9C,Lvl3Steam,3,0x0015E4A0; 0x0015E4A8; 0x0015E65C,0x092981A0; 0x092981A8; 0x0929835C,TriggerLink visibleArea; f32 riseRate; f32 riseRateRange; f32 windSpeed; f32 riseAccel; f32 startSize; f32 startSizeRange; f32 endSize; f32 endSizeRange; f32 posDeviation; f32 dirDeviation; f32 lifetime; u8 startRed; u8 startBlue; u8 startGreen; u8 startAlpha; u8 endRed; u8 endBlue; u8 endGreen; u8 endAlpha; f32 offTime; f32 onTime; f32 offTimeRand; f32 onTimeRand; u8 presetIndex; u8 blendType; u8 pad[6];
LEVEL_03,3,Kalidon,0x002EAE08,0x09424B08,MapOMaticGadget,3,0x0015EB74; 0x0015EB7C; 0x0015EB84,0x09298874; 0x0929887C; 0x09298884,
LEVEL_03,3,Kalidon,0x002EAE68,0x09424B68,MatrixMoby,3,0x0015EB8C; 0x0015EB94; 0x0015EB9C,0x0929888C; 0x09298894; 0x0929889C,
LEVEL_03,3,Kalidon,0x002EAF0C,0x09424C0C,MobyGroup,3,0x0015EBA4; 0x0015EC3C; 0x0015EC44,0x092988A4; 0x0929893C; 0x09298944,MobyLink mobysToCheck[ 8 ]; u8 destroyed; u8 count; u8 pad[ 14 ];
LEVEL_03,3,Kalidon,0x002EB014,0x09424D14,MobyIce,3,0x0015F564; 0x0015F57C; 0x0015FF00,0x09299264; 0x0929927C; 0x09299C00,
LEVEL_03,3,Kalidon,0x002EB080,0x09424D80,ModVendor,3,0x001607B4; 0x00160954; 0x001609B8,0x0929A4B4; 0x0929A654; 0x0929A6B8,
LEVEL_03,3,Kalidon,0x002EB374,0x09425074,Mootator,3,0x00160E24; 0x00161074; 0x001621C4,0x0929AB24; 0x0929AD74; 0x0929BEC4,
LEVEL_03,3,Kalidon,0x002EB40C,0x0942510C,MovePlayerHack,3,0x0016272C; 0x00162800; 0x00162808,0x0929C42C; 0x0929C500; 0x0929C508,TriggerLink area; f32 speed; f32 atLen; u32 pad;
LEVEL_03,3,Kalidon,0x002EBA70,0x09425770,Mungo,4,0x00163F9C; 0x00162A0C; 0x00164890; 0x001628B8,0x0929DC9C; 0x0929C70C; 0x0929E590; 0x0929C5B8,VEC3 lHandPos; f32 reposTimer; VEC4 rHandPos; VEC3 objectJoint1; TriggerLink arenaTrigger; VEC3 objectJoint2; SND_Positional *pSound; VEC3 pipeVelocity; f32 health; Navigate nav; TriggerLink enterTrigger; TieLink platform; MobyLink startBridge; MobyLink endBridge; MobyLink door; f32 lastLHandPosZ; f32 lastRHandPosZ; f32 attackSpeed; u8 pipeIndex; u8 droneIndex; u8 lastState; u8 sideIndex; u8 swingCount; u8 difficulty; u8 pad[2]; MobyLink backDoor; MobyLink crateController1; MobyLink crateController2; u8 miscCounter; Toggle bHoldingDrone; Toggle bHoldingPipe; u8 reposSide; MobyLink armor; ShrubLink pipes[10]; Moby* northDrones[6]; Moby* southDrones[6]; CurveLink northPaths[6]; CurveLink south
LEVEL_03,3,Kalidon,0x002EBB6C,0x0942586C,MungoCC,3,0x001692F0; 0x00169350; 0x0016955C,0x092A2FF0; 0x092A3050; 0x092A325C,f32 spawnTime; TriggerLink noUpdateArea; u32 pad[2];
LEVEL_03,3,Kalidon,0x002EBD94,0x09425A94,MungoDrone,4,0x00169A58; 0x00169B14; 0x0016AE04; 0x00169B48,0x092A3758; 0x092A3814; 0x092A4B04; 0x092A3848,VEC3 vel; Trigger *pArenaTrigger; Moby *pMungo; Navigate nav; Curve *path; f32 velAddY; f32 distToTarg; f32 targetX; f32 targetZ; u8 pathIndex; u8 attackState; u8 firedCount; u8 side; VEC3 attackPos; u8 createLight; u8 pad[3];
LEVEL_03,3,Kalidon,0x002EBFBC,0x09425CBC,MungoShockwave,3,0x0016CF30; 0x0016CC60; 0x0016CC68,0x092A6C30; 0x092A6960; 0x092A6968,f32 radius; Moby *pMungo; u32 pad[2];
LEVEL_03,3,Kalidon,0x002EC020,0x09425D20,MushroomCloud,3,0x0016D350; 0x0016D358; 0x0016D360,0x092A7050; 0x092A7058; 0x092A7060,
LEVEL_03,3,Kalidon,0x002EC0E8,0x09425DE8,MutantCow,4,0x0016E5E8; 0x0016E76C; 0x0016EC98; 0x001ABF58,0x092A82E8; 0x092A846C; 0x092A8998; 0x092E5C58,
LEVEL_03,3,Kalidon,0x002EC2B8,0x09425FB8,MutantMadCow,4,0x0016F7F8; 0x0016F960; 0x0016FD7C; 0x001ABF58,0x092A94F8; 0x092A9660; 0x092A9A7C; 0x092E5C58,
LEVEL_03,3,Kalidon,0x002EC380,0x09426080,NapalmBubble,3,0x001709EC; 0x001709F4; 0x001709FC,0x092AA6EC; 0x092AA6F4; 0x092AA6FC,
