module_key,module_index,level,descriptor_rva,descriptor_runtime,object_name,callback_count,callback_rvas,callback_runtime_addresses,pvar_schema
LEVEL_07,7,Challax,0x002E952C,0x0942322C,SuckCannonManager,3,0x0018E4D8; 0x0018E524; 0x0018E52C,0x092C81D8; 0x092C8224; 0x092C822C,
LEVEL_07,7,Challax,0x002E95BC,0x094232BC,SwarmManager,3,0x0018F27C; 0x0018F2C4; 0x0018F5FC,0x092C8F7C; 0x092C8FC4; 0x092C92FC,
LEVEL_07,7,Challax,0x002E96D0,0x094233D0,Teleporter,3,0x0018FE1C; 0x001901D4; 0x001905A0,0x092C9B1C; 0x092C9ED4; 0x092CA2A0,MobyLink destination; MobyLink destinationPreferred; TriggerLink activateTrigger; u32 levelId; s32 changeToLevel; Toggle secretActivation; s8 canGoToLevel; u8 pad[ 10 ];
LEVEL_07,7,Challax,0x002E9924,0x09423624,TieGroup,3,0x00190E70; 0x00190EEC; 0x00190EF4,0x092CAB70; 0x092CABEC; 0x092CABF4,TieLink ties[8]; u32 numActive; u32 pad[3];
LEVEL_07,7,Challax,0x002E9B94,0x09423894,TieManipulator,3,0x00190F78; 0x00190F70; 0x00191550,0x092CAC78; 0x092CAC70; 0x092CB250,TieLink tie[ 8 ]; f32 xAxis; f32 yAxis; f32 zAxis; f32 xRot; f32 yRot; f32 zRot; f32 xSpan; f32 ySpan; f32 zSpan; f32 xCounter; f32 yCounter; f32 zCounter; f32 speed; f32 speedPerFrame; f32 curviness; f32 curvPar; f32 scaleSpeed; f32 scaleSpeedPerFrame; f32 scaleMax; f32 scaleCounter; f32 xPerc[8]; f32 yPerc[8]; f32 zPerc[8]; f32 xPar[8]; f32 yPar[8]; f32 zPar[8]; f32 xStart[8]; f32 yStart[8]; f32 zStart[8]; MATRIX4 *pMat[8]; MATRIX4 scaleMatrix; f32 drawDistance; f32 updateDistance; f32 inverseScale; u32 linkCount;
LEVEL_07,7,Challax,0x002E9CD4,0x094239D4,TitaniumBolt,3,0x001918E0; 0x00191AD0; 0x00191C38,0x092CB5E0; 0x092CB7D0; 0x092CB938,f32 dist; f32 height; f32 lookHeight; f32 elevation; f32 azimuth; Toggle magnaboots; Toggle noAnimation; u32 levelToFake; u8 id; u8 pad[5];
LEVEL_07,7,Challax,0x002E9D7C,0x09423A7C,TriggerCollection,3,0x0019265C; 0x00192664; 0x0019266C,0x092CC35C; 0x092CC364; 0x092CC36C,TriggerLink triggers[ 14 ];
LEVEL_07,7,Challax,0x002E9E54,0x09423B54,TriggeredDoor,3,0x00192838; 0x00192B4C; 0x00192ECC,0x092CC538; 0x092CC84C; 0x092CCBCC,TriggerLink trigger; MobyLink mobyToCheck; MobyLink grindrailLock; Toggle stayOpen; Toggle saveState; u8 pad[ 2 ];
LEVEL_07,7,Challax,0x002E9F78,0x09423C78,TripleWaveBeacon,3,0x001938E8; 0x00193A98; 0x00193ACC,0x092CD5E8; 0x092CD798; 0x092CD7CC,
LEVEL_07,7,Challax,0x002EA024,0x09423D24,vendor,3,0x00193D74; 0x00193F3C; 0x00193FA0,0x092CDA74; 0x092CDC3C; 0x092CDCA0,u32 lastAnimPlayed; u32 vendorType; Toggle bSellsWeapons; u8 pad[ 7 ];
LEVEL_07,7,Challax,0x002EA230,0x09423F30,Wrench,3,0x0019431C; 0x001943F0; 0x0019484C,0x092CE01C; 0x092CE0F0; 0x092CE54C,
LEVEL_07,7,Challax,0x002EA358,0x09424058,ZipLineController,3,0x00197678; 0x001978E8; 0x0019791C,0x092D1378; 0x092D15E8; 0x092D161C,VEC4 lineVec; VEC4 dir; CurveLink path; f32 dist; f32 azimuth; f32 camDist; f32 camHeight; f32 camOfsY;
LEVEL_08,8,Dayni Moon,0x0030BB70,0x09445870,Acidbomb,3,0x00113190; 0x001131A0; 0x00113B08,0x0924CE90; 0x0924CEA0; 0x0924D808,
LEVEL_08,8,Dayni Moon,0x0030BBF8,0x094458F8,AcidbombEpoxy,3,0x00114F4C; 0x00114F54; 0x00114FDC,0x0924EC4C; 0x0924EC54; 0x0924ECDC,
LEVEL_08,8,Dayni Moon,0x0030BC58,0x09445958,AcidGloveHUD,3,0x001154E4; 0x001154EC; 0x001154F4,0x0924F1E4; 0x0924F1EC; 0x0924F1F4,
LEVEL_08,8,Dayni Moon,0x0030BCB8,0x094459B8,AgentController,3,0x001154FC; 0x001155EC; 0x001157A4,0x0924F1FC; 0x0924F2EC; 0x0924F4A4,
LEVEL_08,8,Dayni Moon,0x0030C00C,0x09445D0C,AgentOfDoom,4,0x00115EBC; 0x00115F98; 0x00116058; 0x00116378,0x0924FBBC; 0x0924FC98; 0x0924FD58; 0x09250078,
LEVEL_08,8,Dayni Moon,0x0030C0EC,0x09445DEC,AgentOfDoomShrapnel,3,0x0011AA90; 0x0011AA98; 0x0011AAA0,0x09254790; 0x09254798; 0x092547A0,
LEVEL_08,8,Dayni Moon,0x0030C228,0x09445F28,AgentsBomb,3,0x0011ADA0; 0x0011ADA8; 0x0011ADB0,0x09254AA0; 0x09254AA8; 0x09254AB0,
LEVEL_08,8,Dayni Moon,0x0030C2C0,0x09445FC0,AgentsGlove,3,0x0011C33C; 0x0011C3C8; 0x0011C3F4,0x0925603C; 0x092560C8; 0x092560F4,
LEVEL_08,8,Dayni Moon,0x0030C36C,0x0944606C,AgentsGrenade,3,0x0011C8C4; 0x0011C9B4; 0x0011CE68,0x092565C4; 0x092566B4; 0x09256B68,
LEVEL_08,8,Dayni Moon,0x0030C414,0x09446114,AgentsLaser,3,0x0011D3E4; 0x0011D6EC; 0x0011D7A0,0x092570E4; 0x092573EC; 0x092574A0,
LEVEL_08,8,Dayni Moon,0x0030C508,0x09446208,AgentsRocket,3,0x0011E1AC; 0x0011E270; 0x0011E2F0,0x09257EAC; 0x09257F70; 0x09257FF0,
LEVEL_08,8,Dayni Moon,0x0030C9D8,0x094466D8,ArenaController,3,0x0011EEF8; 0x0011EF08; 0x0011F450,0x09258BF8; 0x09258C08; 0x09259150,MobyLink arenaChallenge[ 7 ]; u32 challengeCount; MobyLink dayNightController; MobyLink newMusic; Toggle locked; u8 pad[ 7 ];
LEVEL_08,8,Dayni Moon,0x0030CA58,0x09446758,ArmorHelmet,3,0x0011FC88; 0x0011FC90; 0x0011FC98,0x09259988; 0x09259990; 0x09259998,
LEVEL_08,8,Dayni Moon,0x0030CAB8,0x094467B8,ArmorLeftFoot,3,0x0011FCA0; 0x0011FCA8; 0x0011FCB0,0x092599A0; 0x092599A8; 0x092599B0,
LEVEL_08,8,Dayni Moon,0x0030CB28,0x09446828,ArmorLeftHand,3,0x0011FCB8; 0x0011FCC0; 0x0011FCC8,0x092599B8; 0x092599C0; 0x092599C8,u32 pad[ 4 ];
LEVEL_08,8,Dayni Moon,0x0030CC58,0x09446958,ArmorPickup,3,0x0012003C; 0x0011FCEC; 0x00120540,0x09259D3C; 0x092599EC; 0x0925A240,f32 dist; f32 height; f32 lookHeight; f32 elevation; f32 azimuth; MobyLink driver; MobyLink playerMatrix; u32 playthroughReq; Toggle magnaboots; u8 pad[ 15 ];
LEVEL_08,8,Dayni Moon,0x0030CCD0,0x094469D0,ArmorRightFoot,3,0x00120A7C; 0x00120A84; 0x00120A8C,0x0925A77C; 0x0925A784; 0x0925A78C,
LEVEL_08,8,Dayni Moon,0x0030CD40,0x09446A40,ArmorRightHand,3,0x00120A94; 0x00120A9C; 0x00120AA4,0x0925A794; 0x0925A79C; 0x0925A7A4,u32 pad[ 4 ];
LEVEL_08,8,Dayni Moon,0x0030CDA0,0x09446AA0,ArmorTorso,3,0x00120AAC; 0x00120AB4; 0x00120ABC,0x0925A7AC; 0x0925A7B4; 0x0925A7BC,
LEVEL_08,8,Dayni Moon,0x0030CE84,0x09446B84,BeeMine,4,0x0012115C; 0x0012116C; 0x0012154C; 0x00121244,0x0925AE5C; 0x0925AE6C; 0x0925B24C; 0x0925AF44,
LEVEL_08,8,Dayni Moon,0x0030CF50,0x09446C50,BeeMineGlove,3,0x00122F28; 0x001230B0; 0x001230DC,0x0925CC28; 0x0925CDB0; 0x0925CDDC,
LEVEL_08,8,Dayni Moon,0x0030CFB0,0x09446CB0,BeeMineGloveHUD,3,0x001236FC; 0x00123704; 0x0012370C,0x0925D3FC; 0x0925D404; 0x0925D40C,
LEVEL_08,8,Dayni Moon,0x0030D07C,0x09446D7C,BeeMineShrapnel,3,0x00123A44; 0x00123A4C; 0x00123A54,0x0925D744; 0x0925D74C; 0x0925D754,
LEVEL_08,8,Dayni Moon,0x0030D16C,0x09446E6C,Blaster,3,0x00123ACC; 0x00123C28; 0x0012414C,0x0925D7CC; 0x0925D928; 0x0925DE4C,
LEVEL_08,8,Dayni Moon,0x0030D1D8,0x09446ED8,BlasterAkimbo,3,0x0012512C; 0x001251B0; 0x001251E0,0x0925EE2C; 0x0925EEB0; 0x0925EEE0,
LEVEL_08,8,Dayni Moon,0x0030D24C,0x09446F4C,BlasterShot,3,0x001254B0; 0x001254D8; 0x0012587C,0x0925F1B0; 0x0925F1D8; 0x0925F57C,
LEVEL_08,8,Dayni Moon,0x0030D6AC,0x094473AC,BlitzGun,3,0x00127748; 0x001278A4; 0x00127CFC,0x09261448; 0x092615A4; 0x092619FC,
LEVEL_08,8,Dayni Moon,0x0030D83C,0x0944753C,BlitzGunShot,3,0x00129790; 0x00129798; 0x00129934,0x09263490; 0x09263498; 0x09263634,
LEVEL_08,8,Dayni Moon,0x0030D8A0,0x094475A0,Bolt,2,0x0012A444; 0x0012A44C,0x09264144; 0x0926414C,
LEVEL_08,8,Dayni Moon,0x0030DB94,0x09447894,BoltController,3,0x0012D9B4; 0x0012DBE8; 0x0012DC0C,0x092676B4; 0x092678E8; 0x0926790C,u32 boltAmnt; u32 boltAmountReplay; u32 pad[ 2 ];
LEVEL_08,8,Dayni Moon,0x0030DC10,0x09447910,BoltGrabber,3,0x0012DFF4; 0x0012DFFC; 0x0012E004,0x09267CF4; 0x09267CFC; 0x09267D04,
LEVEL_08,8,Dayni Moon,0x0030DCD4,0x094479D4,Bombglove,3,0x0012E00C; 0x0012E0E4; 0x0012E594,0x09267D0C; 0x09267DE4; 0x09268294,
LEVEL_08,8,Dayni Moon,0x0030DD38,0x09447A38,BotFlingerArm,3,0x0012EB04; 0x0012EBA8; 0x0012EBDC,0x09268804; 0x092688A8; 0x092688DC,
LEVEL_08,8,Dayni Moon,0x0030DDF8,0x09447AF8,BouncySprout,4,0x0012FD44; 0x0012FDF8; 0x0013000C; 0x0012FE2C,0x09269A44; 0x09269AF8; 0x09269D0C; 0x09269B2C,
LEVEL_08,8,Dayni Moon,0x0030DE70,0x09447B70,BoxBreaker,3,0x00130374; 0x0013037C; 0x00130384,0x0926A074; 0x0926A07C; 0x0926A084,
LEVEL_08,8,Dayni Moon,0x0030DED0,0x09447BD0,BoxBreakerHelp,3,0x00130410; 0x00130418; 0x00130420,0x0926A110; 0x0926A118; 0x0926A120,
LEVEL_08,8,Dayni Moon,0x0030E094,0x09447D94,CameraHint,3,0x0013046C; 0x00130690; 0x001306BC,0x0926A16C; 0x0926A390; 0x0926A3BC,MobyLink target; MobyLink testMoby; TriggerLink activateArea; TriggerLink destroyArea; MobyLink enemyWave; TriggerLink resetArea; s32 frameCount; s8 activateState; u8 hintFrames; u8 updateDist; Toggle stopShort; f32 camSpeed; Toggle onMobyDestroy; Toggle targetMustBeAlive; Toggle bBreakOnInput; Toggle bDontRespawn; Toggle bDeleteWhenFinished; u8 pad[7];
LEVEL_08,8,Dayni Moon,0x0030E110,0x09447E10,CannonSprout,4,0x0013094C; 0x00130AF4; 0x00130B28; 0x00130C88,0x0926A64C; 0x0926A7F4; 0x0926A828; 0x0926A988,
LEVEL_08,8,Dayni Moon,0x0030E27C,0x09447F7C,ChameleonDecoy,4,0x00131164; 0x0013116C; 0x00131184; 0x0013120C,0x0926AE64; 0x0926AE6C; 0x0926AE84; 0x0926AF0C,
LEVEL_08,8,Dayni Moon,0x0030E398,0x09448098,ClankBotFlingerVehicle,4,0x0013130C; 0x0013145C; 0x001318DC; 0x00131494,0x0926B00C; 0x0926B15C; 0x0926B5DC; 0x0926B194,MobyLink vehicleController; u32 pad[ 3 ];
LEVEL_08,8,Dayni Moon,0x0030E4A4,0x094481A4,ClankBotShrapnel,3,0x00131F50; 0x00131F58; 0x00131F60,0x0926BC50; 0x0926BC58; 0x0926BC60,
LEVEL_08,8,Dayni Moon,0x0030E534,0x09448234,ClankChallengeMenu,3,0x001322E0; 0x00132338; 0x00132340,0x0926BFE0; 0x0926C038; 0x0926C040,MobyLink arenaController[ 3 ]; u32 pad;
LEVEL_08,8,Dayni Moon,0x0030E620,0x09448320,ClankElectroTorso,4,0x00132638; 0x001327B0; 0x00132CA4; 0x00132820,0x0926C338; 0x0926C4B0; 0x0926C9A4; 0x0926C520,MobyLink vehicleController; u32 pad[ 3 ];
LEVEL_08,8,Dayni Moon,0x0030E6A8,0x094483A8,ClankForShipAnim,3,0x00133054; 0x0013305C; 0x00133064,0x0926CD54; 0x0926CD5C; 0x0926CD64,u32 pad[ 4 ];
LEVEL_08,8,Dayni Moon,0x0030E708,0x09448408,ClankHead,3,0x0013306C; 0x00133074; 0x0013307C,0x0926CD6C; 0x0926CD74; 0x0926CD7C,
LEVEL_08,8,Dayni Moon,0x0030E768,0x09448468,ClankPack,3,0x00133084; 0x001330B4; 0x001330BC,0x0926CD84; 0x0926CDB4; 0x0926CDBC,
LEVEL_08,8,Dayni Moon,0x0030E820,0x09448520,ClankRamTorso,4,0x00133128; 0x00133270; 0x001332EC; 0x0013357C,0x0926CE28; 0x0926CF70; 0x0926CFEC; 0x0926D27C,MobyLink vehicleController; u32 pad[ 3 ];
LEVEL_08,8,Dayni Moon,0x0030E8E8,0x094485E8,ClankSawTorso,4,0x00133B3C; 0x00133C84; 0x00133CEC; 0x00133F80,0x0926D83C; 0x0926D984; 0x0926D9EC; 0x0926DC80,MobyLink vehicleController; u32 pad[ 3 ];
LEVEL_08,8,Dayni Moon,0x0030E9B0,0x094486B0,ClankSpikeTorso,4,0x001346A4; 0x001347EC; 0x00134854; 0x00134B00,0x0926E3A4; 0x0926E4EC; 0x0926E554; 0x0926E800,MobyLink vehicleController; u32 pad[ 3 ];
LEVEL_08,8,Dayni Moon,0x0030EA58,0x09448758,CombineChaseController,3,0x00134F4C; 0x00135000; 0x00135408,0x0926EC4C; 0x0926ED00; 0x0926F108,
LEVEL_08,8,Dayni Moon,0x0030EAEC,0x094487EC,ConditionalStartLocation,3,0x001357AC; 0x001357D0; 0x001357D8,0x0926F4AC; 0x0926F4D0; 0x0926F4D8,u32 fromLevelId; u32 levelBeenSeenId; u32 pad[ 2 ];
LEVEL_08,8,Dayni Moon,0x0030EB7C,0x0944887C,ContinuePoint,3,0x00135858; 0x0013587C; 0x00135884,0x0926F558; 0x0926F57C; 0x0926F584,TriggerLink activateTrigger; u8 index;
LEVEL_08,8,Dayni Moon,0x0030EC1C,0x0944891C,CowBell,3,0x00135D54; 0x00135D5C; 0x00135D64,0x0926FA54; 0x0926FA5C; 0x0926FA64,
LEVEL_08,8,Dayni Moon,0x0030ECCC,0x094489CC,Crate,4,0x00135E9C; 0x00135EA4; 0x00135F8C; 0x00135EAC,0x0926FB9C; 0x0926FBA4; 0x0926FC8C; 0x0926FBAC,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen;
LEVEL_08,8,Dayni Moon,0x0030EE0C,0x09448B0C,CrateAmmo,4,0x0013606C; 0x00136094; 0x0013609C; 0x001360A4,0x0926FD6C; 0x0926FD94; 0x0926FD9C; 0x0926FDA4,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Toggle major; Toggle minor; u8 noAmmoType1; u8 noAmmoType2; u8 onlyAmmoType; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[8];
LEVEL_08,8,Dayni Moon,0x0030EF40,0x09448C40,CrateAmmoSpawned,4,0x00136768; 0x00136788; 0x001367A4; 0x00136AA0,0x09270468; 0x09270488; 0x092704A4; 0x092707A0,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Toggle major; Toggle minor; u8 noAmmoType1; u8 noAmmoType2; u8 onlyAmmoType; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[8];
LEVEL_08,8,Dayni Moon,0x0030EFA0,0x09448CA0,CrateChunk,2,0x00136AE0; 0x00136AE8,0x092707E0; 0x092707E8,
LEVEL_08,8,Dayni Moon,0x0030F1A0,0x09448EA0,CrateChunkController,2,0x00137144; 0x0013714C,0x09270E44; 0x09270E4C,
LEVEL_08,8,Dayni Moon,0x0030F2B8,0x09448FB8,CrateHealth,2,0x0013737C; 0x00137418,0x0927107C; 0x09271118,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Moby *pPowerup; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[9];
LEVEL_08,8,Dayni Moon,0x0030F8B0,0x094495B0,CrateHealthSpawned,4,0x00137D34; 0x00137DC8; 0x00137E24; 0x00137DE4,0x09271A34; 0x09271AC8; 0x09271B24; 0x09271AE4,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Moby *pPowerup; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[9];
LEVEL_08,8,Dayni Moon,0x0030F99C,0x0944969C,CrateTeleporter,3,0x001381EC; 0x00138254; 0x00138308,0x09271EEC; 0x09271F54; 0x09272008,u32 type; f32 delay; f32 antiCampRadius; u32 updateDist;
LEVEL_08,8,Dayni Moon,0x0030FA9C,0x0944979C,CrossbowGun,3,0x001387D8; 0x001388C4; 0x00138AA4,0x092724D8; 0x092725C4; 0x092727A4,
LEVEL_08,8,Dayni Moon,0x0030FC7C,0x0944997C,CrossbowShot,3,0x001390F4; 0x001390FC; 0x0013A63C,0x09272DF4; 0x09272DFC; 0x0927433C,
LEVEL_08,8,Dayni Moon,0x0030FD98,0x09449A98,CrystalGroundShard,3,0x0013B530; 0x0013B774; 0x0013B9B8,0x09275230; 0x09275474; 0x092756B8,
LEVEL_08,8,Dayni Moon,0x0030FECC,0x09449BCC,DayNightController,3,0x0013C0D8; 0x0013C5AC; 0x0013C80C,0x09275DD8; 0x092762AC; 0x0927650C,MobyLink dayToNightTriggers; MobyLink fogMoby; MobyLink dayTimeMusic; MobyLink nightTimeMusic; u8 fogNightTimeRed; u8 fogNightTimeGreen; u8 fogNightTimeBlue; u8 pad[ 13 ];
LEVEL_08,8,Dayni Moon,0x0030FFA8,0x09449CA8,DeathTrigger,3,0x0013D080; 0x0013D0E0; 0x0013D0E8,0x09276D80; 0x09276DE0; 0x09276DE8,MobyLink killAreas; MobyLink ignoreAreas; Toggle killHeroInTriggers; f32 minYHeight; u8 pad[3];
LEVEL_08,8,Dayni Moon,0x00310008,0x09449D08,DerbyCrateHealth,4,0x0013D25C; 0x0013D470; 0x0013D48C; 0x0013D4A8,0x09276F5C; 0x09277170; 0x0927718C; 0x092771A8,
LEVEL_08,8,Dayni Moon,0x00310588,0x0944A288,DerbyCratePowerup,4,0x0013DCB0; 0x0013DCE4; 0x0013DD00; 0x0013DD08,0x092779B0; 0x092779E4; 0x09277A00; 0x09277A08,
LEVEL_08,8,Dayni Moon,0x00310650,0x0944A350,DerbyPowerup,3,0x0013DD54; 0x0013DD88; 0x0013DD90,0x09277A54; 0x09277A88; 0x09277A90,
LEVEL_08,8,Dayni Moon,0x003106B0,0x0944A3B0,DerbyPowerupHealth,3,0x0013EBD4; 0x0013EC48; 0x0013EC64,0x092788D4; 0x09278948; 0x09278964,
LEVEL_08,8,Dayni Moon,0x00310888,0x0944A588,DerbyTeleporterHealth,3,0x00140310; 0x00140330; 0x00140338,0x0927A010; 0x0927A030; 0x0927A038,
LEVEL_08,8,Dayni Moon,0x00310938,0x0944A638,DerbyTeleporterPowerup,3,0x00140850; 0x00140878; 0x00140880,0x0927A550; 0x0927A578; 0x0927A580,
LEVEL_08,8,Dayni Moon,0x00310A0C,0x0944A70C,DestructionDerby,3,0x00140DBC; 0x00140F08; 0x00140FE0,0x0927AABC; 0x0927AC08; 0x0927ACE0,MobyLink vehicleController; MobyLink resetMobys; s32 movieNumber; s32 movieHandle;
LEVEL_08,8,Dayni Moon,0x00310A88,0x0944A788,DualBlasterHUD,3,0x00141344; 0x0014134C; 0x00141354,0x0927B044; 0x0927B04C; 0x0927B054,
LEVEL_08,8,Dayni Moon,0x00310B24,0x0944A824,electricXplo,3,0x00141DF4; 0x00141B48; 0x00141B50,0x0927BAF4; 0x0927B848; 0x0927B850,f32 lengths[24]; VEC3 normals[18]; f32 timer; s32 scroll;
LEVEL_08,8,Dayni Moon,0x00310CF8,0x0944A9F8,ElectroBall,3,0x001436DC; 0x0014374C; 0x00143790,0x0927D3DC; 0x0927D44C; 0x0927D490,
LEVEL_08,8,Dayni Moon,0x00310E04,0x0944AB04,ElectroshockWave,3,0x001443D4; 0x001443DC; 0x00144EB4,0x0927E0D4; 0x0927E0DC; 0x0927EBB4,
LEVEL_08,8,Dayni Moon,0x00310F08,0x0944AC08,Electrosoil,3,0x00145244; 0x0014552C; 0x00145534,0x0927EF44; 0x0927F22C; 0x0927F234,MobyLink target[ 2 ]; TriggerLink bound; f32 angle; f32 throwSpeedXZ; f32 throwSpeedY; MobyLink triggerCollection; u32 pad[ 1 ];
LEVEL_08,8,Dayni Moon,0x00310FF0,0x0944ACF0,EnemyBotFlingerVehicle,4,0x00145738; 0x001458EC; 0x00146AC4; 0x00145924,0x0927F438; 0x0927F5EC; 0x092807C4; 0x0927F624,MobyLink vehicleController; s32 headType; u32 pad[ 2 ];
LEVEL_08,8,Dayni Moon,0x00311248,0x0944AF48,EnemyController,3,0x00146E08; 0x00147014; 0x001470F4,0x09280B08; 0x09280D14; 0x09280DF4,TriggerLink updateArea; TriggerLink updateArea2; TriggerLink destroyTrigger; f32 firstWaveDist; f32 secondWaveDist; Toggle envColl; u8 attackingMax; Toggle destroyControllerToo; u8 pad[ 9 ];
LEVEL_08,8,Dayni Moon,0x0031134C,0x0944B04C,EnemyElectroTorso,4,0x00149A48; 0x00149C34; 0x0014A4B4; 0x00149CBC,0x09283748; 0x09283934; 0x092841B4; 0x092839BC,MobyLink vehicleController; s32 headType; u32 pad[ 2 ];
LEVEL_08,8,Dayni Moon,0x0031140C,0x0944B10C,EnemyHead,3,0x0014A890; 0x0014A8A0; 0x0014A8A8,0x09284590; 0x092845A0; 0x092845A8,
LEVEL_08,8,Dayni Moon,0x0031151C,0x0944B21C,EnemyRamTorso,4,0x0014AC50; 0x0014AE3C; 0x0014B8D0; 0x0014AED0,0x09284950; 0x09284B3C; 0x092855D0; 0x09284BD0,MobyLink vehicleController; s32 headType; u32 pad[ 2 ];
LEVEL_08,8,Dayni Moon,0x003115EC,0x0944B2EC,EnemySawTorso,4,0x0014BD2C; 0x0014BEAC; 0x0014C71C; 0x0014BF2C,0x09285A2C; 0x09285BAC; 0x0928641C; 0x09285C2C,MobyLink vehicleController; u32 pad[ 3 ];
LEVEL_08,8,Dayni Moon,0x0031176C,0x0944B46C,EnemyWave,3,0x0014CABC; 0x0014CB74; 0x0014CE78,0x092867BC; 0x09286874; 0x09286B78,MobyLink destroyedMoby; TriggerLink trigger; MobyLink previousWave; f32 timer; f32 delayRandMax; MobyLink enemyControllerToCheck; u8 mobyToCheckState; Toggle prevWaveDestroyed; u8 enemyInControllerCount; u8 pad[ 9 ];
LEVEL_08,8,Dayni Moon,0x00311858,0x0944B558,EnergyBlade,3,0x0014D2DC; 0x0014D6AC; 0x0014DB5C,0x09286FDC; 0x092873AC; 0x0928785C,
LEVEL_08,8,Dayni Moon,0x00311A14,0x0944B714,ExplosiveBee,3,0x0014E5F4; 0x0014E69C; 0x0014F544,0x092882F4; 0x0928839C; 0x09289244,
LEVEL_08,8,Dayni Moon,0x00311BE0,0x0944B8E0,FarmerBot,4,0x0015063C; 0x00150928; 0x00151128; 0x001509E8,0x0928A33C; 0x0928A628; 0x0928AE28; 0x0928A6E8,Navigate navigate; MobyLink enemyController; CurveLink initPath; MobyLink enemyWave; u32 pad[ 3 ];
LEVEL_08,8,Dayni Moon,0x00311D04,0x0944BA04,FarmerVehicle,4,0x0015204C; 0x0015218C; 0x001521B0; 0x00152470,0x0928BD4C; 0x0928BE8C; 0x0928BEB0; 0x0928C170,MobyLink vehicleController; u32 pad[ 3 ];
LEVEL_08,8,Dayni Moon,0x00311E48,0x0944BB48,Flamethrower,3,0x0015277C; 0x001528F8; 0x00153708,0x0928C47C; 0x0928C5F8; 0x0928D408,
LEVEL_08,8,Dayni Moon,0x003120AC,0x0944BDAC,FogMoby,3,0x00155608; 0x001556A8; 0x001556B0,0x0928F308; 0x0928F3A8; 0x0928F3B0,TriggerLink region; f32 Side1FogStart; f32 Side1FogEnd; u8 Side1Red; u8 Side1Green; u8 Side1Blue; u8 padAlpha1; f32 Side2FogStart; f32 Side2FogEnd; u8 Side2Red; u8 Side2Green; u8 Side2Blue; u8 padAlpha2; u32 pad[ 1 ];
LEVEL_08,8,Dayni Moon,0x00312120,0x0944BE20,GenericTieForm,3,0x00155C00; 0x00155C50; 0x00155C84,0x0928F900; 0x0928F950; 0x0928F984,
LEVEL_08,8,Dayni Moon,0x003121D4,0x0944BED4,GlowCard,3,0x00155F94; 0x001560B4; 0x001560BC,0x0928FC94; 0x0928FDB4; 0x0928FDBC,u8 red; u8 green; u8 blue; u8 alpha; f32 size; f32 zOffset; CurveLink points;
LEVEL_08,8,Dayni Moon,0x00312248,0x0944BF48,GravityCrystal,3,0x00156AE0; 0x00156CF8; 0x00157670,0x092907E0; 0x092909F8; 0x09291370,
LEVEL_08,8,Dayni Moon,0x0031247C,0x0944C17C,GrindrailBomb,4,0x001582B4; 0x001583A4; 0x00158408; 0x001581AC,0x09291FB4; 0x092920A4; 0x09292108; 0x09291EAC,
LEVEL_08,8,Dayni Moon,0x0031274C,0x0944C44C,GrindrailController,2,0x00159A44; 0x00159CB4,0x09293744; 0x092939B4,VEC4 dir; CurveLink path; f32 grindrailSp; CurveLink secPaths[20]; f32 camDefaultLookLead; f32 camDefaultDist; f32 camDefaultHeight; f32 camDefaultAzimuth; f32 camDefaultElevation; f32 bombDamageFrac; f32 gateDamageFrac;
LEVEL_08,8,Dayni Moon,0x0031297C,0x0944C67C,GrindrailGate,3,0x00159FB4; 0x0015A08C; 0x0015A284,0x09293CB4; 0x09293D8C; 0x09293F84,u32 pad[4];
LEVEL_08,8,Dayni Moon,0x00312A80,0x0944C780,GrindrailLock,3,0x0015A8C8; 0x0015ACA8; 0x0015ADD4,0x092945C8; 0x092949A8; 0x09294AD4,TriggerLink promptArea; TriggerLink endArea; MobyLink matrixMoby; u32 lockID; MobyLink destroyMobys; u32 pad[ 3 ];
LEVEL_08,8,Dayni Moon,0x00312B60,0x0944C860,GrindrailSwitch,4,0x0015B6B4; 0x0015B7FC; 0x0015B860; 0x0015B49C,0x092953B4; 0x092954FC; 0x09295560; 0x0929519C,MobyLink gate; Toggle toggleOnOff; s32 gateMember; u32 pad[1];
LEVEL_08,8,Dayni Moon,0x00312D4C,0x0944CA4C,HappyRam,4,0x0015BFD0; 0x0015C0E4; 0x0015D024; 0x0015C1C8,0x09295CD0; 0x09295DE4; 0x09296D24; 0x09295EC8,Navigate navigate; MobyLink enemyController; TriggerLink detectArea; CurveLink retreatPoint; TriggerLink stopDetectArea; MobyLink mobyGroup;
LEVEL_08,8,Dayni Moon,0x00312E9C,0x0944CB9C,HappyRamVehicle,4,0x0015DC34; 0x0015DD8C; 0x0015E5C4; 0x0015DDB0,0x09297934; 0x09297A8C; 0x092982C4; 0x09297AB0,MobyLink vehicleController; u32 pad[ 3 ];
