module,level,candidate_kind,function_rva,arithmetic_rva,arithmetic_file_offset,vanilla_word,operation,memory_load_rva,memory_base,memory_origin_heuristic,field_offset,store_rva,store_vanilla_word,fixed_delta_per_call,direct_objects,objects_within_3_calls,known_wrapper_family,source_strings,evidence_confidence,branches_or_calls_in_linear_slice,status,runtime_address_rule,context,static_proposal,constant_value,constant_bits,constant_rva,constant_definition_rvas,constant_definition_words
9,Inside Clank,float_multiplicative_read_modify_write,0x00036BCC,0x00036C54,0x00036CC8,0x460C7302,mul.s,0x00036C50,s0,s0(entry),+0x1c0,0x00036C58,0xE60C01C0,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00036C48 0x460C7382 mul.s $f14, $f14, $f12 | 0x00036C4C 0xE60E01BC swc1 $f14, 0x1bc($s0) | 0x00036C50 0xC60E01C0 lwc1 $f14, 0x1c0($s0) | 0x00036C54 0x460C7302 mul.s $f12, $f14, $f12 | 0x00036C58 0xE60C01C0 swc1 $f12, 0x1c0($s0) | 0x00036C5C 0xC60C01B8 lwc1 $f12, 0x1b8($s0) | 0x00036C60 0xE60C01C8 swc1 $f12, 0x1c8($s0) | 0x00036C64 0xC60C01BC lwc1 $f12, 0x1bc($s0) | 0x00036C68 0xE60C01CC swc1 $f12, 0x1cc($s0) | 0x00036C6C 0xC60C01C0 lwc1 $f12, 0x1c0($s0) | 0x00036C70 0xE60C01D0 swc1 $f12, 0x1d0($s0) | 0x00036C74 0x3C04002B lui $a0, 0x2b",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x00036E38,0x00036EB0,0x00036F24,0x460C7382,mul.s,0x00036EAC,s0,s0(entry),+0x13c,0x00036EB4,0xE60E013C,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00036EA4 0x44846800 mtc1 $a0, $f13 | 0x00036EA8 0x460C6B03 div.s $f12, $f13, $f12 | 0x00036EAC 0xC60E013C lwc1 $f14, 0x13c($s0) | 0x00036EB0 0x460C7382 mul.s $f14, $f14, $f12 | 0x00036EB4 0xE60E013C swc1 $f14, 0x13c($s0) | 0x00036EB8 0xC60E0140 lwc1 $f14, 0x140($s0) | 0x00036EBC 0x460C7382 mul.s $f14, $f14, $f12 | 0x00036EC0 0xE60E0140 swc1 $f14, 0x140($s0) | 0x00036EC4 0xC60E0144 lwc1 $f14, 0x144($s0) | 0x00036EC8 0x460C7302 mul.s $f12, $f14, $f12 | 0x00036ECC 0xE60C0144 swc1 $f12, 0x144($s0) | 0x00036ED0 0x1000066E b 0x3888c",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x00036E38,0x00036EBC,0x00036F30,0x460C7382,mul.s,0x00036EB8,s0,s0(entry),+0x140,0x00036EC0,0xE60E0140,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00036EB0 0x460C7382 mul.s $f14, $f14, $f12 | 0x00036EB4 0xE60E013C swc1 $f14, 0x13c($s0) | 0x00036EB8 0xC60E0140 lwc1 $f14, 0x140($s0) | 0x00036EBC 0x460C7382 mul.s $f14, $f14, $f12 | 0x00036EC0 0xE60E0140 swc1 $f14, 0x140($s0) | 0x00036EC4 0xC60E0144 lwc1 $f14, 0x144($s0) | 0x00036EC8 0x460C7302 mul.s $f12, $f14, $f12 | 0x00036ECC 0xE60C0144 swc1 $f12, 0x144($s0) | 0x00036ED0 0x1000066E b 0x3888c | 0x00036ED4 0x00000000 nop ",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x00036E38,0x00036EC8,0x00036F3C,0x460C7302,mul.s,0x00036EC4,s0,s0(entry),+0x144,0x00036ECC,0xE60C0144,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00036EBC 0x460C7382 mul.s $f14, $f14, $f12 | 0x00036EC0 0xE60E0140 swc1 $f14, 0x140($s0) | 0x00036EC4 0xC60E0144 lwc1 $f14, 0x144($s0) | 0x00036EC8 0x460C7302 mul.s $f12, $f14, $f12 | 0x00036ECC 0xE60C0144 swc1 $f12, 0x144($s0) | 0x00036ED0 0x1000066E b 0x3888c | 0x00036ED4 0x00000000 nop ",,,,,,
9,Inside Clank,float_read_modify_write,0x00037858,0x00037930,0x000379A4,0x460D6300,add.s,0x00037920,a0,s0(entry)->load[+0x59c],+0x34,0x00037934,0xE48C0034,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00037918 0x00000000 nop  | 0x0003791C 0x8E04059C lw $a0, 0x59c($s0) | 0x00037920 0xC48C0034 lwc1 $f12, 0x34($a0) | 0x00037924 0x3C05461C lui $a1, 0x461c | 0x00037928 0x34A54000 ori $a1, $a1, 0x4000 | 0x0003792C 0x44856800 mtc1 $a1, $f13 | 0x00037930 0x460D6300 add.s $f12, $f12, $f13 | 0x00037934 0xE48C0034 swc1 $f12, 0x34($a0) | 0x00037938 0x8E0405A0 lw $a0, 0x5a0($s0) | 0x0003793C 0x10800008 beqz $a0, 0x37960 | 0x00037940 0x00000000 nop  | 0x00037944 0x8E0405A0 lw $a0, 0x5a0($s0) | 0x00037948 0xC48C0034 lwc1 $f12, 0x34($a0) | 0x0003794C 0x3C05461C lui $a1, 0x461c | 0x00037950 0x34A54000 ori $a1, $a1, 0x4000",,,,,,
9,Inside Clank,float_read_modify_write,0x00037858,0x00037958,0x000379CC,0x460D6300,add.s,0x00037948,a0,s0(entry)->load[+0x5a0],+0x34,0x0003795C,0xE48C0034,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00037940 0x00000000 nop  | 0x00037944 0x8E0405A0 lw $a0, 0x5a0($s0) | 0x00037948 0xC48C0034 lwc1 $f12, 0x34($a0) | 0x0003794C 0x3C05461C lui $a1, 0x461c | 0x00037950 0x34A54000 ori $a1, $a1, 0x4000 | 0x00037954 0x44856800 mtc1 $a1, $f13 | 0x00037958 0x460D6300 add.s $f12, $f12, $f13 | 0x0003795C 0xE48C0034 swc1 $f12, 0x34($a0) | 0x00037960 0x8E040598 lw $a0, 0x598($s0) | 0x00037964 0x10800008 beqz $a0, 0x37988 | 0x00037968 0x00000000 nop  | 0x0003796C 0x8E040598 lw $a0, 0x598($s0) | 0x00037970 0xC48C0034 lwc1 $f12, 0x34($a0) | 0x00037974 0x3C05461C lui $a1, 0x461c | 0x00037978 0x34A54000 ori $a1, $a1, 0x4000",,,,,,
9,Inside Clank,float_read_modify_write,0x00037858,0x00037980,0x000379F4,0x460D6300,add.s,0x00037970,a0,s0(entry)->load[+0x598],+0x34,0x00037984,0xE48C0034,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00037968 0x00000000 nop  | 0x0003796C 0x8E040598 lw $a0, 0x598($s0) | 0x00037970 0xC48C0034 lwc1 $f12, 0x34($a0) | 0x00037974 0x3C05461C lui $a1, 0x461c | 0x00037978 0x34A54000 ori $a1, $a1, 0x4000 | 0x0003797C 0x44856800 mtc1 $a1, $f13 | 0x00037980 0x460D6300 add.s $f12, $f12, $f13 | 0x00037984 0xE48C0034 swc1 $f12, 0x34($a0) | 0x00037988 0x8E0405A4 lw $a0, 0x5a4($s0) | 0x0003798C 0x10800008 beqz $a0, 0x379b0 | 0x00037990 0x00000000 nop  | 0x00037994 0x8E0405A4 lw $a0, 0x5a4($s0) | 0x00037998 0xC48C0034 lwc1 $f12, 0x34($a0) | 0x0003799C 0x3C05461C lui $a1, 0x461c | 0x000379A0 0x34A54000 ori $a1, $a1, 0x4000",,,,,,
9,Inside Clank,float_read_modify_write,0x00037858,0x000379A8,0x00037A1C,0x460D6300,add.s,0x00037998,a0,s0(entry)->load[+0x5a4],+0x34,0x000379AC,0xE48C0034,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00037990 0x00000000 nop  | 0x00037994 0x8E0405A4 lw $a0, 0x5a4($s0) | 0x00037998 0xC48C0034 lwc1 $f12, 0x34($a0) | 0x0003799C 0x3C05461C lui $a1, 0x461c | 0x000379A0 0x34A54000 ori $a1, $a1, 0x4000 | 0x000379A4 0x44856800 mtc1 $a1, $f13 | 0x000379A8 0x460D6300 add.s $f12, $f12, $f13 | 0x000379AC 0xE48C0034 swc1 $f12, 0x34($a0) | 0x000379B0 0x8E0405D0 lw $a0, 0x5d0($s0) | 0x000379B4 0x10800003 beqz $a0, 0x379c4 | 0x000379B8 0x00000000 nop  | 0x000379BC 0x0C00B7A5 jal 0x2de94 | 0x000379C0 0x02002025 move $a0, $s0 | 0x000379C4 0x8E0405D4 lw $a0, 0x5d4($s0) | 0x000379C8 0x10800003 beqz $a0, 0x379d8",,,,,,
9,Inside Clank,float_read_modify_write,0x000391A4,0x00039210,0x00039284,0x460E6B40,add.s,0x00039204,s0,s0(entry),+0x2d4,0x00039214,0xE60D02D4,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x000391FC 0x8E040328 lw $a0, 0x328($s0) | 0x00039200 0xC48C0034 lwc1 $f12, 0x34($a0) | 0x00039204 0xC60D02D4 lwc1 $f13, 0x2d4($s0) | 0x00039208 0xC60E0330 lwc1 $f14, 0x330($s0) | 0x0003920C 0x460E6381 sub.s $f14, $f12, $f14 | 0x00039210 0x460E6B40 add.s $f13, $f13, $f14 | 0x00039214 0xE60D02D4 swc1 $f13, 0x2d4($s0) | 0x00039218 0xE60C0330 swc1 $f12, 0x330($s0) | 0x0003921C 0x260402D0 addiu $a0, $s0, 0x2d0 | 0x00039220 0xC60C02D4 lwc1 $f12, 0x2d4($s0) | 0x00039224 0x260502D8 addiu $a1, $s0, 0x2d8 | 0x00039228 0xC60D02DC lwc1 $f13, 0x2dc($s0) | 0x0003922C 0xC60E02E0 lwc1 $f14, 0x2e0($s0) | 0x00039230 0x0C0038A4 jal 0xe290",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x000391A4,0x0003948C,0x00039500,0x460C7382,mul.s,0x00039488,a0,a0,+0x10,0x00039490,0xE48E0010,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00039480 0x44856800 mtc1 $a1, $f13 | 0x00039484 0x460C6B03 div.s $f12, $f13, $f12 | 0x00039488 0xC48E0010 lwc1 $f14, 0x10($a0) | 0x0003948C 0x460C7382 mul.s $f14, $f14, $f12 | 0x00039490 0xE48E0010 swc1 $f14, 0x10($a0) | 0x00039494 0xC48E0014 lwc1 $f14, 0x14($a0) | 0x00039498 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003949C 0xE48E0014 swc1 $f14, 0x14($a0) | 0x000394A0 0xC48E0018 lwc1 $f14, 0x18($a0) | 0x000394A4 0x460C7302 mul.s $f12, $f14, $f12 | 0x000394A8 0xE48C0018 swc1 $f12, 0x18($a0) | 0x000394AC 0x44806000 mtc1 $zero, $f12",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x000391A4,0x00039498,0x0003950C,0x460C7382,mul.s,0x00039494,a0,a0,+0x14,0x0003949C,0xE48E0014,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003948C 0x460C7382 mul.s $f14, $f14, $f12 | 0x00039490 0xE48E0010 swc1 $f14, 0x10($a0) | 0x00039494 0xC48E0014 lwc1 $f14, 0x14($a0) | 0x00039498 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003949C 0xE48E0014 swc1 $f14, 0x14($a0) | 0x000394A0 0xC48E0018 lwc1 $f14, 0x18($a0) | 0x000394A4 0x460C7302 mul.s $f12, $f14, $f12 | 0x000394A8 0xE48C0018 swc1 $f12, 0x18($a0) | 0x000394AC 0x44806000 mtc1 $zero, $f12 | 0x000394B0 0xE48C001C swc1 $f12, 0x1c($a0) | 0x000394B4 0x3C043F80 lui $a0, 0x3f80 | 0x000394B8 0x44846000 mtc1 $a0, $f12",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x000391A4,0x000394A4,0x00039518,0x460C7302,mul.s,0x000394A0,a0,a0,+0x18,0x000394A8,0xE48C0018,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00039498 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003949C 0xE48E0014 swc1 $f14, 0x14($a0) | 0x000394A0 0xC48E0018 lwc1 $f14, 0x18($a0) | 0x000394A4 0x460C7302 mul.s $f12, $f14, $f12 | 0x000394A8 0xE48C0018 swc1 $f12, 0x18($a0) | 0x000394AC 0x44806000 mtc1 $zero, $f12 | 0x000394B0 0xE48C001C swc1 $f12, 0x1c($a0) | 0x000394B4 0x3C043F80 lui $a0, 0x3f80 | 0x000394B8 0x44846000 mtc1 $a0, $f12 | 0x000394BC 0xE60C0260 swc1 $f12, 0x260($s0) | 0x000394C0 0x0C00F901 jal 0x3e404 | 0x000394C4 0x02002025 move $a0, $s0",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x00039C98,0x00039F20,0x00039F94,0x460C7382,mul.s,0x00039F1C,s2,s2(entry),+0x10,0x00039F24,0xE64E0010,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00039F14 0x44846800 mtc1 $a0, $f13 | 0x00039F18 0x460C6B03 div.s $f12, $f13, $f12 | 0x00039F1C 0xC64E0010 lwc1 $f14, 0x10($s2) | 0x00039F20 0x460C7382 mul.s $f14, $f14, $f12 | 0x00039F24 0xE64E0010 swc1 $f14, 0x10($s2) | 0x00039F28 0xC64E0014 lwc1 $f14, 0x14($s2) | 0x00039F2C 0x460C7382 mul.s $f14, $f14, $f12 | 0x00039F30 0xE64E0014 swc1 $f14, 0x14($s2) | 0x00039F34 0xC64E0018 lwc1 $f14, 0x18($s2) | 0x00039F38 0x460C7302 mul.s $f12, $f14, $f12 | 0x00039F3C 0xE64C0018 swc1 $f12, 0x18($s2) | 0x00039F40 0x44806000 mtc1 $zero, $f12",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x00039C98,0x00039F2C,0x00039FA0,0x460C7382,mul.s,0x00039F28,s2,s2(entry),+0x14,0x00039F30,0xE64E0014,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00039F20 0x460C7382 mul.s $f14, $f14, $f12 | 0x00039F24 0xE64E0010 swc1 $f14, 0x10($s2) | 0x00039F28 0xC64E0014 lwc1 $f14, 0x14($s2) | 0x00039F2C 0x460C7382 mul.s $f14, $f14, $f12 | 0x00039F30 0xE64E0014 swc1 $f14, 0x14($s2) | 0x00039F34 0xC64E0018 lwc1 $f14, 0x18($s2) | 0x00039F38 0x460C7302 mul.s $f12, $f14, $f12 | 0x00039F3C 0xE64C0018 swc1 $f12, 0x18($s2) | 0x00039F40 0x44806000 mtc1 $zero, $f12 | 0x00039F44 0xE64C001C swc1 $f12, 0x1c($s2) | 0x00039F48 0x3C043F80 lui $a0, 0x3f80 | 0x00039F4C 0x44846000 mtc1 $a0, $f12",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x00039C98,0x00039F38,0x00039FAC,0x460C7302,mul.s,0x00039F34,s2,s2(entry),+0x18,0x00039F3C,0xE64C0018,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x00039F2C 0x460C7382 mul.s $f14, $f14, $f12 | 0x00039F30 0xE64E0014 swc1 $f14, 0x14($s2) | 0x00039F34 0xC64E0018 lwc1 $f14, 0x18($s2) | 0x00039F38 0x460C7302 mul.s $f12, $f14, $f12 | 0x00039F3C 0xE64C0018 swc1 $f12, 0x18($s2) | 0x00039F40 0x44806000 mtc1 $zero, $f12 | 0x00039F44 0xE64C001C swc1 $f12, 0x1c($s2) | 0x00039F48 0x3C043F80 lui $a0, 0x3f80 | 0x00039F4C 0x44846000 mtc1 $a0, $f12 | 0x00039F50 0xE60C0260 swc1 $f12, 0x260($s0) | 0x00039F54 0x0C00F901 jal 0x3e404 | 0x00039F58 0x02002025 move $a0, $s0",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x0003A1E8,0x0003A490,0x0003A504,0x460C7382,mul.s,0x0003A48C,s2,s2(entry),+0x10,0x0003A494,0xE64E0010,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003A484 0x44846800 mtc1 $a0, $f13 | 0x0003A488 0x460C6B03 div.s $f12, $f13, $f12 | 0x0003A48C 0xC64E0010 lwc1 $f14, 0x10($s2) | 0x0003A490 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A494 0xE64E0010 swc1 $f14, 0x10($s2) | 0x0003A498 0xC64E0014 lwc1 $f14, 0x14($s2) | 0x0003A49C 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A4A0 0xE64E0014 swc1 $f14, 0x14($s2) | 0x0003A4A4 0xC64E0018 lwc1 $f14, 0x18($s2) | 0x0003A4A8 0x460C7302 mul.s $f12, $f14, $f12 | 0x0003A4AC 0xE64C0018 swc1 $f12, 0x18($s2) | 0x0003A4B0 0x44806000 mtc1 $zero, $f12",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x0003A1E8,0x0003A49C,0x0003A510,0x460C7382,mul.s,0x0003A498,s2,s2(entry),+0x14,0x0003A4A0,0xE64E0014,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003A490 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A494 0xE64E0010 swc1 $f14, 0x10($s2) | 0x0003A498 0xC64E0014 lwc1 $f14, 0x14($s2) | 0x0003A49C 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A4A0 0xE64E0014 swc1 $f14, 0x14($s2) | 0x0003A4A4 0xC64E0018 lwc1 $f14, 0x18($s2) | 0x0003A4A8 0x460C7302 mul.s $f12, $f14, $f12 | 0x0003A4AC 0xE64C0018 swc1 $f12, 0x18($s2) | 0x0003A4B0 0x44806000 mtc1 $zero, $f12 | 0x0003A4B4 0xE64C001C swc1 $f12, 0x1c($s2) | 0x0003A4B8 0x3C043F80 lui $a0, 0x3f80 | 0x0003A4BC 0x44846000 mtc1 $a0, $f12",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x0003A1E8,0x0003A4A8,0x0003A51C,0x460C7302,mul.s,0x0003A4A4,s2,s2(entry),+0x18,0x0003A4AC,0xE64C0018,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003A49C 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A4A0 0xE64E0014 swc1 $f14, 0x14($s2) | 0x0003A4A4 0xC64E0018 lwc1 $f14, 0x18($s2) | 0x0003A4A8 0x460C7302 mul.s $f12, $f14, $f12 | 0x0003A4AC 0xE64C0018 swc1 $f12, 0x18($s2) | 0x0003A4B0 0x44806000 mtc1 $zero, $f12 | 0x0003A4B4 0xE64C001C swc1 $f12, 0x1c($s2) | 0x0003A4B8 0x3C043F80 lui $a0, 0x3f80 | 0x0003A4BC 0x44846000 mtc1 $a0, $f12 | 0x0003A4C0 0xE60C0260 swc1 $f12, 0x260($s0) | 0x0003A4C4 0x0C00F901 jal 0x3e404 | 0x0003A4C8 0x02002025 move $a0, $s0",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x0003A610,0x0003A98C,0x0003AA00,0x460C7382,mul.s,0x0003A988,s2,s2(entry),+0x10,0x0003A990,0xE64E0010,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003A980 0x44846800 mtc1 $a0, $f13 | 0x0003A984 0x460C6B03 div.s $f12, $f13, $f12 | 0x0003A988 0xC64E0010 lwc1 $f14, 0x10($s2) | 0x0003A98C 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A990 0xE64E0010 swc1 $f14, 0x10($s2) | 0x0003A994 0xC64E0014 lwc1 $f14, 0x14($s2) | 0x0003A998 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A99C 0xE64E0014 swc1 $f14, 0x14($s2) | 0x0003A9A0 0xC64E0018 lwc1 $f14, 0x18($s2) | 0x0003A9A4 0x460C7302 mul.s $f12, $f14, $f12 | 0x0003A9A8 0xE64C0018 swc1 $f12, 0x18($s2) | 0x0003A9AC 0x44806000 mtc1 $zero, $f12",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x0003A610,0x0003A998,0x0003AA0C,0x460C7382,mul.s,0x0003A994,s2,s2(entry),+0x14,0x0003A99C,0xE64E0014,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003A98C 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A990 0xE64E0010 swc1 $f14, 0x10($s2) | 0x0003A994 0xC64E0014 lwc1 $f14, 0x14($s2) | 0x0003A998 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A99C 0xE64E0014 swc1 $f14, 0x14($s2) | 0x0003A9A0 0xC64E0018 lwc1 $f14, 0x18($s2) | 0x0003A9A4 0x460C7302 mul.s $f12, $f14, $f12 | 0x0003A9A8 0xE64C0018 swc1 $f12, 0x18($s2) | 0x0003A9AC 0x44806000 mtc1 $zero, $f12 | 0x0003A9B0 0xE64C001C swc1 $f12, 0x1c($s2) | 0x0003A9B4 0x3C043F80 lui $a0, 0x3f80 | 0x0003A9B8 0x44846000 mtc1 $a0, $f12",,,,,,
9,Inside Clank,float_multiplicative_read_modify_write,0x0003A610,0x0003A9A4,0x0003AA18,0x460C7302,mul.s,0x0003A9A0,s2,s2(entry),+0x18,0x0003A9A8,0xE64C0018,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003A998 0x460C7382 mul.s $f14, $f14, $f12 | 0x0003A99C 0xE64E0014 swc1 $f14, 0x14($s2) | 0x0003A9A0 0xC64E0018 lwc1 $f14, 0x18($s2) | 0x0003A9A4 0x460C7302 mul.s $f12, $f14, $f12 | 0x0003A9A8 0xE64C0018 swc1 $f12, 0x18($s2) | 0x0003A9AC 0x44806000 mtc1 $zero, $f12 | 0x0003A9B0 0xE64C001C swc1 $f12, 0x1c($s2) | 0x0003A9B4 0x3C043F80 lui $a0, 0x3f80 | 0x0003A9B8 0x44846000 mtc1 $a0, $f12 | 0x0003A9BC 0xE60C0260 swc1 $f12, 0x260($s0) | 0x0003A9C0 0x0C00F901 jal 0x3e404 | 0x0003A9C4 0x02002025 move $a0, $s0",,,,,,
9,Inside Clank,float_fixed_step_read_modify_write,0x0003A9FC,0x0003AA44,0x0003AAB8,0x460D6301,sub.s,0x0003AA34,s0,s0(entry),+0x138,0x0003AA48,0xE60C0138,-0.0333333351,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003AA2C 0x0C00C0C6 jal 0x30318 | 0x0003AA30 0x02002025 move $a0, $s0 | 0x0003AA34 0xC60C0138 lwc1 $f12, 0x138($s0) | 0x0003AA38 0x3C043D08 lui $a0, 0x3d08 | 0x0003AA3C 0x34848889 ori $a0, $a0, 0x8889 | 0x0003AA40 0x44846800 mtc1 $a0, $f13 | 0x0003AA44 0x460D6301 sub.s $f12, $f12, $f13 | 0x0003AA48 0xE60C0138 swc1 $f12, 0x138($s0) | 0x0003AA4C 0x4614603E c.le.s $f12, $f20 | 0x0003AA50 0x00000000 nop  | 0x0003AA54 0x45000017 bc1f 0x3aab4 | 0x0003AA58 0x00000000 nop  | 0x0003AA5C 0x0C00BF15 jal 0x2fc54 | 0x0003AA60 0x02002025 move $a0, $s0 | 0x0003AA64 0x02002025 move $a0, $s0",,0.0333333351,0x3D088889,,0x0003AA38;0x0003AA3C;0x0003AA40,0x3C043D08;0x34848889;0x44846800
9,Inside Clank,float_read_modify_write,0x0003AAE0,0x0003AE2C,0x0003AEA0,0x460C7B00,add.s,0x0003AE28,s0,s0(entry),+0x178,0x0003AE30,0xE60C0178,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003AE20 0xC6110038 lwc1 $f17, 0x38($s0) | 0x0003AE24 0x46117381 sub.s $f14, $f14, $f17 | 0x0003AE28 0xC60F0178 lwc1 $f15, 0x178($s0) | 0x0003AE2C 0x460C7B00 add.s $f12, $f15, $f12 | 0x0003AE30 0xE60C0178 swc1 $f12, 0x178($s0) | 0x0003AE34 0xC60C0180 lwc1 $f12, 0x180($s0) | 0x0003AE38 0x460E6300 add.s $f12, $f12, $f14 | 0x0003AE3C 0xE60C0180 swc1 $f12, 0x180($s0) | 0x0003AE40 0x8FA4025C lw $a0, 0x25c($sp) | 0x0003AE44 0x34050002 ori $a1, $zero, 2 | 0x0003AE48 0x1485000A bne $a0, $a1, 0x3ae74 | 0x0003AE4C 0x00000000 nop ",,,,,,
9,Inside Clank,float_read_modify_write,0x0003AAE0,0x0003AE38,0x0003AEAC,0x460E6300,add.s,0x0003AE34,s0,s0(entry),+0x180,0x0003AE3C,0xE60C0180,,,,,,local_straight_line,0,STATIC_CANDIDATE_NOT_APPLIED_NOT_LIVE_VALIDATED,current verified module text base + RVA,"0x0003AE2C 0x460C7B00 add.s $f12, $f15, $f12 | 0x0003AE30 0xE60C0178 swc1 $f12, 0x178($s0) | 0x0003AE34 0xC60C0180 lwc1 $f12, 0x180($s0) | 0x0003AE38 0x460E6300 add.s $f12, $f12, $f14 | 0x0003AE3C 0xE60C0180 swc1 $f12, 0x180($s0) | 0x0003AE40 0x8FA4025C lw $a0, 0x25c($sp) | 0x0003AE44 0x34050002 ori $a1, $zero, 2 | 0x0003AE48 0x1485000A bne $a0, $a1, 0x3ae74 | 0x0003AE4C 0x00000000 nop  | 0x0003AE50 0xC7AC0230 lwc1 $f12, 0x230($sp) | 0x0003AE54 0xC60D0034 lwc1 $f13, 0x34($s0) | 0x0003AE58 0x3C04002A lui $a0, 0x2a",,,,,,
