module_index,module_key,level,family_id,callsite_runtime,delay_slot_runtime,mips_ra_runtime,wrapper_entry_runtime,expected_original_jal_word,replacement_formula,default_policy
4,LEVEL_04,Metalis,WF-001,0x09185DC0,0x09185DC4,0x09185DC8,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-001,0x09185F3C,0x09185F40,0x09185F44,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-003,0x09189BDC,0x09189BE0,0x09189BE4,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-004,0x0919176C,0x09191770,0x09191774,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-028,0x091DFAD0,0x091DFAD4,0x091DFAD8,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-028,0x091DFAF4,0x091DFAF8,0x091DFAFC,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-008,0x0924C44C,0x0924C450,0x0924C454,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-008,0x0924C46C,0x0924C470,0x0924C474,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-009,0x0924C6CC,0x0924C6D0,0x0924C6D4,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-009,0x0924C6EC,0x0924C6F0,0x0924C6F4,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-007,0x0924C91C,0x0924C920,0x0924C924,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-007,0x0924C99C,0x0924C9A0,0x0924C9A4,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-007,0x0924C9C4,0x0924C9C8,0x0924C9CC,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-010,0x0924F3A8,0x0924F3AC,0x0924F3B0,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-010,0x0924F468,0x0924F46C,0x0924F470,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-026,0x09263330,0x09263334,0x09263338,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-025,0x0926372C,0x09263730,0x09263734,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-006,0x092A2478,0x092A247C,0x092A2480,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-030,0x092C64F8,0x092C64FC,0x092C6500,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-012,0x092DA9AC,0x092DA9B0,0x092DA9B4,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-011,0x092DB098,0x092DB09C,0x092DB0A0,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
4,LEVEL_04,Metalis,WF-011,0x092DB0B4,0x092DB0B8,0x092DB0BC,0x09147E54,0x0E451F95,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-005,0x09148228,0x0914822C,0x09148230,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-005,0x09148244,0x09148248,0x0914824C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-005,0x09148260,0x09148264,0x09148268,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-018,0x091482B8,0x091482BC,0x091482C0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-018,0x091482D4,0x091482D8,0x091482DC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-013,0x09148518,0x0914851C,0x09148520,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-013,0x0914853C,0x09148540,0x09148544,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-020,0x091486B8,0x091486BC,0x091486C0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-020,0x091486D8,0x091486DC,0x091486E0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-017,0x09162660,0x09162664,0x09162668,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-017,0x09162684,0x09162688,0x0916268C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-017,0x091626A8,0x091626AC,0x091626B0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-022,0x0916367C,0x09163680,0x09163684,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-002,0x09181C38,0x09181C3C,0x09181C40,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-001,0x09182314,0x09182318,0x0918231C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-001,0x09182348,0x0918234C,0x09182350,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-001,0x091824C4,0x091824C8,0x091824CC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-003,0x09186164,0x09186168,0x0918616C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-004,0x0918DCD8,0x0918DCDC,0x0918DCE0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-008,0x092411E4,0x092411E8,0x092411EC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-008,0x09241204,0x09241208,0x0924120C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-009,0x09241464,0x09241468,0x0924146C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-009,0x09241484,0x09241488,0x0924148C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-007,0x092416B4,0x092416B8,0x092416BC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-007,0x09241734,0x09241738,0x0924173C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-007,0x0924175C,0x09241760,0x09241764,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-010,0x09244140,0x09244144,0x09244148,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-010,0x09244200,0x09244204,0x09244208,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-050,0x0926D5F0,0x0926D5F4,0x0926D5F8,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-048,0x0927D090,0x0927D094,0x0927D098,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-056,0x0927DBF4,0x0927DBF8,0x0927DBFC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-006,0x092958A8,0x092958AC,0x092958B0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-027,0x092A04A8,0x092A04AC,0x092A04B0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-027,0x092A04C4,0x092A04C8,0x092A04CC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-027,0x092A07AC,0x092A07B0,0x092A07B4,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-027,0x092A07D0,0x092A07D4,0x092A07D8,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-027,0x092A089C,0x092A08A0,0x092A08A4,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-012,0x092B9604,0x092B9608,0x092B960C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-011,0x092B9CF0,0x092B9CF4,0x092B9CF8,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
5,LEVEL_05,Dreamtime,WF-011,0x092B9D0C,0x092B9D10,0x092B9D14,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-005,0x09148090,0x09148094,0x09148098,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-005,0x091480AC,0x091480B0,0x091480B4,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-005,0x091480C8,0x091480CC,0x091480D0,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-013,0x0914830C,0x09148310,0x09148314,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-013,0x09148330,0x09148334,0x09148338,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-014,0x09161474,0x09161478,0x0916147C,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-014,0x09161498,0x0916149C,0x091614A0,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-014,0x091614BC,0x091614C0,0x091614C4,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-002,0x09180D94,0x09180D98,0x09180D9C,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-001,0x09181470,0x09181474,0x09181478,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-001,0x091814A4,0x091814A8,0x091814AC,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-001,0x09181620,0x09181624,0x09181628,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-003,0x09185748,0x0918574C,0x09185750,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-004,0x0918D2BC,0x0918D2C0,0x0918D2C4,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-008,0x0923CA60,0x0923CA64,0x0923CA68,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-008,0x0923CA80,0x0923CA84,0x0923CA88,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-009,0x0923CCE0,0x0923CCE4,0x0923CCE8,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-009,0x0923CD00,0x0923CD04,0x0923CD08,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-007,0x0923CF30,0x0923CF34,0x0923CF38,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-007,0x0923CFB0,0x0923CFB4,0x0923CFB8,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-007,0x0923CFD8,0x0923CFDC,0x0923CFE0,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-010,0x0923F9BC,0x0923F9C0,0x0923F9C4,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-010,0x0923FA7C,0x0923FA80,0x0923FA84,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-016,0x092734CC,0x092734D0,0x092734D4,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-016,0x09273770,0x09273774,0x09273778,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-034,0x092825BC,0x092825C0,0x092825C4,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-034,0x092825D8,0x092825DC,0x092825E0,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-034,0x092825F4,0x092825F8,0x092825FC,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-034,0x09282610,0x09282614,0x09282618,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-006,0x09291FC4,0x09291FC8,0x09291FCC,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-012,0x092B9540,0x092B9544,0x092B9548,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-011,0x092B9C2C,0x092B9C30,0x092B9C34,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
6,LEVEL_06,Medical Outpost Omega,WF-011,0x092B9C48,0x092B9C4C,0x092B9C50,0x09147EC4,0x0E451FB1,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-005,0x09148228,0x0914822C,0x09148230,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-005,0x09148244,0x09148248,0x0914824C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-005,0x09148260,0x09148264,0x09148268,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-018,0x091482B8,0x091482BC,0x091482C0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-018,0x091482D4,0x091482D8,0x091482DC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-013,0x09148518,0x0914851C,0x09148520,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-013,0x0914853C,0x09148540,0x09148544,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-020,0x091486B8,0x091486BC,0x091486C0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-020,0x091486D8,0x091486DC,0x091486E0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-015,0x0914ACB8,0x0914ACBC,0x0914ACC0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-014,0x091629D4,0x091629D8,0x091629DC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-014,0x091629F8,0x091629FC,0x09162A00,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-014,0x09162A1C,0x09162A20,0x09162A24,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-017,0x09164A38,0x09164A3C,0x09164A40,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-017,0x09164A5C,0x09164A60,0x09164A64,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-017,0x09164A80,0x09164A84,0x09164A88,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-022,0x09165A54,0x09165A58,0x09165A5C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-002,0x09184458,0x0918445C,0x09184460,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-001,0x09184B34,0x09184B38,0x09184B3C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-001,0x09184B68,0x09184B6C,0x09184B70,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-001,0x09184CE4,0x09184CE8,0x09184CEC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-003,0x09188E0C,0x09188E10,0x09188E14,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-004,0x0919099C,0x091909A0,0x091909A4,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-008,0x09246FB0,0x09246FB4,0x09246FB8,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-008,0x09246FD0,0x09246FD4,0x09246FD8,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-009,0x09247230,0x09247234,0x09247238,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-009,0x09247250,0x09247254,0x09247258,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-007,0x09247480,0x09247484,0x09247488,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-007,0x09247500,0x09247504,0x09247508,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-007,0x09247528,0x0924752C,0x09247530,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-010,0x09249F0C,0x09249F10,0x09249F14,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-010,0x09249FCC,0x09249FD0,0x09249FD4,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-045,0x0926A08C,0x0926A090,0x0926A094,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-042,0x0926A8D4,0x0926A8D8,0x0926A8DC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-039,0x0926B144,0x0926B148,0x0926B14C,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-039,0x0926B750,0x0926B754,0x0926B758,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-016,0x092893D8,0x092893DC,0x092893E0,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-016,0x0928967C,0x09289680,0x09289684,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-052,0x092982DC,0x092982E0,0x092982E4,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-049,0x0929AD50,0x0929AD54,0x0929AD58,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-006,0x092A998C,0x092A9990,0x092A9994,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-019,0x092CCCDC,0x092CCCE0,0x092CCCE4,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-019,0x092CCF5C,0x092CCF60,0x092CCF64,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-012,0x092D54F8,0x092D54FC,0x092D5500,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-011,0x092D5BE4,0x092D5BE8,0x092D5BEC,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
7,LEVEL_07,Challax,WF-011,0x092D5C00,0x092D5C04,0x092D5C08,0x0914805C,0x0E452017,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
8,LEVEL_08,Dayni Moon,WF-005,0x09148284,0x09148288,0x0914828C,0x091480B8,0x0E45202E,0x0C000000 | ((profiler_hook >> 2) & 0x03FFFFFF),VANILLA
